discipline_root,candidate_approval_number,approval_year,project_type_contexts,discipline_scope_contexts,segment_ids,max_segment_density,priority,context_risk,next_probe_policy,exact_web_query,funding_web_query,crossref_filter,institution_site_query,status,selected_for_first_batch,warning,crossref_strict_http_status,crossref_strict_total_results,crossref_strict_exact_nsfc_work_count,crossref_fallback_http_status,crossref_fallback_total_results,crossref_fallback_exact_award_count,openalex_award_count,openalex_work_count,openalex_award_http_statuses,openalex_work_http_statuses,confirmed_sources,publication_evidence_count,existence_status,evidence_level,project_title_candidate,lead_investigator_candidate,institution_candidate,candidate_identity_source,official_confirmation_status,requires_web_review,next_action,source_errors,retrieved_at,warning,batch_source_directory
E,51206111,2012,youth_c,E06,2012|youth_c|E06|51206|3,0.985075,P1,false,immediate_probe,"""51206111""","""51206111"" ""National Natural Science Foundation of China""","award.number:51206111,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51206111""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51206121,2012,youth_c,E06,2012|youth_c|E06|51206|3,0.985075,P1,false,immediate_probe,"""51206121""","""51206121"" ""National Natural Science Foundation of China""","award.number:51206121,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51206121""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51206158,2012,youth_c,E06,2012|youth_c|E06|51206|3,0.985075,P1,false,immediate_probe,"""51206158""","""51206158"" ""National Natural Science Foundation of China""","award.number:51206158,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51206158""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51207155,2012,youth_c,E07,2012|youth_c|E07|51207|3,0.994286,P1,false,immediate_probe,"""51207155""","""51207155"" ""National Natural Science Foundation of China""","award.number:51207155,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51207155""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51238004,2012,key,E08,2012|key|E08|51238|3,0.800000,P3,true,manual_context_review_before_probe,"""51238004""","""51238004"" ""National Natural Science Foundation of China""","award.number:51238004,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51238004""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,24,24,,0,0,0,0,200,200,crossref,24,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51238006,2012,key,E08,2012|key|E08|51238|3,0.800000,P3,true,manual_context_review_before_probe,"""51238006""","""51238006"" ""National Natural Science Foundation of China""","award.number:51238006,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51238006""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,23,23,,0,0,0,0,200,200,crossref,23,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51248002,2012,special,E08,2012|special|E08|51248|3,0.888889,P3,true,manual_context_review_before_probe,"""51248002""","""51248002"" ""National Natural Science Foundation of China""","award.number:51248002,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51248002""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
E,51268008,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268008""","""51268008"" ""National Natural Science Foundation of China""","award.number:51268008,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268008""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,3,4,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268012,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268012""","""51268012"" ""National Natural Science Foundation of China""","award.number:51268012,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268012""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268018,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268018""","""51268018"" ""National Natural Science Foundation of China""","award.number:51268018,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268018""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268021,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268021""","""51268021"" ""National Natural Science Foundation of China""","award.number:51268021,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268021""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,5,5,,0,0,0,0,200,200,crossref,5,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268025,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268025""","""51268025"" ""National Natural Science Foundation of China""","award.number:51268025,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268025""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268026,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268026""","""51268026"" ""National Natural Science Foundation of China""","award.number:51268026,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268026""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268034,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268034""","""51268034"" ""National Natural Science Foundation of China""","award.number:51268034,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268034""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,3,3,,0,0,0,0,200,200,crossref,3,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268040,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268040""","""51268040"" ""National Natural Science Foundation of China""","award.number:51268040,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268040""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268047,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268047""","""51268047"" ""National Natural Science Foundation of China""","award.number:51268047,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268047""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51268052,2012,regional,E08,2012|regional|E08|51268|3,0.818182,P3,true,manual_context_review_before_probe,"""51268052""","""51268052"" ""National Natural Science Foundation of China""","award.number:51268052,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51268052""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269002,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269002""","""51269002"" ""National Natural Science Foundation of China""","award.number:51269002,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269002""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269004,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269004""","""51269004"" ""National Natural Science Foundation of China""","award.number:51269004,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269004""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269016,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269016""","""51269016"" ""National Natural Science Foundation of China""","award.number:51269016,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269016""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269017,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269017""","""51269017"" ""National Natural Science Foundation of China""","award.number:51269017,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269017""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269031,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269031""","""51269031"" ""National Natural Science Foundation of China""","award.number:51269031,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269031""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51269032,2012,regional,E09,2012|regional|E09|51269|3,0.818182,P3,true,manual_context_review_before_probe,"""51269032""","""51269032"" ""National Natural Science Foundation of China""","award.number:51269032,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51269032""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51272082,2012,general,E02,2012|general|E02|51272|3,0.996700,P1,false,immediate_probe,"""51272082""","""51272082"" ""National Natural Science Foundation of China""","award.number:51272082,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51272082""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51274134,2012,general,E04,2012|general|E04|51274|3,0.992593,P1,false,immediate_probe,"""51274134""","""51274134"" ""National Natural Science Foundation of China""","award.number:51274134,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51274134""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51274190,2012,general,E04,2012|general|E04|51274|3,0.992593,P1,false,immediate_probe,"""51274190""","""51274190"" ""National Natural Science Foundation of China""","award.number:51274190,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51274190""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51302176,2013,youth_c,E02,2013|youth_c|E02|51302|3,0.990909,P1,false,immediate_probe,"""51302176""","""51302176"" ""National Natural Science Foundation of China""","award.number:51302176,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51302176""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51302192,2013,youth_c,E02,2013|youth_c|E02|51302|3,0.990909,P1,false,immediate_probe,"""51302192""","""51302192"" ""National Natural Science Foundation of China""","award.number:51302192,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51302192""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51302240,2013,youth_c,E02,2013|youth_c|E02|51302|3,0.990909,P1,false,immediate_probe,"""51302240""","""51302240"" ""National Natural Science Foundation of China""","award.number:51302240,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51302240""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51303042,2013,youth_c,E03,2013|youth_c|E03|51303|3,0.990826,P1,false,immediate_probe,"""51303042""","""51303042"" ""National Natural Science Foundation of China""","award.number:51303042,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51303042""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51303119,2013,youth_c,E03,2013|youth_c|E03|51303|3,0.990826,P1,false,immediate_probe,"""51303119""","""51303119"" ""National Natural Science Foundation of China""","award.number:51303119,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51303119""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,5,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51306192,2013,youth_c,E06,2013|youth_c|E06|51306|3,0.995370,P1,false,immediate_probe,"""51306192""","""51306192"" ""National Natural Science Foundation of China""","award.number:51306192,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51306192""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51338005,2013,key,E08,2013|key|E08|51338|3,0.888889,P3,true,manual_context_review_before_probe,"""51338005""","""51338005"" ""National Natural Science Foundation of China""","award.number:51338005,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51338005""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,123,122,,0,0,0,0,200,200,crossref,122,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
E,51348010,2013,special,E10,2013|special|E10|51348|3,0.833333,P3,true,manual_context_review_before_probe,"""51348010""","""51348010"" ""National Natural Science Foundation of China""","award.number:51348010,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51348010""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,,0,award_number_only,D_award_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
E,51365030,2013,regional,E05,2013|regional|E05|51365|3,0.981481,P1,false,immediate_probe,"""51365030""","""51365030"" ""National Natural Science Foundation of China""","award.number:51365030,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51365030""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,6,6,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/extracted-first/nsfc-be-probe-batch-001
E,51368004,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368004""","""51368004"" ""National Natural Science Foundation of China""","award.number:51368004,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368004""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,11,11,,0,0,0,0,200,200,crossref,11,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368011,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368011""","""51368011"" ""National Natural Science Foundation of China""","award.number:51368011,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368011""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368012,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368012""","""51368012"" ""National Natural Science Foundation of China""","award.number:51368012,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368012""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368024,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368024""","""51368024"" ""National Natural Science Foundation of China""","award.number:51368024,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368024""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368025,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368025""","""51368025"" ""National Natural Science Foundation of China""","award.number:51368025,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368025""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,17,18,,0,0,0,0,200,200,crossref,17,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368026,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368026""","""51368026"" ""National Natural Science Foundation of China""","award.number:51368026,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368026""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,12,12,,0,0,0,0,200,200,crossref,12,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
E,51368029,2013,regional,E08,2013|regional|E08|51368|3,0.816667,P3,true,manual_context_review_before_probe,"""51368029""","""51368029"" ""National Natural Science Foundation of China""","award.number:51368029,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51368029""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
