discipline_root,candidate_approval_number,approval_year,project_type_contexts,discipline_scope_contexts,segment_ids,max_segment_density,priority,context_risk,next_probe_policy,exact_web_query,funding_web_query,crossref_filter,institution_site_query,status,selected_for_first_batch,warning,crossref_strict_http_status,crossref_strict_total_results,crossref_strict_exact_nsfc_work_count,crossref_fallback_http_status,crossref_fallback_total_results,crossref_fallback_exact_award_count,openalex_award_count,openalex_work_count,openalex_award_http_statuses,openalex_work_http_statuses,confirmed_sources,publication_evidence_count,existence_status,evidence_level,project_title_candidate,lead_investigator_candidate,institution_candidate,candidate_identity_source,official_confirmation_status,requires_web_review,next_action,source_errors,retrieved_at,warning,batch_source_directory
B,20975107,2009,general,B04,2009|general|B04|20975|3,0.939655,P3,true,manual_context_review_before_probe,"""20975107""","""20975107"" ""National Natural Science Foundation of China""","award.number:20975107,award.funder:501100001809","site:edu.cn OR site:ac.cn ""20975107""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,20975115,2009,general,B04,2009|general|B04|20975|3,0.939655,P3,true,manual_context_review_before_probe,"""20975115""","""20975115"" ""National Natural Science Foundation of China""","award.number:20975115,award.funder:501100001809","site:edu.cn OR site:ac.cn ""20975115""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,20976002,2009,general,B08,2009|general|B08|20976|3,0.990244,P3,true,manual_context_review_before_probe,"""20976002""","""20976002"" ""National Natural Science Foundation of China""","award.number:20976002,award.funder:501100001809","site:edu.cn OR site:ac.cn ""20976002""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,10,10,,0,0,0,0,200,200,crossref,10,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,20976059,2009,general,B08,2009|general|B08|20976|3,0.990244,P3,true,manual_context_review_before_probe,"""20976059""","""20976059"" ""National Natural Science Foundation of China""","award.number:20976059,award.funder:501100001809","site:edu.cn OR site:ac.cn ""20976059""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21005052,2010,youth_c,B04,2010|youth_c|B04|21005|3,0.978261,P3,true,manual_context_review_before_probe,"""21005052""","""21005052"" ""National Natural Science Foundation of China""","award.number:21005052,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21005052""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21005063,2010,youth_c,B04,2010|youth_c|B04|21005|3,0.978261,P3,true,manual_context_review_before_probe,"""21005063""","""21005063"" ""National Natural Science Foundation of China""","award.number:21005063,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21005063""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,6,6,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21032002,2010,key,B01,2010|key|B01|21032|3,0.857143,P3,true,manual_context_review_before_probe,"""21032002""","""21032002"" ""National Natural Science Foundation of China""","award.number:21032002,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21032002""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,13,13,,0,0,0,0,200,200,crossref,13,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
B,21033008,2010,key,B02,2010|key|B02|21033|3,0.857143,P3,true,manual_context_review_before_probe,"""21033008""","""21033008"" ""National Natural Science Foundation of China""","award.number:21033008,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21033008""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,12,11,,0,0,0,0,200,200,crossref,11,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
B,21034004,2010,key,B05,2010|key|B05|21034|3,0.800000,P3,true,manual_context_review_before_probe,"""21034004""","""21034004"" ""National Natural Science Foundation of China""","award.number:21034004,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21034004""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,7,7,,0,0,0,0,200,200,crossref,7,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:58:42+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-005
B,21065007,2010,regional,B04,2010|regional|B04|21065|3,0.857143,P3,true,manual_context_review_before_probe,"""21065007""","""21065007"" ""National Natural Science Foundation of China""","award.number:21065007,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21065007""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
B,21065010,2010,regional,B04,2010|regional|B04|21065|3,0.857143,P3,true,manual_context_review_before_probe,"""21065010""","""21065010"" ""National Natural Science Foundation of China""","award.number:21065010,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21065010""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,15,15,,0,0,0,0,200,200,crossref,15,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
B,21075034,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075034""","""21075034"" ""National Natural Science Foundation of China""","award.number:21075034,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075034""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21075046,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075046""","""21075046"" ""National Natural Science Foundation of China""","award.number:21075046,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075046""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21075053,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075053""","""21075053"" ""National Natural Science Foundation of China""","award.number:21075053,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075053""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,11,11,,0,0,0,0,200,200,crossref,11,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21075113,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075113""","""21075113"" ""National Natural Science Foundation of China""","award.number:21075113,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075113""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21075121,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075121""","""21075121"" ""National Natural Science Foundation of China""","award.number:21075121,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075121""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21075138,2010,general,B04,2010|general|B04|21075|3,0.957447,P3,true,manual_context_review_before_probe,"""21075138""","""21075138"" ""National Natural Science Foundation of China""","award.number:21075138,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21075138""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21076103,2010,general,B08,2010|general|B08|21076|3,0.991416,P3,true,manual_context_review_before_probe,"""21076103""","""21076103"" ""National Natural Science Foundation of China""","award.number:21076103,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21076103""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,8,8,,0,0,0,0,200,200,crossref,8,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21076143,2010,general,B08,2010|general|B08|21076|3,0.991416,P3,true,manual_context_review_before_probe,"""21076143""","""21076143"" ""National Natural Science Foundation of China""","award.number:21076143,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21076143""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,27,27,,0,0,0,0,200,200,crossref,27,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21077107,2010,general,B06,2010|general|B06|21077|3,0.992857,P3,true,manual_context_review_before_probe,"""21077107""","""21077107"" ""National Natural Science Foundation of China""","award.number:21077107,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21077107""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,10,10,,0,0,0,0,200,200,crossref,10,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21105035,2011,youth_c,B04,2011|youth_c|B04|21105|3,0.977612,P3,true,manual_context_review_before_probe,"""21105035""","""21105035"" ""National Natural Science Foundation of China""","award.number:21105035,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21105035""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,5,5,,0,0,0,0,200,200,crossref,5,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21105083,2011,youth_c,B04,2011|youth_c|B04|21105|3,0.977612,P3,true,manual_context_review_before_probe,"""21105083""","""21105083"" ""National Natural Science Foundation of China""","award.number:21105083,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21105083""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21105129,2011,youth_c,B04,2011|youth_c|B04|21105|3,0.977612,P3,true,manual_context_review_before_probe,"""21105129""","""21105129"" ""National Natural Science Foundation of China""","award.number:21105129,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21105129""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21106149,2011,youth_c,B08,2011|youth_c|B08|21106|3,0.994764,P3,true,manual_context_review_before_probe,"""21106149""","""21106149"" ""National Natural Science Foundation of China""","award.number:21106149,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21106149""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21127011,2011,special,B04,2011|special|B04|21127|3,0.875000,P3,true,manual_context_review_before_probe,"""21127011""","""21127011"" ""National Natural Science Foundation of China""","award.number:21127011,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21127011""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,6,6,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21132003,2011,key,B01,2011|key|B01|21132|3,0.857143,P3,true,manual_context_review_before_probe,"""21132003""","""21132003"" ""National Natural Science Foundation of China""","award.number:21132003,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21132003""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,56,56,,0,0,0,0,200,200,crossref,56,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:57:16+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-004
B,21165011,2011,regional,B04,2011|regional|B04|21165|3,0.956522,P3,true,manual_context_review_before_probe,"""21165011""","""21165011"" ""National Natural Science Foundation of China""","award.number:21165011,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21165011""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21166019,2011,regional,B08,2011|regional|B08|21166|3,0.958333,P3,true,manual_context_review_before_probe,"""21166019""","""21166019"" ""National Natural Science Foundation of China""","award.number:21166019,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21166019""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21175041,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175041""","""21175041"" ""National Natural Science Foundation of China""","award.number:21175041,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175041""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,26,26,,0,0,0,0,200,200,crossref,26,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175063,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175063""","""21175063"" ""National Natural Science Foundation of China""","award.number:21175063,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175063""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175064,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175064""","""21175064"" ""National Natural Science Foundation of China""","award.number:21175064,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175064""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,8,8,,0,0,0,0,200,200,crossref,8,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175074,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175074""","""21175074"" ""National Natural Science Foundation of China""","award.number:21175074,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175074""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,15,15,,0,0,0,0,200,200,crossref,15,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175095,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175095""","""21175095"" ""National Natural Science Foundation of China""","award.number:21175095,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175095""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,6,6,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175106,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175106""","""21175106"" ""National Natural Science Foundation of China""","award.number:21175106,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175106""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,11,12,,0,0,0,0,200,200,crossref,11,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175119,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175119""","""21175119"" ""National Natural Science Foundation of China""","award.number:21175119,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175119""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175123,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175123""","""21175123"" ""National Natural Science Foundation of China""","award.number:21175123,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175123""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175130,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175130""","""21175130"" ""National Natural Science Foundation of China""","award.number:21175130,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175130""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,8,8,,0,0,0,0,200,200,crossref,8,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21175157,2011,general,B04,2011|general|B04|21175|3,0.937107,P3,true,manual_context_review_before_probe,"""21175157""","""21175157"" ""National Natural Science Foundation of China""","award.number:21175157,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21175157""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,10,10,,0,0,0,0,200,200,crossref,10,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:51+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-003
B,21176122,2011,general,B08,2011|general|B08|21176|3,0.996337,P3,true,manual_context_review_before_probe,"""21176122""","""21176122"" ""National Natural Science Foundation of China""","award.number:21176122,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21176122""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21205019,2012,youth_c,B04,2012|youth_c|B04|21205|3,0.965753,P3,true,manual_context_review_before_probe,"""21205019""","""21205019"" ""National Natural Science Foundation of China""","award.number:21205019,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21205019""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,5,3,,0,0,0,0,200,200,crossref,3,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21205055,2012,youth_c,B04,2012|youth_c|B04|21205|3,0.965753,P3,true,manual_context_review_before_probe,"""21205055""","""21205055"" ""National Natural Science Foundation of China""","award.number:21205055,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21205055""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,7,9,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
B,21205085,2012,youth_c,B04,2012|youth_c|B04|21205|3,0.965753,P3,true,manual_context_review_before_probe,"""21205085""","""21205085"" ""National Natural Science Foundation of China""","award.number:21205085,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21205085""",queued,false,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,2,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:50:12+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,/home/runner/work/PolyFT/PolyFT/downloaded-remaining/nsfc-be-probe-batch-002
