candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,existence_status,evidence_level,confirmed_sources,publication_evidence_count,project_title_candidate,lead_investigator_candidate,institution_candidate,exact_web_query,funding_web_query,institution_site_query,official_confirmation_status,next_action,warning
52105436,E,2021,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""52105436""","""52105436"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52105436""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52068003,E,2020,regional,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""52068003""","""52068003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52068003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52065039,E,2020,regional,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""52065039""","""52065039"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52065039""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51675468,E,2016,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51675468""","""51675468"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51675468""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51375019,E,2013,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51375019""","""51375019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51375019""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51904231,E,2019,youth_c,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51904231""","""51904231"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51904231""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51804047,E,2018,youth_c,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51804047""","""51804047"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51804047""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51705150,E,2017,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51705150""","""51705150"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51705150""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51706003,E,2017,youth_c,E06,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51706003""","""51706003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51706003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51371058,E,2013,general,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51371058""","""51371058"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51371058""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52007116,E,2020,youth_c,E07,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""52007116""","""52007116"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52007116""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51177054,E,2011,general,E07,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51177054""","""51177054"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51177054""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50972046,E,2009,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50972046""","""50972046"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50972046""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52079144,E,2020,general,E09,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""52079144""","""52079144"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52079144""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50672091,E,2006,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50672091""","""50672091"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50672091""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51406211,E,2014,youth_c,E06,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51406211""","""51406211"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51406211""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51302192,E,2013,youth_c,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51302192""","""51302192"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51302192""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51303119,E,2013,youth_c,E03,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51303119""","""51303119"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51303119""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52008101,E,2020,youth_c,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""52008101""","""52008101"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52008101""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51965048,E,2019,regional,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51965048""","""51965048"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51965048""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51902352,E,2019,youth_c,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51902352""","""51902352"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51902352""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51432005,E,2014,key,E02,P2,confirmed_bibliographic,C_bibliographic,crossref,369,,,,"""51432005""","""51432005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51432005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51732002,E,2017,key,E02,P2,confirmed_bibliographic,C_bibliographic,crossref,38,,,,"""51732002""","""51732002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51732002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51634005,E,2016,key,E04,P2,confirmed_bibliographic,C_bibliographic,crossref,20,,,,"""51634005""","""51634005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51634005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51662003,E,2016,regional,E02,P2,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""51662003""","""51662003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51662003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51862030,E,2018,regional,E02,P2,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51862030""","""51862030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51862030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50671062,E,2006,general,E01,P2,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""50671062""","""50671062"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50671062""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50271061,E,2002,general,E01,P2,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50271061""","""50271061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50271061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51338005,E,2013,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,122,,,,"""51338005""","""51338005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51338005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51838005,E,2018,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,71,,,,"""51838005""","""51838005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51838005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51438008,E,2014,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,65,,,,"""51438008""","""51438008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51438008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51738005,E,2017,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,64,,,,"""51738005""","""51738005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51738005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51838009,E,2018,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,62,,,,"""51838009""","""51838009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51838009""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51539008,E,2015,key,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,61,,,,"""51539008""","""51539008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51539008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51938007,E,2019,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,54,,,,"""51938007""","""51938007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51938007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51939009,E,2019,key,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,49,,,,"""51939009""","""51939009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51939009""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
U1810110,E,2018,joint_fund,E01,P3,confirmed_bibliographic,C_bibliographic,crossref,46,,,,"""U1810110""","""U1810110"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""U1810110""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51938010,E,2019,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,45,,,,"""51938010""","""51938010"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51938010""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51438006,E,2014,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,41,,,,"""51438006""","""51438006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51438006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51538008,E,2015,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,38,,,,"""51538008""","""51538008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51538008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
U1909219,E,2019,joint_fund,E05,P3,confirmed_bibliographic,C_bibliographic,crossref,34,,,,"""U1909219""","""U1909219"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""U1909219""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
U1706225,E,2017,joint_fund,E11,P3,confirmed_bibliographic,C_bibliographic,crossref,30,,,,"""U1706225""","""U1706225"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""U1706225""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51138006,E,2011,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,24,,,,"""51138006""","""51138006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51138006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51238004,E,2012,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,24,,,,"""51238004""","""51238004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51238004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51238006,E,2012,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,23,,,,"""51238006""","""51238006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51238006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52101061,E,2021,youth_c,E01,P3,confirmed_bibliographic,C_bibliographic,crossref,21,,,,"""52101061""","""52101061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52101061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51869014,E,2018,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,17,,,,"""51869014""","""51869014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51869014""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368025,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,17,,,,"""51368025""","""51368025"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368025""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
91023041,E,2010,major_research_plan,E05,P3,confirmed_bibliographic,C_bibliographic,crossref,16,,,,"""91023041""","""91023041"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""91023041""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
U1713205,E,2017,joint_fund,E05,P3,confirmed_bibliographic,C_bibliographic,crossref,13,,,,"""U1713205""","""U1713205"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""U1713205""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468016,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,13,,,,"""51468016""","""51468016"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468016""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51769034,E,2017,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51769034""","""51769034"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51769034""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468043,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51468043""","""51468043"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468043""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51869012,E,2018,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51869012""","""51869012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51869012""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368026,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51368026""","""51368026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368026""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368004,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""51368004""","""51368004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51769006,E,2017,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""51769006""","""51769006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51769006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368030,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""51368030""","""51368030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51869006,E,2018,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""51869006""","""51869006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51869006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51669028,E,2016,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""51669028""","""51669028"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51669028""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51168026,E,2011,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""51168026""","""51168026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51168026""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51038003,E,2010,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""51038003""","""51038003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51038003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468044,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""51468044""","""51468044"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468044""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368044,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""51368044""","""51368044"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368044""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468011,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""51468011""","""51468011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51869020,E,2018,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""51869020""","""51869020"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51869020""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52000138,E,2020,youth_c,E10,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""52000138""","""52000138"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52000138""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51969008,E,2019,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51969008""","""51969008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51969008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
91023039,E,2010,major_research_plan,E05,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""91023039""","""91023039"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""91023039""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51769003,E,2017,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51769003""","""51769003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51769003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51769015,E,2017,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51769015""","""51769015"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51769015""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268021,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51268021""","""51268021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268021""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
91023040,E,2010,major_research_plan,E05,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""91023040""","""91023040"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""91023040""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574056,E,2005,general,E04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""50574056""","""50574056"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574056""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50738006,E,2007,key,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""50738006""","""50738006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50738006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90715029,E,2007,major_research_plan,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""90715029""","""90715029"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90715029""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51669011,E,2016,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51669011""","""51669011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51669011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51669022,E,2016,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51669022""","""51669022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51669022""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51168029,E,2011,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51168029""","""51168029"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51168029""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368012,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51368012""","""51368012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368012""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52102047,E,2021,youth_c,E02,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""52102047""","""52102047"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52102047""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52000141,E,2020,youth_c,E10,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""52000141""","""52000141"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52000141""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51061014,E,2010,regional,E01,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51061014""","""51061014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51061014""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51769004,E,2017,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51769004""","""51769004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51769004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51469030,E,2014,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51469030""","""51469030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51469030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51569008,E,2015,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51569008""","""51569008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51569008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468024,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51468024""","""51468024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468024""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474085,E,2004,general,E04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""50474085""","""50474085"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474085""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51669021,E,2016,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51669021""","""51669021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51669021""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50179011,E,2001,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""50179011""","""50179011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50179011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268034,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51268034""","""51268034"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268034""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
