project_type,discipline_scope,change_year,added_templates,removed_templates,previous_template_count,current_template_count
major_research_plan,B08,2017,,9{YY}34{SERIAL:03d},2,1
major_research_plan,B08,2019,9{YY}34{SERIAL:03d},9{YY}45{SERIAL:03d},1,1
major_research_plan,B08,2021,9{YY}56{SERIAL:03d},,1,2
major_research_plan,B09,2019,9{YY}63{SERIAL:03d},9{YY}27{SERIAL:03d},1,1
major_research_plan,B09,2020,9{YY}61{SERIAL:03d},9{YY}63{SERIAL:03d},1,1
major_research_plan,B09,2021,9{YY}63{SERIAL:03d},9{YY}61{SERIAL:03d},1,1
regional,B01,1992,2{YY}61{SERIAL:03d};2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d},2{YY}60{SERIAL:03d},1,3
regional,B01,1994,,2{YY}62{SERIAL:03d},3,2
regional,B01,1995,2{YY}62{SERIAL:03d},,2,3
regional,B01,1996,,2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d},3,1
regional,B01,1997,2{YY}62{SERIAL:03d},2{YY}61{SERIAL:03d},1,1
regional,B01,1998,2{YY}61{SERIAL:03d},,1,2
regional,B01,1999,2{YY}64{SERIAL:03d},2{YY}62{SERIAL:03d},2,2
regional,B01,2000,2{YY}62{SERIAL:03d},2{YY}64{SERIAL:03d},2,2
regional,B01,2002,2{YY}64{SERIAL:03d},,2,3
regional,B01,2018,,2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d},3,1
regional,B02,1992,2{YY}63{SERIAL:03d},2{YY}60{SERIAL:03d},1,1
regional,B02,1998,2{YY}69{SERIAL:03d},,1,2
regional,B02,1999,,2{YY}69{SERIAL:03d},2,1
regional,B02,2004,2{YY}64{SERIAL:03d},2{YY}63{SERIAL:03d},1,1
regional,B02,2005,2{YY}63{SERIAL:03d},2{YY}64{SERIAL:03d},1,1
regional,B02,2010,2{YY}65{SERIAL:03d},,1,2
regional,B02,2011,2{YY}61{SERIAL:03d},,2,3
regional,B02,2012,2{YY}64{SERIAL:03d},2{YY}61{SERIAL:03d};2{YY}65{SERIAL:03d},3,2
regional,B02,2013,2{YY}65{SERIAL:03d},2{YY}64{SERIAL:03d},2,2
regional,B02,2014,2{YY}64{SERIAL:03d},2{YY}65{SERIAL:03d},2,2
regional,B02,2015,2{YY}61{SERIAL:03d},,2,3
regional,B02,2016,2{YY}65{SERIAL:03d},2{YY}61{SERIAL:03d},3,3
regional,B02,2017,,2{YY}65{SERIAL:03d},3,2
regional,B02,2018,2{YY}62{SERIAL:03d},2{YY}63{SERIAL:03d};2{YY}64{SERIAL:03d},2,1
regional,B03,1992,2{YY}61{SERIAL:03d},2{YY}60{SERIAL:03d},1,1
regional,B03,1993,2{YY}65{SERIAL:03d},2{YY}61{SERIAL:03d},1,1
regional,B03,1994,2{YY}62{SERIAL:03d},2{YY}65{SERIAL:03d},1,1
regional,B03,1997,2{YY}61{SERIAL:03d};2{YY}63{SERIAL:03d};2{YY}65{SERIAL:03d},2{YY}62{SERIAL:03d},1,3
regional,B03,1998,,2{YY}61{SERIAL:03d};2{YY}65{SERIAL:03d},3,1
regional,B03,2000,2{YY}61{SERIAL:03d};2{YY}65{SERIAL:03d},2{YY}63{SERIAL:03d},1,2
regional,B03,2001,2{YY}63{SERIAL:03d},2{YY}65{SERIAL:03d},2,2
regional,B03,2002,,2{YY}63{SERIAL:03d},2,1
regional,B03,2003,2{YY}65{SERIAL:03d},2{YY}61{SERIAL:03d},1,1
regional,B03,2004,2{YY}62{SERIAL:03d};2{YY}63{SERIAL:03d},2{YY}65{SERIAL:03d},1,2
regional,B03,2007,,2{YY}62{SERIAL:03d},2,1
regional,B03,2009,2{YY}64{SERIAL:03d},,1,2
regional,B03,2010,2{YY}65{SERIAL:03d},2{YY}64{SERIAL:03d},2,2
regional,B03,2011,2{YY}61{SERIAL:03d};2{YY}64{SERIAL:03d},2{YY}65{SERIAL:03d},2,3
regional,B03,2012,2{YY}62{SERIAL:03d};2{YY}65{SERIAL:03d},,3,5
regional,B03,2013,,2{YY}61{SERIAL:03d},5,4
regional,B03,2014,2{YY}61{SERIAL:03d},2{YY}62{SERIAL:03d},4,4
regional,B03,2015,2{YY}62{SERIAL:03d},,4,5
regional,B03,2016,,2{YY}61{SERIAL:03d},5,4
regional,B03,2017,2{YY}61{SERIAL:03d},,4,5
regional,B03,2018,,2{YY}61{SERIAL:03d};2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d};2{YY}65{SERIAL:03d},5,1
regional,B04,1992,2{YY}65{SERIAL:03d},2{YY}60{SERIAL:03d},1,1
regional,B04,1994,2{YY}61{SERIAL:03d},2{YY}65{SERIAL:03d},1,1
regional,B04,1995,2{YY}65{SERIAL:03d},2{YY}61{SERIAL:03d},1,1
regional,B04,2002,2{YY}62{SERIAL:03d},,1,2
regional,B04,2003,,2{YY}62{SERIAL:03d},2,1
regional,B04,2009,2{YY}61{SERIAL:03d},,1,2
regional,B04,2010,,2{YY}61{SERIAL:03d},2,1
regional,B04,2013,2{YY}64{SERIAL:03d},,1,2
regional,B04,2014,2{YY}61{SERIAL:03d},2{YY}64{SERIAL:03d},2,2
regional,B04,2015,,2{YY}61{SERIAL:03d},2,1
regional,B04,2016,2{YY}61{SERIAL:03d},,1,2
regional,B04,2017,,2{YY}61{SERIAL:03d},2,1
regional,B04,2018,2{YY}64{SERIAL:03d},2{YY}65{SERIAL:03d},1,1
regional,B05,1996,2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d},2{YY}60{SERIAL:03d},1,2
regional,B05,1997,,2{YY}62{SERIAL:03d},2,1
regional,B05,2000,2{YY}62{SERIAL:03d},,1,2
regional,B05,2001,,2{YY}62{SERIAL:03d},2,1
regional,B05,2003,2{YY}62{SERIAL:03d},,1,2
regional,B05,2005,,2{YY}62{SERIAL:03d},2,1
regional,B05,2007,2{YY}62{SERIAL:03d},2{YY}64{SERIAL:03d},1,1
regional,B05,2008,2{YY}61{SERIAL:03d};2{YY}64{SERIAL:03d},2{YY}62{SERIAL:03d},1,2
regional,B05,2009,2{YY}62{SERIAL:03d},,2,3
regional,B05,2010,,2{YY}62{SERIAL:03d},3,2
regional,B05,2012,2{YY}62{SERIAL:03d},,2,3
regional,B05,2013,,2{YY}62{SERIAL:03d},3,2
regional,B05,2014,2{YY}62{SERIAL:03d},,2,3
regional,B05,2015,2{YY}63{SERIAL:03d},,3,4
regional,B05_legacy_material_energy,2018,2{YY}65{SERIAL:03d},2{YY}61{SERIAL:03d};2{YY}62{SERIAL:03d};2{YY}64{SERIAL:03d},3,1
regional,B06,1992,2{YY}67{SERIAL:03d},2{YY}60{SERIAL:03d},1,1
regional,B06,2003,2{YY}63{SERIAL:03d};2{YY}66{SERIAL:03d},,1,3
regional,B06,2004,,2{YY}63{SERIAL:03d};2{YY}66{SERIAL:03d},3,1
regional,B06,2005,2{YY}66{SERIAL:03d},,1,2
regional,B06,2006,,2{YY}66{SERIAL:03d},2,1
regional,B06,2010,2{YY}63{SERIAL:03d},,1,2
regional,B06,2011,,2{YY}63{SERIAL:03d},2,1
regional,B06,2013,2{YY}61{SERIAL:03d},,1,2
regional,B06,2018,2{YY}66{SERIAL:03d},2{YY}61{SERIAL:03d};2{YY}67{SERIAL:03d},2,1
regional,B07,1992,2{YY}61{SERIAL:03d};2{YY}62{SERIAL:03d},2{YY}60{SERIAL:03d},1,2
regional,B07,1993,2{YY}63{SERIAL:03d},2{YY}61{SERIAL:03d},2,2
regional,B07,1994,,2{YY}63{SERIAL:03d},2,1
regional,B07,1997,2{YY}61{SERIAL:03d},,1,2
regional,B07,1998,,2{YY}61{SERIAL:03d},2,1
regional,B07,1999,2{YY}61{SERIAL:03d},,1,2
regional,B07,2000,,2{YY}61{SERIAL:03d},2,1
regional,B07,2002,2{YY}61{SERIAL:03d},,1,2
regional,B07,2004,,2{YY}61{SERIAL:03d},2,1
regional,B07,2006,2{YY}61{SERIAL:03d},,1,2
regional,B07,2007,,2{YY}61{SERIAL:03d},2,1
regional,B07,2008,2{YY}61{SERIAL:03d},,1,2
regional,B07,2011,2{YY}63{SERIAL:03d},,2,3
regional,B07,2014,,2{YY}61{SERIAL:03d},3,2
regional,B07,2015,2{YY}61{SERIAL:03d},,2,3
regional,B07,2017,2{YY}68{SERIAL:03d},,3,4
regional,B07,2018,2{YY}67{SERIAL:03d},2{YY}61{SERIAL:03d};2{YY}62{SERIAL:03d};2{YY}63{SERIAL:03d};2{YY}68{SERIAL:03d},4,1
regional,B08,1992,2{YY}66{SERIAL:03d},2{YY}60{SERIAL:03d},1,1
regional,B08,1999,2{YY}62{SERIAL:03d},,1,2
regional,B08,2002,,2{YY}62{SERIAL:03d},2,1
regional,B08,2003,2{YY}62{SERIAL:03d},,1,2
regional,B08,2005,,2{YY}62{SERIAL:03d},2,1
regional,B08,2007,2{YY}62{SERIAL:03d},,1,2
regional,B08,2008,2{YY}63{SERIAL:03d},,2,3
regional,B08,2009,,2{YY}63{SERIAL:03d},3,2
regional,B08,2012,,2{YY}62{SERIAL:03d},2,1
regional,B08,2013,2{YY}62{SERIAL:03d};2{YY}63{SERIAL:03d},,1,3
regional,B08,2014,,2{YY}62{SERIAL:03d};2{YY}63{SERIAL:03d},3,1
regional,B08,2015,2{YY}62{SERIAL:03d},,1,2
regional,B08,2016,,2{YY}62{SERIAL:03d},2,1
regional,B08,2018,2{YY}68{SERIAL:03d},2{YY}66{SERIAL:03d},1,1
regional,B09,2012,2{YY}64{SERIAL:03d},,1,2
regional,B09,2013,,2{YY}64{SERIAL:03d},2,1
regional,B09,2014,2{YY}64{SERIAL:03d},2{YY}63{SERIAL:03d},1,1
regional,B09,2015,2{YY}63{SERIAL:03d},,1,2
regional,B09,2017,,2{YY}63{SERIAL:03d},2,1
regional,B09,2018,2{YY}65{SERIAL:03d},2{YY}64{SERIAL:03d},1,1
special,B01,1988,,3{YY}80{SERIAL:03d},2,1
special,B01,1992,2{YY}22{SERIAL:03d};2{YY}51{SERIAL:03d},2{YY}80{SERIAL:03d},1,2
special,B01,1993,2{YY}44{SERIAL:03d};2{YY}81{SERIAL:03d};2{YY}82{SERIAL:03d},2{YY}51{SERIAL:03d},2,4
special,B01,1994,2{YY}41{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}84{SERIAL:03d},2{YY}82{SERIAL:03d},4,6
special,B01,1995,2{YY}51{SERIAL:03d};2{YY}52{SERIAL:03d};2{YY}82{SERIAL:03d},2{YY}22{SERIAL:03d};2{YY}81{SERIAL:03d};2{YY}84{SERIAL:03d},6,6
special,B01,1996,2{YY}22{SERIAL:03d};2{YY}84{SERIAL:03d},2{YY}42{SERIAL:03d};2{YY}44{SERIAL:03d};2{YY}51{SERIAL:03d};2{YY}52{SERIAL:03d},6,4
special,B01,1997,2{YY}42{SERIAL:03d};2{YY}81{SERIAL:03d},2{YY}22{SERIAL:03d};2{YY}82{SERIAL:03d};2{YY}84{SERIAL:03d},4,3
special,B01,1998,2{YY}23{SERIAL:03d};2{YY}44{SERIAL:03d};2{YY}84{SERIAL:03d},2{YY}42{SERIAL:03d},3,5
special,B01,1999,2{YY}20{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}44{SERIAL:03d};2{YY}84{SERIAL:03d},5,3
special,B01,2000,2{YY}23{SERIAL:03d};2{YY}82{SERIAL:03d};2{YY}84{SERIAL:03d},2{YY}20{SERIAL:03d},3,5
special,B01,2001,2{YY}20{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}44{SERIAL:03d};2{YY}51{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}81{SERIAL:03d};2{YY}82{SERIAL:03d};2{YY}84{SERIAL:03d},5,5
special,B01,2002,2{YY}54{SERIAL:03d},2{YY}20{SERIAL:03d};2{YY}51{SERIAL:03d},5,4
special,B01,2003,,2{YY}44{SERIAL:03d};2{YY}54{SERIAL:03d},4,2
special,B01,2004,2{YY}23{SERIAL:03d};2{YY}24{SERIAL:03d};2{YY}52{SERIAL:03d},,2,5
special,B01,2005,2{YY}44{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}24{SERIAL:03d};2{YY}52{SERIAL:03d},5,3
special,B01,2006,B{YY}24{SERIAL:03d},,3,4
special,B01,2008,2{YY}24{SERIAL:03d};2{YY}51{SERIAL:03d};2{YY}52{SERIAL:03d},B{YY}24{SERIAL:03d},4,6
special,B01,2009,2{YY}23{SERIAL:03d},2{YY}24{SERIAL:03d};2{YY}52{SERIAL:03d},6,5
special,B01,2010,2{YY}24{SERIAL:03d},2{YY}23{SERIAL:03d},5,5
special,B01,2011,2{YY}52{SERIAL:03d},2{YY}24{SERIAL:03d},5,5
special,B01,2012,2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d},2{YY}51{SERIAL:03d},5,6
special,B01,2013,,2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d},6,4
special,B02,1990,2{YY}50{SERIAL:03d},2{YY}80{SERIAL:03d},1,1
special,B02,1991,2{YY}80{SERIAL:03d},2{YY}50{SERIAL:03d},1,1
special,B02,1992,2{YY}83{SERIAL:03d},2{YY}80{SERIAL:03d},1,1
special,B02,1993,2{YY}43{SERIAL:03d},,1,2
special,B02,1994,2{YY}53{SERIAL:03d},2{YY}43{SERIAL:03d},2,2
special,B02,1995,2{YY}43{SERIAL:03d},2{YY}53{SERIAL:03d};2{YY}83{SERIAL:03d},2,1
special,B02,1997,2{YY}83{SERIAL:03d},,1,2
special,B02,1998,,2{YY}83{SERIAL:03d},2,1
special,B02,1999,2{YY}20{SERIAL:03d},2{YY}43{SERIAL:03d},1,1
special,B02,2000,2{YY}43{SERIAL:03d};2{YY}44{SERIAL:03d},2{YY}20{SERIAL:03d},1,2
special,B02,2001,2{YY}27{SERIAL:03d},2{YY}44{SERIAL:03d},2,2
special,B02,2002,,2{YY}27{SERIAL:03d},2,1
special,B02,2003,2{YY}41{SERIAL:03d};2{YY}44{SERIAL:03d},,1,3
special,B02,2004,,2{YY}41{SERIAL:03d};2{YY}44{SERIAL:03d},3,1
special,B02,2007,2{YY}53{SERIAL:03d},,1,2
special,B02,2008,2{YY}27{SERIAL:03d},,2,3
special,B02,2009,2{YY}23{SERIAL:03d},,3,4
special,B02,2010,2{YY}41{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}27{SERIAL:03d};2{YY}53{SERIAL:03d},4,2
special,B02,2012,2{YY}27{SERIAL:03d},2{YY}41{SERIAL:03d},2,2
special,B02,2013,2{YY}53{SERIAL:03d},2{YY}27{SERIAL:03d},2,2
special,B03,1988,2{YY}49{SERIAL:03d},,1,2
special,B03,1990,,2{YY}49{SERIAL:03d},2,1
special,B03,1991,2{YY}40{SERIAL:03d},,1,2
special,B03,1992,2{YY}43{SERIAL:03d};2{YY}53{SERIAL:03d},2{YY}40{SERIAL:03d};2{YY}80{SERIAL:03d},2,2
special,B03,1993,2{YY}83{SERIAL:03d},2{YY}43{SERIAL:03d},2,2
special,B03,1994,2{YY}43{SERIAL:03d},,2,3
special,B03,1995,2{YY}23{SERIAL:03d};2{YY}42{SERIAL:03d},2{YY}53{SERIAL:03d};2{YY}83{SERIAL:03d},3,3
special,B03,1996,2{YY}81{SERIAL:03d};2{YY}83{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}43{SERIAL:03d},3,2
special,B03,1997,2{YY}41{SERIAL:03d};2{YY}42{SERIAL:03d},2{YY}81{SERIAL:03d};2{YY}83{SERIAL:03d},2,2
special,B03,1998,2{YY}43{SERIAL:03d};2{YY}53{SERIAL:03d};2{YY}83{SERIAL:03d},2{YY}42{SERIAL:03d},2,4
special,B03,1999,2{YY}27{SERIAL:03d};2{YY}81{SERIAL:03d},2{YY}41{SERIAL:03d};2{YY}43{SERIAL:03d};2{YY}53{SERIAL:03d},4,3
special,B03,2000,2{YY}23{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}44{SERIAL:03d},2{YY}81{SERIAL:03d},3,5
special,B03,2001,2{YY}43{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}83{SERIAL:03d},5,4
special,B03,2002,,2{YY}27{SERIAL:03d};2{YY}42{SERIAL:03d},4,2
special,B03,2003,2{YY}42{SERIAL:03d},2{YY}44{SERIAL:03d},2,2
special,B03,2004,2{YY}23{SERIAL:03d};2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d};2{YY}45{SERIAL:03d};2{YY}52{SERIAL:03d},2{YY}42{SERIAL:03d},2,6
special,B03,2005,2{YY}41{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}44{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}24{SERIAL:03d};2{YY}43{SERIAL:03d};2{YY}45{SERIAL:03d};2{YY}52{SERIAL:03d},6,4
special,B03,2006,2{YY}43{SERIAL:03d};B{YY}24{SERIAL:03d},2{YY}44{SERIAL:03d},4,5
special,B03,2007,2{YY}45{SERIAL:03d};2{YY}53{SERIAL:03d},2{YY}42{SERIAL:03d},5,6
special,B03,2008,2{YY}24{SERIAL:03d};2{YY}44{SERIAL:03d};2{YY}51{SERIAL:03d},2{YY}27{SERIAL:03d};2{YY}41{SERIAL:03d};2{YY}45{SERIAL:03d};B{YY}24{SERIAL:03d},6,5
special,B03,2009,2{YY}23{SERIAL:03d};2{YY}27{SERIAL:03d},2{YY}24{SERIAL:03d};2{YY}51{SERIAL:03d},5,5
special,B03,2010,2{YY}24{SERIAL:03d};2{YY}41{SERIAL:03d},2{YY}23{SERIAL:03d},5,6
special,B03,2011,,2{YY}24{SERIAL:03d};2{YY}41{SERIAL:03d},6,4
special,B03,2012,2{YY}41{SERIAL:03d},2{YY}53{SERIAL:03d},4,4
special,B03,2013,2{YY}42{SERIAL:03d};2{YY}53{SERIAL:03d},,4,6
special,B04,1992,2{YY}81{SERIAL:03d},2{YY}80{SERIAL:03d},1,1
special,B04,1994,2{YY}85{SERIAL:03d},2{YY}81{SERIAL:03d},1,1
special,B04,1995,2{YY}45{SERIAL:03d},2{YY}85{SERIAL:03d},1,1
special,B04,1998,2{YY}27{SERIAL:03d},,1,2
special,B04,1999,2{YY}20{SERIAL:03d},2{YY}45{SERIAL:03d},2,2
special,B04,2000,2{YY}41{SERIAL:03d};2{YY}45{SERIAL:03d},2{YY}20{SERIAL:03d};2{YY}27{SERIAL:03d},2,2
special,B04,2001,,2{YY}41{SERIAL:03d},2,1
special,B04,2002,2{YY}27{SERIAL:03d},,1,2
special,B04,2004,2{YY}24{SERIAL:03d},,2,3
special,B04,2005,,2{YY}24{SERIAL:03d},3,2
special,B04,2006,B{YY}24{SERIAL:03d},,2,3
special,B04,2007,,B{YY}24{SERIAL:03d},3,2
special,B04,2008,2{YY}24{SERIAL:03d},,2,3
special,B04,2009,2{YY}42{SERIAL:03d};2{YY}54{SERIAL:03d};2{YY}55{SERIAL:03d},2{YY}24{SERIAL:03d},3,5
special,B04,2010,2{YY}52{SERIAL:03d},2{YY}42{SERIAL:03d};2{YY}54{SERIAL:03d},5,4
special,B04,2011,2{YY}44{SERIAL:03d},2{YY}52{SERIAL:03d},4,4
special,B04,2012,2{YY}53{SERIAL:03d},2{YY}44{SERIAL:03d};2{YY}55{SERIAL:03d},4,3
special,B04,2013,2{YY}44{SERIAL:03d},2{YY}53{SERIAL:03d},3,3
special,B05,1990,,1{YY}80{SERIAL:03d},2,1
special,B05,1992,2{YY}44{SERIAL:03d};2{YY}82{SERIAL:03d};2{YY}84{SERIAL:03d},2{YY}80{SERIAL:03d},1,3
special,B05,1993,,2{YY}82{SERIAL:03d},3,2
special,B05,1998,,2{YY}84{SERIAL:03d},2,1
special,B05,1999,2{YY}84{SERIAL:03d},2{YY}44{SERIAL:03d},1,1
special,B05,2000,2{YY}44{SERIAL:03d},2{YY}84{SERIAL:03d},1,1
special,B05,2002,2{YY}42{SERIAL:03d},,1,2
special,B05,2003,,2{YY}42{SERIAL:03d},2,1
special,B05,2004,2{YY}23{SERIAL:03d};2{YY}42{SERIAL:03d},,1,3
special,B05,2005,,2{YY}23{SERIAL:03d};2{YY}42{SERIAL:03d},3,1
special,B05,2006,B{YY}24{SERIAL:03d},,1,2
special,B05,2007,,B{YY}24{SERIAL:03d},2,1
special,B05,2008,2{YY}42{SERIAL:03d};2{YY}54{SERIAL:03d},,1,3
special,B05,2009,2{YY}20{SERIAL:03d};2{YY}41{SERIAL:03d};2{YY}52{SERIAL:03d},2{YY}54{SERIAL:03d},3,5
special,B05,2010,2{YY}54{SERIAL:03d},2{YY}20{SERIAL:03d};2{YY}42{SERIAL:03d};2{YY}52{SERIAL:03d},5,3
special,B05,2011,,2{YY}54{SERIAL:03d},3,2
special,B05,2012,2{YY}24{SERIAL:03d},,2,3
special,B05,2013,,2{YY}24{SERIAL:03d},3,2
special,B06,2000,2{YY}47{SERIAL:03d},2{YY}45{SERIAL:03d};2{YY}55{SERIAL:03d},2,1
special,B06,2007,B{YY}24{SERIAL:03d},,1,2
special,B06,2008,,B{YY}24{SERIAL:03d},2,1
special,B06,2010,2{YY}24{SERIAL:03d};4{YY}23{SERIAL:03d},,1,3
special,B06,2011,,2{YY}24{SERIAL:03d};4{YY}23{SERIAL:03d},3,1
special,B06,2012,2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d},,1,3
special,B06,2013,,2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d},3,1
special,B07,1991,2{YY}40{SERIAL:03d},2{YY}49{SERIAL:03d},2,2
special,B07,1992,2{YY}22{SERIAL:03d};2{YY}81{SERIAL:03d},2{YY}40{SERIAL:03d};2{YY}80{SERIAL:03d},2,2
special,B07,1993,,2{YY}81{SERIAL:03d},2,1
special,B07,1994,2{YY}41{SERIAL:03d};2{YY}82{SERIAL:03d},,1,3
special,B07,1995,2{YY}42{SERIAL:03d},2{YY}82{SERIAL:03d},3,3
special,B07,1996,,2{YY}41{SERIAL:03d};2{YY}42{SERIAL:03d},3,1
special,B07,1997,2{YY}41{SERIAL:03d},2{YY}22{SERIAL:03d},1,1
special,B07,2001,2{YY}47{SERIAL:03d},2{YY}41{SERIAL:03d},1,1
special,B07,2002,2{YY}41{SERIAL:03d};2{YY}42{SERIAL:03d},2{YY}47{SERIAL:03d},1,2
special,B07,2003,,2{YY}41{SERIAL:03d},2,1
special,B07,2005,2{YY}43{SERIAL:03d},,1,2
special,B07,2006,2{YY}41{SERIAL:03d},2{YY}42{SERIAL:03d};2{YY}43{SERIAL:03d},2,1
special,B07,2007,2{YY}42{SERIAL:03d};2{YY}51{SERIAL:03d},2{YY}41{SERIAL:03d},1,2
special,B07,2008,2{YY}41{SERIAL:03d};2{YY}43{SERIAL:03d};2{YY}52{SERIAL:03d},2{YY}51{SERIAL:03d},2,4
special,B07,2009,,2{YY}52{SERIAL:03d},4,3
special,B07,2011,2{YY}52{SERIAL:03d},,3,4
special,B07,2012,,2{YY}43{SERIAL:03d};2{YY}52{SERIAL:03d},4,2
special,B07,2013,,2{YY}41{SERIAL:03d},2,1
special,B08,1992,2{YY}23{SERIAL:03d};2{YY}86{SERIAL:03d},2{YY}80{SERIAL:03d},1,2
special,B08,1993,2{YY}46{SERIAL:03d};2{YY}56{SERIAL:03d},2{YY}23{SERIAL:03d},2,3
special,B08,1994,2{YY}42{SERIAL:03d},2{YY}46{SERIAL:03d};2{YY}56{SERIAL:03d},3,2
special,B08,1995,2{YY}46{SERIAL:03d},2{YY}42{SERIAL:03d},2,2
special,B08,1996,,2{YY}46{SERIAL:03d},2,1
special,B08,1997,2{YY}46{SERIAL:03d},2{YY}86{SERIAL:03d},1,1
special,B08,1998,2{YY}86{SERIAL:03d},2{YY}46{SERIAL:03d},1,1
special,B08,2000,2{YY}46{SERIAL:03d},,1,2
special,B08,2001,,2{YY}86{SERIAL:03d},2,1
special,B08,2002,2{YY}42{SERIAL:03d},,1,2
special,B08,2003,2{YY}27{SERIAL:03d},2{YY}42{SERIAL:03d},2,2
special,B08,2004,2{YY}24{SERIAL:03d};2{YY}42{SERIAL:03d},2{YY}27{SERIAL:03d},2,3
special,B08,2005,,2{YY}24{SERIAL:03d};2{YY}42{SERIAL:03d},3,1
special,B08,2009,2{YY}23{SERIAL:03d};2{YY}53{SERIAL:03d};2{YY}56{SERIAL:03d},,1,4
special,B08,2010,2{YY}24{SERIAL:03d};2{YY}27{SERIAL:03d},2{YY}23{SERIAL:03d};2{YY}53{SERIAL:03d};2{YY}56{SERIAL:03d},4,3
special,B08,2011,,2{YY}24{SERIAL:03d},3,2
special,B08,2012,2{YY}24{SERIAL:03d};2{YY}54{SERIAL:03d},2{YY}27{SERIAL:03d},2,3
special,B08,2013,2{YY}27{SERIAL:03d};2{YY}56{SERIAL:03d},2{YY}24{SERIAL:03d};2{YY}54{SERIAL:03d},3,3
special,B09,2009,2{YY}43{SERIAL:03d},2{YY}27{SERIAL:03d},1,1
special,B09,2010,2{YY}44{SERIAL:03d},2{YY}43{SERIAL:03d},1,1
special,B09,2012,2{YY}43{SERIAL:03d},2{YY}44{SERIAL:03d},1,1
special,B09,2013,2{YY}27{SERIAL:03d},,1,2
youth_c,B01,1992,2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}04{SERIAL:03d},2{YY}00{SERIAL:03d},1,3
youth_c,B01,1993,,2{YY}04{SERIAL:03d},3,2
youth_c,B01,1994,2{YY}04{SERIAL:03d},,2,3
youth_c,B01,2018,,2{YY}02{SERIAL:03d};2{YY}04{SERIAL:03d},3,1
youth_c,B02,1992,2{YY}03{SERIAL:03d},2{YY}00{SERIAL:03d},1,1
youth_c,B02,1993,2{YY}04{SERIAL:03d},,1,2
youth_c,B02,1994,,2{YY}04{SERIAL:03d},2,1
youth_c,B02,1998,2{YY}04{SERIAL:03d},,1,2
youth_c,B02,1999,,2{YY}04{SERIAL:03d},2,1
youth_c,B02,2000,2{YY}04{SERIAL:03d},,1,2
youth_c,B02,2001,,2{YY}04{SERIAL:03d},2,1
youth_c,B02,2002,2{YY}04{SERIAL:03d},,1,2
youth_c,B02,2004,2{YY}01{SERIAL:03d},2{YY}04{SERIAL:03d},2,2
youth_c,B02,2005,,2{YY}01{SERIAL:03d},2,1
youth_c,B02,2006,2{YY}01{SERIAL:03d};2{YY}04{SERIAL:03d},,1,3
youth_c,B02,2007,2{YY}05{SERIAL:03d},2{YY}01{SERIAL:03d},3,3
youth_c,B02,2008,,2{YY}05{SERIAL:03d},3,2
youth_c,B02,2009,2{YY}01{SERIAL:03d},,2,3
youth_c,B02,2013,2{YY}05{SERIAL:03d},,3,4
youth_c,B02,2014,,2{YY}05{SERIAL:03d},4,3
youth_c,B02,2015,2{YY}05{SERIAL:03d},,3,4
youth_c,B02,2018,2{YY}02{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}04{SERIAL:03d};2{YY}05{SERIAL:03d},4,1
youth_c,B03,1992,2{YY}03{SERIAL:03d};2{YY}04{SERIAL:03d},2{YY}00{SERIAL:03d},1,2
youth_c,B03,1994,2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}05{SERIAL:03d},,2,5
youth_c,B03,1995,,2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d},5,3
youth_c,B03,1996,2{YY}01{SERIAL:03d},2{YY}05{SERIAL:03d},3,3
youth_c,B03,1997,2{YY}02{SERIAL:03d},,3,4
youth_c,B03,1999,,2{YY}02{SERIAL:03d},4,3
youth_c,B03,2000,2{YY}02{SERIAL:03d},,3,4
youth_c,B03,2001,,2{YY}02{SERIAL:03d},4,3
youth_c,B03,2002,2{YY}05{SERIAL:03d},,3,4
youth_c,B03,2003,,2{YY}05{SERIAL:03d},4,3
youth_c,B03,2004,2{YY}02{SERIAL:03d},,3,4
