ambiguity_kind,approval_year,subject,values,warning
one_project_type_multiple_templates,2011,major_research_plan,9{YY}06{SERIAL:03d}:1;9{YY}13{SERIAL:03d}:1;9{YY}21{SERIAL:03d}:1;9{YY}22{SERIAL:03d}:28;9{YY}23{SERIAL:03d}:3;9{YY}26{SERIAL:03d}:3;9{YY}27{SERIAL:03d}:46;9{YY}32{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2011,regional,2{YY}61{SERIAL:03d}:23;2{YY}62{SERIAL:03d}:47;2{YY}63{SERIAL:03d}:25;2{YY}64{SERIAL:03d}:13;2{YY}65{SERIAL:03d}:23;2{YY}66{SERIAL:03d}:23;2{YY}67{SERIAL:03d}:18,project type may occupy several numbering families
one_project_type_multiple_templates,2011,special,2{YY}27{SERIAL:03d}:12;2{YY}41{SERIAL:03d}:11;2{YY}42{SERIAL:03d}:16;2{YY}43{SERIAL:03d}:12;2{YY}44{SERIAL:03d}:10;2{YY}45{SERIAL:03d}:8;2{YY}46{SERIAL:03d}:15;2{YY}47{SERIAL:03d}:8;2{YY}51{SERIAL:03d}:2;2{YY}52{SERIAL:03d}:2;2{YY}53{SERIAL:03d}:3;2{YY}55{SERIAL:03d}:2,project type may occupy several numbering families
one_project_type_multiple_templates,2011,youth_c,2{YY}01{SERIAL:03d}:175;2{YY}02{SERIAL:03d}:185;2{YY}03{SERIAL:03d}:235;2{YY}04{SERIAL:03d}:99;2{YY}05{SERIAL:03d}:133;2{YY}06{SERIAL:03d}:190;2{YY}07{SERIAL:03d}:147,project type may occupy several numbering families
one_project_type_multiple_templates,2012,general,2{YY}71{SERIAL:03d}:192;2{YY}72{SERIAL:03d}:292;2{YY}73{SERIAL:03d}:292;2{YY}74{SERIAL:03d}:169;2{YY}75{SERIAL:03d}:169;2{YY}76{SERIAL:03d}:291;2{YY}77{SERIAL:03d}:178,project type may occupy several numbering families
one_project_type_multiple_templates,2012,key,2{YY}31{SERIAL:03d}:7;2{YY}32{SERIAL:03d}:9;2{YY}33{SERIAL:03d}:11;2{YY}34{SERIAL:03d}:7;2{YY}35{SERIAL:03d}:7;2{YY}36{SERIAL:03d}:9;2{YY}37{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2012,major_research_plan,9{YY}13{SERIAL:03d}:3;9{YY}21{SERIAL:03d}:2;9{YY}22{SERIAL:03d}:11;9{YY}26{SERIAL:03d}:6;9{YY}27{SERIAL:03d}:22;9{YY}32{SERIAL:03d}:1;9{YY}33{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2012,regional,2{YY}61{SERIAL:03d}:28;2{YY}62{SERIAL:03d}:51;2{YY}63{SERIAL:03d}:27;2{YY}64{SERIAL:03d}:17;2{YY}65{SERIAL:03d}:26;2{YY}66{SERIAL:03d}:31;2{YY}67{SERIAL:03d}:25,project type may occupy several numbering families
one_project_type_multiple_templates,2012,special,2{YY}24{SERIAL:03d}:5;2{YY}27{SERIAL:03d}:12;2{YY}41{SERIAL:03d}:16;2{YY}42{SERIAL:03d}:24;2{YY}43{SERIAL:03d}:14;2{YY}44{SERIAL:03d}:11;2{YY}45{SERIAL:03d}:9;2{YY}46{SERIAL:03d}:14;2{YY}47{SERIAL:03d}:8;2{YY}52{SERIAL:03d}:1;2{YY}53{SERIAL:03d}:1;2{YY}54{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2012,youth_c,2{YY}01{SERIAL:03d}:185;2{YY}02{SERIAL:03d}:209;2{YY}03{SERIAL:03d}:259;2{YY}04{SERIAL:03d}:103;2{YY}05{SERIAL:03d}:146;2{YY}06{SERIAL:03d}:203;2{YY}07{SERIAL:03d}:163,project type may occupy several numbering families
one_project_type_multiple_templates,2013,general,2{YY}71{SERIAL:03d}:183;2{YY}72{SERIAL:03d}:267;2{YY}73{SERIAL:03d}:281;2{YY}74{SERIAL:03d}:137;2{YY}75{SERIAL:03d}:156;2{YY}76{SERIAL:03d}:283;2{YY}77{SERIAL:03d}:172,project type may occupy several numbering families
one_project_type_multiple_templates,2013,joint_fund,U{YY}04{SERIAL:03d}:16;U{YY}62{SERIAL:03d}:18,project type may occupy several numbering families
one_project_type_multiple_templates,2013,key,2{YY}31{SERIAL:03d}:7;2{YY}32{SERIAL:03d}:10;2{YY}33{SERIAL:03d}:12;2{YY}34{SERIAL:03d}:7;2{YY}35{SERIAL:03d}:7;2{YY}36{SERIAL:03d}:11;2{YY}37{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2013,major_research_plan,9{YY}13{SERIAL:03d}:2;9{YY}22{SERIAL:03d}:1;9{YY}26{SERIAL:03d}:6;9{YY}27{SERIAL:03d}:1;9{YY}32{SERIAL:03d}:1;9{YY}33{SERIAL:03d}:5;9{YY}34{SERIAL:03d}:16,project type may occupy several numbering families
one_project_type_multiple_templates,2013,regional,2{YY}61{SERIAL:03d}:28;2{YY}62{SERIAL:03d}:47;2{YY}63{SERIAL:03d}:29;2{YY}64{SERIAL:03d}:17;2{YY}65{SERIAL:03d}:26;2{YY}66{SERIAL:03d}:33;2{YY}67{SERIAL:03d}:26,project type may occupy several numbering families
one_project_type_multiple_templates,2013,special,2{YY}27{SERIAL:03d}:11;2{YY}41{SERIAL:03d}:11;2{YY}42{SERIAL:03d}:23;2{YY}43{SERIAL:03d}:17;2{YY}44{SERIAL:03d}:12;2{YY}45{SERIAL:03d}:8;2{YY}46{SERIAL:03d}:13;2{YY}47{SERIAL:03d}:10;2{YY}52{SERIAL:03d}:2;2{YY}53{SERIAL:03d}:4;2{YY}56{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2013,youth_c,2{YY}01{SERIAL:03d}:201;2{YY}02{SERIAL:03d}:234;2{YY}03{SERIAL:03d}:273;2{YY}04{SERIAL:03d}:110;2{YY}05{SERIAL:03d}:165;2{YY}06{SERIAL:03d}:234;2{YY}07{SERIAL:03d}:169,project type may occupy several numbering families
one_project_type_multiple_templates,2014,general,2{YY}71{SERIAL:03d}:164;2{YY}72{SERIAL:03d}:252;2{YY}73{SERIAL:03d}:260;2{YY}74{SERIAL:03d}:129;2{YY}75{SERIAL:03d}:154;2{YY}76{SERIAL:03d}:270;2{YY}77{SERIAL:03d}:167,project type may occupy several numbering families
one_project_type_multiple_templates,2014,joint_fund,U{YY}04{SERIAL:03d}:17;U{YY}07{SERIAL:03d}:41;U{YY}62{SERIAL:03d}:36;U{YY}63{SERIAL:03d}:10,project type may occupy several numbering families
one_project_type_multiple_templates,2014,key,2{YY}31{SERIAL:03d}:9;2{YY}32{SERIAL:03d}:12;2{YY}33{SERIAL:03d}:14;2{YY}34{SERIAL:03d}:9;2{YY}35{SERIAL:03d}:8;2{YY}36{SERIAL:03d}:10;2{YY}37{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2014,major_research_plan,9{YY}13{SERIAL:03d}:19;9{YY}21{SERIAL:03d}:1;9{YY}27{SERIAL:03d}:3;9{YY}32{SERIAL:03d}:1;9{YY}33{SERIAL:03d}:3;9{YY}34{SERIAL:03d}:37;9{YY}39{SERIAL:03d}:2;9{YY}41{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2014,regional,2{YY}61{SERIAL:03d}:30;2{YY}62{SERIAL:03d}:57;2{YY}63{SERIAL:03d}:29;2{YY}64{SERIAL:03d}:17;2{YY}65{SERIAL:03d}:25;2{YY}66{SERIAL:03d}:36;2{YY}67{SERIAL:03d}:30,project type may occupy several numbering families
one_project_type_multiple_templates,2014,youth_c,2{YY}01{SERIAL:03d}:217;2{YY}02{SERIAL:03d}:242;2{YY}03{SERIAL:03d}:304;2{YY}04{SERIAL:03d}:124;2{YY}05{SERIAL:03d}:182;2{YY}06{SERIAL:03d}:273;2{YY}07{SERIAL:03d}:185,project type may occupy several numbering families
one_project_type_multiple_templates,2015,general,2{YY}71{SERIAL:03d}:194;2{YY}72{SERIAL:03d}:282;2{YY}73{SERIAL:03d}:291;2{YY}74{SERIAL:03d}:148;2{YY}75{SERIAL:03d}:168;2{YY}76{SERIAL:03d}:303;2{YY}77{SERIAL:03d}:178,project type may occupy several numbering families
one_project_type_multiple_templates,2015,joint_fund,U{YY}04{SERIAL:03d}:19;U{YY}07{SERIAL:03d}:26;U{YY}08{SERIAL:03d}:5;U{YY}10{SERIAL:03d}:14,project type may occupy several numbering families
one_project_type_multiple_templates,2015,key,2{YY}31{SERIAL:03d}:8;2{YY}32{SERIAL:03d}:10;2{YY}33{SERIAL:03d}:13;2{YY}34{SERIAL:03d}:9;2{YY}35{SERIAL:03d}:9;2{YY}36{SERIAL:03d}:11;2{YY}37{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2015,major_research_plan,9{YY}13{SERIAL:03d}:1;9{YY}27{SERIAL:03d}:7;9{YY}34{SERIAL:03d}:33;9{YY}41{SERIAL:03d}:4;9{YY}43{SERIAL:03d}:33;9{YY}45{SERIAL:03d}:34,project type may occupy several numbering families
one_project_type_multiple_templates,2015,regional,2{YY}61{SERIAL:03d}:33;2{YY}62{SERIAL:03d}:54;2{YY}63{SERIAL:03d}:32;2{YY}64{SERIAL:03d}:18;2{YY}65{SERIAL:03d}:33;2{YY}66{SERIAL:03d}:38;2{YY}67{SERIAL:03d}:30,project type may occupy several numbering families
one_project_type_multiple_templates,2015,youth_c,2{YY}01{SERIAL:03d}:202;2{YY}02{SERIAL:03d}:239;2{YY}03{SERIAL:03d}:285;2{YY}04{SERIAL:03d}:105;2{YY}05{SERIAL:03d}:161;2{YY}06{SERIAL:03d}:258;2{YY}07{SERIAL:03d}:169,project type may occupy several numbering families
one_project_type_multiple_templates,2016,general,2{YY}71{SERIAL:03d}:204;2{YY}72{SERIAL:03d}:266;2{YY}73{SERIAL:03d}:300;2{YY}74{SERIAL:03d}:129;2{YY}75{SERIAL:03d}:180;2{YY}76{SERIAL:03d}:305;2{YY}77{SERIAL:03d}:184,project type may occupy several numbering families
one_project_type_multiple_templates,2016,joint_fund,U{YY}07{SERIAL:03d}:29;U{YY}08{SERIAL:03d}:4;U{YY}10{SERIAL:03d}:11;U{YY}62{SERIAL:03d}:39;U{YY}63{SERIAL:03d}:10,project type may occupy several numbering families
one_project_type_multiple_templates,2016,key,2{YY}31{SERIAL:03d}:7;2{YY}32{SERIAL:03d}:9;2{YY}33{SERIAL:03d}:14;2{YY}34{SERIAL:03d}:7;2{YY}35{SERIAL:03d}:8;2{YY}36{SERIAL:03d}:10;2{YY}37{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2016,major_research_plan,9{YY}22{SERIAL:03d}:20;9{YY}27{SERIAL:03d}:1;9{YY}34{SERIAL:03d}:20;9{YY}41{SERIAL:03d}:5;9{YY}43{SERIAL:03d}:11;9{YY}45{SERIAL:03d}:31,project type may occupy several numbering families
one_project_type_multiple_templates,2016,regional,2{YY}61{SERIAL:03d}:38;2{YY}62{SERIAL:03d}:50;2{YY}63{SERIAL:03d}:34;2{YY}64{SERIAL:03d}:15;2{YY}65{SERIAL:03d}:31;2{YY}66{SERIAL:03d}:38;2{YY}67{SERIAL:03d}:30,project type may occupy several numbering families
one_project_type_multiple_templates,2016,youth_c,2{YY}01{SERIAL:03d}:212;2{YY}02{SERIAL:03d}:257;2{YY}03{SERIAL:03d}:278;2{YY}04{SERIAL:03d}:94;2{YY}05{SERIAL:03d}:164;2{YY}06{SERIAL:03d}:262;2{YY}07{SERIAL:03d}:178,project type may occupy several numbering families
one_project_type_multiple_templates,2017,general,2{YY}71{SERIAL:03d}:200;2{YY}72{SERIAL:03d}:241;2{YY}73{SERIAL:03d}:315;2{YY}74{SERIAL:03d}:142;2{YY}75{SERIAL:03d}:169;2{YY}76{SERIAL:03d}:324;2{YY}77{SERIAL:03d}:197;2{YY}78{SERIAL:03d}:79,project type may occupy several numbering families
one_project_type_multiple_templates,2017,joint_fund,U{YY}07{SERIAL:03d}:3;U{YY}10{SERIAL:03d}:8;U{YY}36{SERIAL:03d}:3,project type may occupy several numbering families
one_project_type_multiple_templates,2017,key,2{YY}31{SERIAL:03d}:7;2{YY}32{SERIAL:03d}:8;2{YY}33{SERIAL:03d}:13;2{YY}34{SERIAL:03d}:9;2{YY}35{SERIAL:03d}:7;2{YY}36{SERIAL:03d}:10;2{YY}37{SERIAL:03d}:6;2{YY}38{SERIAL:03d}:2,project type may occupy several numbering families
one_project_type_multiple_templates,2017,major_research_plan,9{YY}22{SERIAL:03d}:1;9{YY}32{SERIAL:03d}:2;9{YY}41{SERIAL:03d}:4;9{YY}43{SERIAL:03d}:14;9{YY}45{SERIAL:03d}:20;9{YY}53{SERIAL:03d}:38,project type may occupy several numbering families
one_project_type_multiple_templates,2017,regional,2{YY}61{SERIAL:03d}:36;2{YY}62{SERIAL:03d}:55;2{YY}63{SERIAL:03d}:34;2{YY}64{SERIAL:03d}:16;2{YY}65{SERIAL:03d}:27;2{YY}66{SERIAL:03d}:39;2{YY}67{SERIAL:03d}:30;2{YY}68{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2017,youth_c,2{YY}01{SERIAL:03d}:203;2{YY}02{SERIAL:03d}:241;2{YY}03{SERIAL:03d}:292;2{YY}04{SERIAL:03d}:112;2{YY}05{SERIAL:03d}:167;2{YY}06{SERIAL:03d}:295;2{YY}07{SERIAL:03d}:176;2{YY}08{SERIAL:03d}:54,project type may occupy several numbering families
one_project_type_multiple_templates,2018,general,2{YY}71{SERIAL:03d}:300;2{YY}72{SERIAL:03d}:176;2{YY}73{SERIAL:03d}:115;2{YY}74{SERIAL:03d}:159;2{YY}75{SERIAL:03d}:292;2{YY}76{SERIAL:03d}:212;2{YY}77{SERIAL:03d}:133;2{YY}78{SERIAL:03d}:344,project type may occupy several numbering families
one_project_type_multiple_templates,2018,joint_fund,U{YY}62{SERIAL:03d}:27;U{YY}67{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2018,key,2{YY}31{SERIAL:03d}:9;2{YY}32{SERIAL:03d}:5;2{YY}33{SERIAL:03d}:11;2{YY}34{SERIAL:03d}:7;2{YY}35{SERIAL:03d}:7;2{YY}36{SERIAL:03d}:4;2{YY}37{SERIAL:03d}:5;2{YY}38{SERIAL:03d}:11,project type may occupy several numbering families
one_project_type_multiple_templates,2018,major_research_plan,9{YY}41{SERIAL:03d}:1;9{YY}45{SERIAL:03d}:16;9{YY}51{SERIAL:03d}:1;9{YY}53{SERIAL:03d}:33;9{YY}54{SERIAL:03d}:1;9{YY}56{SERIAL:03d}:29;9{YY}59{SERIAL:03d}:3,project type may occupy several numbering families
one_project_type_multiple_templates,2018,regional,2{YY}61{SERIAL:03d}:45;2{YY}62{SERIAL:03d}:23;2{YY}63{SERIAL:03d}:10;2{YY}64{SERIAL:03d}:25;2{YY}65{SERIAL:03d}:40;2{YY}66{SERIAL:03d}:33;2{YY}67{SERIAL:03d}:20;2{YY}68{SERIAL:03d}:38,project type may occupy several numbering families
one_project_type_multiple_templates,2018,youth_c,2{YY}01{SERIAL:03d}:261;2{YY}02{SERIAL:03d}:172;2{YY}03{SERIAL:03d}:80;2{YY}04{SERIAL:03d}:147;2{YY}05{SERIAL:03d}:319;2{YY}06{SERIAL:03d}:193;2{YY}07{SERIAL:03d}:120;2{YY}08{SERIAL:03d}:249,project type may occupy several numbering families
one_project_type_multiple_templates,2019,general,2{YY}71{SERIAL:03d}:268;2{YY}72{SERIAL:03d}:172;2{YY}73{SERIAL:03d}:112;2{YY}74{SERIAL:03d}:154;2{YY}75{SERIAL:03d}:291;2{YY}76{SERIAL:03d}:215;2{YY}77{SERIAL:03d}:128;2{YY}78{SERIAL:03d}:332,project type may occupy several numbering families
one_project_type_multiple_templates,2019,joint_fund,U19A2{SERIAL:03d}:6;U19B2{SERIAL:03d}:3;U{YY}08{SERIAL:03d}:4;U{YY}10{SERIAL:03d}:3;U{YY}67{SERIAL:03d}:8,project type may occupy several numbering families
one_project_type_multiple_templates,2019,key,2{YY}31{SERIAL:03d}:14;2{YY}32{SERIAL:03d}:6;2{YY}33{SERIAL:03d}:12;2{YY}34{SERIAL:03d}:7;2{YY}35{SERIAL:03d}:11;2{YY}36{SERIAL:03d}:7;2{YY}37{SERIAL:03d}:6;2{YY}38{SERIAL:03d}:12,project type may occupy several numbering families
one_project_type_multiple_templates,2019,major_research_plan,9{YY}34{SERIAL:03d}:1;9{YY}45{SERIAL:03d}:1;9{YY}53{SERIAL:03d}:23;9{YY}56{SERIAL:03d}:33;9{YY}57{SERIAL:03d}:1;9{YY}59{SERIAL:03d}:6;9{YY}61{SERIAL:03d}:28;9{YY}63{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2019,regional,2{YY}61{SERIAL:03d}:48;2{YY}62{SERIAL:03d}:22;2{YY}63{SERIAL:03d}:10;2{YY}64{SERIAL:03d}:23;2{YY}65{SERIAL:03d}:40;2{YY}66{SERIAL:03d}:33;2{YY}67{SERIAL:03d}:21;2{YY}68{SERIAL:03d}:38,project type may occupy several numbering families
one_project_type_multiple_templates,2019,youth_c,2{YY}01{SERIAL:03d}:262;2{YY}02{SERIAL:03d}:189;2{YY}03{SERIAL:03d}:89;2{YY}04{SERIAL:03d}:146;2{YY}05{SERIAL:03d}:317;2{YY}06{SERIAL:03d}:188;2{YY}07{SERIAL:03d}:114;2{YY}08{SERIAL:03d}:256,project type may occupy several numbering families
one_project_type_multiple_templates,2020,general,2{YY}71{SERIAL:03d}:275;2{YY}72{SERIAL:03d}:186;2{YY}73{SERIAL:03d}:115;2{YY}74{SERIAL:03d}:162;2{YY}75{SERIAL:03d}:331;2{YY}76{SERIAL:03d}:225;2{YY}77{SERIAL:03d}:144;2{YY}78{SERIAL:03d}:373,project type may occupy several numbering families
one_project_type_multiple_templates,2020,joint_fund,U20A20{SERIAL:03d}:36;U20B2{SERIAL:03d}:8;U{YY}04{SERIAL:03d}:16;U{YY}67{SERIAL:03d}:5,project type may occupy several numbering families
one_project_type_multiple_templates,2020,major_research_plan,9{YY}34{SERIAL:03d}:3;9{YY}43{SERIAL:03d}:3;9{YY}45{SERIAL:03d}:1;9{YY}53{SERIAL:03d}:13;9{YY}56{SERIAL:03d}:23;9{YY}59{SERIAL:03d}:1;9{YY}61{SERIAL:03d}:30;9{YY}68{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2020,regional,2{YY}61{SERIAL:03d}:48;2{YY}62{SERIAL:03d}:27;2{YY}63{SERIAL:03d}:10;2{YY}64{SERIAL:03d}:20;2{YY}65{SERIAL:03d}:41;2{YY}66{SERIAL:03d}:27;2{YY}67{SERIAL:03d}:21;2{YY}68{SERIAL:03d}:39,project type may occupy several numbering families
one_project_type_multiple_templates,2020,youth_c,2{YY}01{SERIAL:03d}:272;2{YY}02{SERIAL:03d}:193;2{YY}03{SERIAL:03d}:80;2{YY}04{SERIAL:03d}:136;2{YY}05{SERIAL:03d}:354;2{YY}06{SERIAL:03d}:168;2{YY}07{SERIAL:03d}:106;2{YY}08{SERIAL:03d}:268,project type may occupy several numbering families
one_project_type_multiple_templates,2021,major_research_plan,9{YY}34{SERIAL:03d}:1;9{YY}43{SERIAL:03d}:3;9{YY}45{SERIAL:03d}:3;9{YY}56{SERIAL:03d}:20;9{YY}61{SERIAL:03d}:24;9{YY}63{SERIAL:03d}:4,project type may occupy several numbering families
one_project_type_multiple_templates,2021,youth_c,2{YY}01{SERIAL:03d}:308;2{YY}02{SERIAL:03d}:218;2{YY}03{SERIAL:03d}:98;2{YY}04{SERIAL:03d}:160;2{YY}05{SERIAL:03d}:230;2{YY}06{SERIAL:03d}:188;2{YY}07{SERIAL:03d}:126;2{YY}08{SERIAL:03d}:320;2{YY}09{SERIAL:03d}:185,project type may occupy several numbering families
one_project_type_multiple_templates,2022,major_research_plan,9{YY}43{SERIAL:03d}:1;9{YY}45{SERIAL:03d}:1;9{YY}56{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2022,youth_c,2{YY}01{SERIAL:03d}:10;2{YY}02{SERIAL:03d}:8;2{YY}03{SERIAL:03d}:2;2{YY}04{SERIAL:03d}:9;2{YY}05{SERIAL:03d}:15;2{YY}06{SERIAL:03d}:6;2{YY}07{SERIAL:03d}:7;2{YY}08{SERIAL:03d}:9;2{YY}09{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2023,youth_c,2{YY}03{SERIAL:03d}:1;2{YY}04{SERIAL:03d}:1;2{YY}05{SERIAL:03d}:3;2{YY}07{SERIAL:03d}:2;2{YY}09{SERIAL:03d}:2,project type may occupy several numbering families
