project_type,discipline_scope,format_family,template,start_year,end_year,observed_year_count,observed_project_count,program_codes,evidence_scope
youth_c,B02,numeric8,2{YY}05{SERIAL:03d},2007,2007,1,1,05,official_completed_subset
youth_c,B02,numeric8,2{YY}05{SERIAL:03d},2013,2013,1,2,05,official_completed_subset
youth_c,B02,numeric8,2{YY}05{SERIAL:03d},2015,2017,3,5,05,official_completed_subset
youth_c,B03,numeric8,2{YY}00{SERIAL:03d},1987,1991,5,22,00,official_completed_subset
youth_c,B03,numeric8,2{YY}01{SERIAL:03d},1994,1994,1,1,01,official_completed_subset
youth_c,B03,numeric8,2{YY}01{SERIAL:03d},1996,2017,22,130,01,official_completed_subset
youth_c,B03,numeric8,2{YY}02{SERIAL:03d},1994,1994,1,1,02,official_completed_subset
youth_c,B03,numeric8,2{YY}02{SERIAL:03d},1997,1998,2,4,02,official_completed_subset
youth_c,B03,numeric8,2{YY}02{SERIAL:03d},2000,2000,1,1,02,official_completed_subset
youth_c,B03,numeric8,2{YY}02{SERIAL:03d},2004,2014,11,51,02,official_completed_subset
youth_c,B03,numeric8,2{YY}02{SERIAL:03d},2016,2017,2,12,02,official_completed_subset
youth_c,B03,numeric8,2{YY}03{SERIAL:03d},1992,2023,32,1374,03,official_completed_subset
youth_c,B03,numeric8,2{YY}04{SERIAL:03d},1992,2017,26,202,04,official_completed_subset
youth_c,B03,numeric8,2{YY}05{SERIAL:03d},1994,1995,2,2,05,official_completed_subset
youth_c,B03,numeric8,2{YY}05{SERIAL:03d},2002,2002,1,2,05,official_completed_subset
youth_c,B03,numeric8,2{YY}05{SERIAL:03d},2005,2007,3,7,05,official_completed_subset
youth_c,B03,numeric8,2{YY}05{SERIAL:03d},2009,2017,9,32,05,official_completed_subset
youth_c,B04,numeric8,2{YY}00{SERIAL:03d},1987,1991,5,18,00,official_completed_subset
youth_c,B04,numeric8,2{YY}01{SERIAL:03d},1998,1999,2,2,01,official_completed_subset
youth_c,B04,numeric8,2{YY}01{SERIAL:03d},2003,2003,1,1,01,official_completed_subset
youth_c,B04,numeric8,2{YY}01{SERIAL:03d},2009,2009,1,1,01,official_completed_subset
youth_c,B04,numeric8,2{YY}01{SERIAL:03d},2012,2015,4,10,01,official_completed_subset
youth_c,B04,numeric8,2{YY}01{SERIAL:03d},2017,2017,1,4,01,official_completed_subset
youth_c,B04,numeric8,2{YY}02{SERIAL:03d},1992,1992,1,1,02,official_completed_subset
youth_c,B04,numeric8,2{YY}02{SERIAL:03d},2002,2002,1,1,02,official_completed_subset
youth_c,B04,numeric8,2{YY}02{SERIAL:03d},2006,2006,1,1,02,official_completed_subset
youth_c,B04,numeric8,2{YY}02{SERIAL:03d},2008,2017,10,22,02,official_completed_subset
youth_c,B04,numeric8,2{YY}04{SERIAL:03d},1992,1994,3,3,04,official_completed_subset
youth_c,B04,numeric8,2{YY}04{SERIAL:03d},2000,2000,1,1,04,official_completed_subset
youth_c,B04,numeric8,2{YY}04{SERIAL:03d},2002,2005,4,7,04,official_completed_subset
youth_c,B04,numeric8,2{YY}04{SERIAL:03d},2007,2013,7,47,04,official_completed_subset
youth_c,B04,numeric8,2{YY}04{SERIAL:03d},2018,2023,6,599,04,official_completed_subset
youth_c,B04,numeric8,2{YY}05{SERIAL:03d},1992,2017,26,1474,05,official_completed_subset
youth_c,B05,numeric8,2{YY}00{SERIAL:03d},1987,1991,5,11,00,official_completed_subset
youth_c,B05,numeric8,2{YY}01{SERIAL:03d},1992,1992,1,1,01,official_completed_subset
youth_c,B05,numeric8,2{YY}01{SERIAL:03d},2007,2016,10,334,01,official_completed_subset
youth_c,B05,numeric8,2{YY}02{SERIAL:03d},1994,1994,1,1,02,official_completed_subset
youth_c,B05,numeric8,2{YY}02{SERIAL:03d},1997,1997,1,1,02,official_completed_subset
youth_c,B05,numeric8,2{YY}02{SERIAL:03d},1999,1999,1,1,02,official_completed_subset
youth_c,B05,numeric8,2{YY}02{SERIAL:03d},2003,2004,2,2,02,official_completed_subset
youth_c,B05,numeric8,2{YY}02{SERIAL:03d},2006,2016,11,105,02,official_completed_subset
youth_c,B05,numeric8,2{YY}03{SERIAL:03d},2014,2016,3,46,03,official_completed_subset
youth_c,B05,numeric8,2{YY}04{SERIAL:03d},1992,2016,25,499,04,official_completed_subset
youth_c,B05,numeric8,2{YY}05{SERIAL:03d},2021,2023,3,248,05,official_completed_subset
youth_c,B05_legacy_material_energy,numeric8,2{YY}01{SERIAL:03d},2017,2017,1,48,01,official_completed_subset
youth_c,B05_legacy_material_energy,numeric8,2{YY}02{SERIAL:03d},2017,2017,1,9,02,official_completed_subset
youth_c,B05_legacy_material_energy,numeric8,2{YY}03{SERIAL:03d},2017,2017,1,17,03,official_completed_subset
youth_c,B05_legacy_material_energy,numeric8,2{YY}04{SERIAL:03d},2017,2017,1,54,04,official_completed_subset
youth_c,B05_legacy_material_energy,numeric8,2{YY}05{SERIAL:03d},2018,2020,3,528,05,official_completed_subset
youth_c,B06,numeric8,2{YY}00{SERIAL:03d},1990,1991,2,3,00,official_completed_subset
youth_c,B06,numeric8,2{YY}01{SERIAL:03d},1994,1994,1,1,01,official_completed_subset
youth_c,B06,numeric8,2{YY}01{SERIAL:03d},1996,1996,1,1,01,official_completed_subset
youth_c,B06,numeric8,2{YY}01{SERIAL:03d},1998,1998,1,1,01,official_completed_subset
youth_c,B06,numeric8,2{YY}01{SERIAL:03d},2002,2017,16,73,01,official_completed_subset
youth_c,B06,numeric8,2{YY}03{SERIAL:03d},2008,2009,2,2,03,official_completed_subset
youth_c,B06,numeric8,2{YY}03{SERIAL:03d},2011,2012,2,4,03,official_completed_subset
youth_c,B06,numeric8,2{YY}03{SERIAL:03d},2014,2014,1,1,03,official_completed_subset
youth_c,B06,numeric8,2{YY}03{SERIAL:03d},2016,2017,2,2,03,official_completed_subset
youth_c,B06,numeric8,2{YY}06{SERIAL:03d},2001,2001,1,2,06,official_completed_subset
youth_c,B06,numeric8,2{YY}06{SERIAL:03d},2003,2003,1,1,06,official_completed_subset
youth_c,B06,numeric8,2{YY}06{SERIAL:03d},2005,2006,2,2,06,official_completed_subset
youth_c,B06,numeric8,2{YY}06{SERIAL:03d},2012,2013,2,5,06,official_completed_subset
youth_c,B06,numeric8,2{YY}06{SERIAL:03d},2018,2022,5,743,06,official_completed_subset
youth_c,B06,numeric8,2{YY}07{SERIAL:03d},1992,2017,26,1593,07,official_completed_subset
youth_c,B07,numeric8,2{YY}00{SERIAL:03d},1987,1990,4,7,00,official_completed_subset
youth_c,B07,numeric8,2{YY}01{SERIAL:03d},1992,1993,2,2,01,official_completed_subset
youth_c,B07,numeric8,2{YY}01{SERIAL:03d},1997,1997,1,1,01,official_completed_subset
youth_c,B07,numeric8,2{YY}01{SERIAL:03d},2001,2017,17,165,01,official_completed_subset
youth_c,B07,numeric8,2{YY}02{SERIAL:03d},1992,2017,26,678,02,official_completed_subset
youth_c,B07,numeric8,2{YY}03{SERIAL:03d},2008,2017,10,60,03,official_completed_subset
youth_c,B07,numeric8,2{YY}07{SERIAL:03d},2018,2023,6,475,07,official_completed_subset
youth_c,B07,numeric8,2{YY}08{SERIAL:03d},2017,2017,1,54,08,official_completed_subset
youth_c,B08,numeric8,2{YY}00{SERIAL:03d},1987,1991,5,24,00,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},1995,1995,1,1,02,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},1997,1997,1,1,02,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},2002,2002,1,1,02,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},2007,2007,1,1,02,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},2010,2011,2,2,02,official_completed_subset
youth_c,B08,numeric8,2{YY}02{SERIAL:03d},2013,2017,5,11,02,official_completed_subset
youth_c,B08,numeric8,2{YY}03{SERIAL:03d},2008,2017,10,19,03,official_completed_subset
youth_c,B08,numeric8,2{YY}06{SERIAL:03d},1992,2017,26,2366,06,official_completed_subset
youth_c,B08,numeric8,2{YY}08{SERIAL:03d},2018,2022,5,1102,08,official_completed_subset
youth_c,B09,numeric8,2{YY}03{SERIAL:03d},2008,2017,10,150,03,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},1994,1994,1,1,04,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},1996,1997,2,2,04,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},2006,2006,1,1,04,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},2008,2008,1,3,04,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},2010,2012,3,4,04,official_completed_subset
youth_c,B09,numeric8,2{YY}04{SERIAL:03d},2014,2017,4,16,04,official_completed_subset
youth_c,B09,numeric8,2{YY}05{SERIAL:03d},2018,2020,3,462,05,official_completed_subset
youth_c,B09,numeric8,2{YY}09{SERIAL:03d},2021,2023,3,193,09,official_completed_subset
