approval_year,discipline_scope,project_type,unique_projects
2016,B07,youth_c,99
2016,B08,general,307
2016,B08,joint_fund,92
2016,B08,key,10
2016,B08,major_research_plan,22
2016,B08,regional,38
2016,B08,youth_c,265
2016,B09,general,19
2016,B09,key,2
2016,B09,regional,3
2016,B09,youth_c,24
2017,B01,general,331
2017,B01,key,13
2017,B01,major_research_plan,1
2017,B01,regional,54
2017,B01,youth_c,300
2017,B02,general,141
2017,B02,key,7
2017,B02,major_research_plan,14
2017,B02,regional,22
2017,B02,youth_c,153
2017,B03,general,179
2017,B03,key,6
2017,B03,major_research_plan,10
2017,B03,regional,20
2017,B03,youth_c,141
2017,B04,general,165
2017,B04,joint_fund,3
2017,B04,key,7
2017,B04,major_research_plan,10
2017,B04,regional,26
2017,B04,youth_c,168
2017,B05_legacy_material_energy,general,131
2017,B05_legacy_material_energy,key,6
2017,B05_legacy_material_energy,regional,17
2017,B05_legacy_material_energy,youth_c,128
2017,B06,general,207
2017,B06,key,6
2017,B06,major_research_plan,13
2017,B06,regional,31
2017,B06,youth_c,188
2017,B07,general,159
2017,B07,key,5
2017,B07,major_research_plan,30
2017,B07,regional,31
2017,B07,youth_c,135
2017,B08,general,325
2017,B08,joint_fund,11
2017,B08,key,10
2017,B08,major_research_plan,1
2017,B08,regional,39
2017,B08,youth_c,298
2017,B09,general,29
2017,B09,key,2
2017,B09,regional,3
2017,B09,youth_c,29
2018,B01,general,300
2018,B01,key,9
2018,B01,major_research_plan,19
2018,B01,regional,45
2018,B01,youth_c,261
2018,B02,general,176
2018,B02,key,5
2018,B02,major_research_plan,17
2018,B02,regional,23
2018,B02,youth_c,172
2018,B03,general,115
2018,B03,key,11
2018,B03,major_research_plan,4
2018,B03,regional,10
2018,B03,youth_c,80
2018,B04,general,159
2018,B04,key,7
2018,B04,major_research_plan,10
2018,B04,regional,25
2018,B04,youth_c,147
2018,B05_legacy_material_energy,general,169
2018,B05_legacy_material_energy,key,4
2018,B05_legacy_material_energy,major_research_plan,3
2018,B05_legacy_material_energy,regional,24
2018,B05_legacy_material_energy,youth_c,178
2018,B06,general,212
2018,B06,joint_fund,6
2018,B06,key,4
2018,B06,regional,33
2018,B06,youth_c,193
2018,B07,general,133
2018,B07,key,5
2018,B07,major_research_plan,31
2018,B07,regional,20
2018,B07,youth_c,120
2018,B08,general,344
2018,B08,joint_fund,27
2018,B08,key,11
2018,B08,regional,38
2018,B08,youth_c,249
2018,B09,general,123
2018,B09,key,3
2018,B09,regional,16
2018,B09,youth_c,141
2019,B01,general,268
2019,B01,joint_fund,1
2019,B01,key,14
2019,B01,major_research_plan,48
2019,B01,regional,48
2019,B01,youth_c,262
2019,B02,general,172
2019,B02,key,6
2019,B02,major_research_plan,2
2019,B02,regional,22
2019,B02,youth_c,189
2019,B03,general,112
2019,B03,key,12
2019,B03,major_research_plan,7
2019,B03,regional,10
2019,B03,youth_c,89
2019,B04,general,154
2019,B04,key,7
2019,B04,major_research_plan,12
2019,B04,regional,23
2019,B04,youth_c,146
2019,B05_legacy_material_energy,general,166
2019,B05_legacy_material_energy,key,5
2019,B05_legacy_material_energy,major_research_plan,8
2019,B05_legacy_material_energy,regional,23
2019,B05_legacy_material_energy,youth_c,168
2019,B06,general,215
2019,B06,joint_fund,6
2019,B06,key,7
2019,B06,regional,33
2019,B06,youth_c,188
2019,B07,general,128
2019,B07,joint_fund,2
2019,B07,key,6
2019,B07,major_research_plan,19
2019,B07,regional,21
2019,B07,youth_c,114
2019,B08,general,332
2019,B08,joint_fund,10
2019,B08,key,12
2019,B08,major_research_plan,1
2019,B08,regional,38
2019,B08,youth_c,256
2019,B09,general,125
2019,B09,joint_fund,5
2019,B09,key,6
2019,B09,major_research_plan,2
2019,B09,regional,17
2019,B09,youth_c,149
2020,B01,general,275
2020,B01,joint_fund,8
2020,B01,major_research_plan,30
2020,B01,regional,48
2020,B01,youth_c,272
2020,B02,general,186
2020,B02,joint_fund,5
2020,B02,major_research_plan,5
2020,B02,regional,27
2020,B02,youth_c,193
2020,B03,general,115
2020,B03,major_research_plan,7
2020,B03,regional,10
2020,B03,youth_c,80
2020,B04,general,162
2020,B04,joint_fund,2
2020,B04,major_research_plan,5
2020,B04,regional,20
2020,B04,youth_c,136
2020,B05_legacy_material_energy,general,193
2020,B05_legacy_material_energy,joint_fund,5
2020,B05_legacy_material_energy,major_research_plan,9
2020,B05_legacy_material_energy,regional,17
2020,B05_legacy_material_energy,youth_c,182
2020,B06,general,225
2020,B06,joint_fund,14
2020,B06,major_research_plan,3
2020,B06,regional,27
2020,B06,youth_c,168
2020,B07,general,144
2020,B07,joint_fund,3
2020,B07,major_research_plan,11
2020,B07,regional,21
2020,B07,youth_c,106
2020,B08,general,373
2020,B08,joint_fund,23
2020,B08,major_research_plan,3
2020,B08,regional,39
2020,B08,youth_c,268
2020,B09,general,138
2020,B09,joint_fund,5
2020,B09,major_research_plan,2
2020,B09,regional,24
2020,B09,youth_c,172
2021,B01,major_research_plan,27
2021,B01,youth_c,308
2021,B02,major_research_plan,6
2021,B02,youth_c,218
2021,B03,major_research_plan,11
2021,B03,youth_c,98
2021,B04,youth_c,160
2021,B05,major_research_plan,5
2021,B05,youth_c,230
2021,B06,major_research_plan,3
2021,B06,youth_c,188
2021,B07,youth_c,126
2021,B08,major_research_plan,2
2021,B08,youth_c,320
2021,B09,major_research_plan,1
2021,B09,youth_c,185
2022,B01,major_research_plan,1
2022,B01,youth_c,10
2022,B02,major_research_plan,1
2022,B02,youth_c,8
2022,B03,youth_c,2
2022,B04,youth_c,9
2022,B05,youth_c,15
2022,B06,major_research_plan,1
2022,B06,youth_c,6
2022,B07,youth_c,7
2022,B08,youth_c,9
2022,B09,youth_c,6
2023,B03,youth_c,1
2023,B04,youth_c,1
2023,B05,youth_c,3
2023,B07,youth_c,2
2023,B09,youth_c,2
