segment_id,approval_year,project_type,discipline_scope,format_family,prefix_before_serial,serial_width,regex,observed_count,min_serial,max_serial,range_size,density,contiguous_run_count,internal_gap_count,min_number,max_number,rule_strength,evidence_scope
1986|general|B01|28670|3,1986,general,B01,numeric8,28670,3,^28670\d{3}$,157,165,399,235,0.668085,2,78,28670165,28670399,moderate,official_completed_subset
1986|general|B03|28670|3,1986,general,B03,numeric8,28670,3,^28670\d{3}$,164,1,164,164,1.000000,1,0,28670001,28670164,contiguous,official_completed_subset
1986|general|B04|28670|3,1986,general,B04,numeric8,28670,3,^28670\d{3}$,93,400,492,93,1.000000,1,0,28670400,28670492,contiguous,official_completed_subset
1986|general|B05|28670|3,1986,general,B05,numeric8,28670,3,^28670\d{3}$,78,260,337,78,1.000000,1,0,28670260,28670337,contiguous,official_completed_subset
1986|general|B08|28670|3,1986,general,B08,numeric8,28670,3,^28670\d{3}$,54,493,547,55,0.981818,2,1,28670493,28670547,dense,official_completed_subset
1987|general|B01|28770|3,1987,general,B01,numeric8,28770,3,^28770\d{3}$,74,2,275,274,0.270073,44,200,28770002,28770275,sparse,official_completed_subset
1987|general|B02|28770|3,1987,general,B02,numeric8,28770,3,^28770\d{3}$,53,12,226,215,0.246512,26,162,28770012,28770226,sparse,official_completed_subset
1987|general|B03|28770|3,1987,general,B03,numeric8,28770,3,^28770\d{3}$,66,1,284,284,0.232394,42,218,28770001,28770284,sparse,official_completed_subset
1987|general|B04|28770|3,1987,general,B04,numeric8,28770,3,^28770\d{3}$,62,41,327,287,0.216028,12,225,28770041,28770327,sparse,official_completed_subset
1987|general|B05|28770|3,1987,general,B05,numeric8,28770,3,^28770\d{3}$,30,145,271,127,0.236220,14,97,28770145,28770271,sparse,official_completed_subset
1987|general|B06|28770|3,1987,general,B06,numeric8,28770,3,^28770\d{3}$,5,39,351,313,0.015974,5,308,28770039,28770351,sparse,official_completed_subset
1987|general|B07|28770|3,1987,general,B07,numeric8,28770,3,^28770\d{3}$,37,11,211,201,0.184080,24,164,28770011,28770211,sparse,official_completed_subset
1987|general|B08|28770|3,1987,general,B08,numeric8,28770,3,^28770\d{3}$,40,55,367,313,0.127796,3,273,28770055,28770367,sparse,official_completed_subset
1987|special|B01|28780|3,1987,special,B01,numeric8,28780,3,^28780\d{3}$,4,5,16,12,0.333333,3,8,28780005,28780016,sparse,official_completed_subset
1987|special|B01|38780|3,1987,special,B01,numeric8,38780,3,^38780\d{3}$,1,20,20,1,1.000000,1,0,38780020,38780020,contiguous,official_completed_subset
1987|special|B03|28780|3,1987,special,B03,numeric8,28780,3,^28780\d{3}$,2,1,4,4,0.500000,2,2,28780001,28780004,moderate,official_completed_subset
1987|special|B04|28780|3,1987,special,B04,numeric8,28780,3,^28780\d{3}$,2,3,14,12,0.166667,2,10,28780003,28780014,sparse,official_completed_subset
1987|special|B05|18780|3,1987,special,B05,numeric8,18780,3,^18780\d{3}$,1,705,705,1,1.000000,1,0,18780705,18780705,contiguous,official_completed_subset
1987|special|B05|28780|3,1987,special,B05,numeric8,28780,3,^28780\d{3}$,5,2,13,12,0.416667,2,7,28780002,28780013,moderate,official_completed_subset
1987|special|B08|28780|3,1987,special,B08,numeric8,28780,3,^28780\d{3}$,3,6,15,10,0.300000,2,7,28780006,28780015,sparse,official_completed_subset
1987|youth_c|B01|28700|3,1987,youth_c,B01,numeric8,28700,3,^28700\d{3}$,2,1,9,9,0.222222,2,7,28700001,28700009,sparse,official_completed_subset
1987|youth_c|B02|28700|3,1987,youth_c,B02,numeric8,28700,3,^28700\d{3}$,2,5,6,2,1.000000,1,0,28700005,28700006,contiguous,official_completed_subset
1987|youth_c|B03|28700|3,1987,youth_c,B03,numeric8,28700,3,^28700\d{3}$,1,4,4,1,1.000000,1,0,28700004,28700004,contiguous,official_completed_subset
1987|youth_c|B04|28700|3,1987,youth_c,B04,numeric8,28700,3,^28700\d{3}$,2,2,3,2,1.000000,1,0,28700002,28700003,contiguous,official_completed_subset
1987|youth_c|B05|28700|3,1987,youth_c,B05,numeric8,28700,3,^28700\d{3}$,1,8,8,1,1.000000,1,0,28700008,28700008,contiguous,official_completed_subset
1987|youth_c|B07|28700|3,1987,youth_c,B07,numeric8,28700,3,^28700\d{3}$,1,7,7,1,1.000000,1,0,28700007,28700007,contiguous,official_completed_subset
1987|youth_c|B08|28700|3,1987,youth_c,B08,numeric8,28700,3,^28700\d{3}$,1,10,10,1,1.000000,1,0,28700010,28700010,contiguous,official_completed_subset
1988|general|B01|28870|3,1988,general,B01,numeric8,28870,3,^28870\d{3}$,68,1,201,201,0.338308,30,133,28870001,28870201,sparse,official_completed_subset
1988|general|B02|28870|3,1988,general,B02,numeric8,28870,3,^28870\d{3}$,33,20,178,159,0.207547,17,126,28870020,28870178,sparse,official_completed_subset
1988|general|B03|28870|3,1988,general,B03,numeric8,28870,3,^28870\d{3}$,50,12,220,209,0.239234,33,159,28870012,28870220,sparse,official_completed_subset
1988|general|B04|28870|3,1988,general,B04,numeric8,28870,3,^28870\d{3}$,46,50,244,195,0.235897,8,149,28870050,28870244,sparse,official_completed_subset
1988|general|B05|28870|3,1988,general,B05,numeric8,28870,3,^28870\d{3}$,15,179,203,25,0.600000,6,10,28870179,28870203,moderate,official_completed_subset
1988|general|B06|28870|3,1988,general,B06,numeric8,28870,3,^28870\d{3}$,20,2,296,295,0.067797,6,275,28870002,28870296,sparse,official_completed_subset
1988|general|B07|28870|3,1988,general,B07,numeric8,28870,3,^28870\d{3}$,26,6,141,136,0.191176,17,110,28870006,28870141,sparse,official_completed_subset
1988|general|B07|28879|3,1988,general,B07,numeric8,28879,3,^28879\d{3}$,1,4,4,1,1.000000,1,0,28879004,28879004,contiguous,official_completed_subset
1988|general|B08|28870|3,1988,general,B08,numeric8,28870,3,^28870\d{3}$,37,245,281,37,1.000000,1,0,28870245,28870281,contiguous,official_completed_subset
1988|special|B01|28880|3,1988,special,B01,numeric8,28880,3,^28880\d{3}$,2,1,2,2,1.000000,1,0,28880001,28880002,contiguous,official_completed_subset
1988|special|B02|28880|3,1988,special,B02,numeric8,28880,3,^28880\d{3}$,1,4,4,1,1.000000,1,0,28880004,28880004,contiguous,official_completed_subset
1988|special|B03|28849|3,1988,special,B03,numeric8,28849,3,^28849\d{3}$,2,1,3,3,0.666667,2,1,28849001,28849003,moderate,official_completed_subset
1988|special|B03|28880|3,1988,special,B03,numeric8,28880,3,^28880\d{3}$,1,3,3,1,1.000000,1,0,28880003,28880003,contiguous,official_completed_subset
1988|special|B04|28880|3,1988,special,B04,numeric8,28880,3,^28880\d{3}$,1,6,6,1,1.000000,1,0,28880006,28880006,contiguous,official_completed_subset
1988|special|B07|28849|3,1988,special,B07,numeric8,28849,3,^28849\d{3}$,1,2,2,1,1.000000,1,0,28849002,28849002,contiguous,official_completed_subset
1988|special|B07|28880|3,1988,special,B07,numeric8,28880,3,^28880\d{3}$,1,5,5,1,1.000000,1,0,28880005,28880005,contiguous,official_completed_subset
1988|special|B08|28880|3,1988,special,B08,numeric8,28880,3,^28880\d{3}$,3,7,9,3,1.000000,1,0,28880007,28880009,contiguous,official_completed_subset
1988|youth_c|B01|28800|3,1988,youth_c,B01,numeric8,28800,3,^28800\d{3}$,4,1,6,6,0.666667,3,2,28800001,28800006,moderate,official_completed_subset
1988|youth_c|B03|28800|3,1988,youth_c,B03,numeric8,28800,3,^28800\d{3}$,5,7,11,5,1.000000,1,0,28800007,28800011,contiguous,official_completed_subset
1988|youth_c|B04|28800|3,1988,youth_c,B04,numeric8,28800,3,^28800\d{3}$,2,13,14,2,1.000000,1,0,28800013,28800014,contiguous,official_completed_subset
1988|youth_c|B05|28800|3,1988,youth_c,B05,numeric8,28800,3,^28800\d{3}$,1,12,12,1,1.000000,1,0,28800012,28800012,contiguous,official_completed_subset
1988|youth_c|B07|28800|3,1988,youth_c,B07,numeric8,28800,3,^28800\d{3}$,2,2,5,4,0.500000,2,2,28800002,28800005,moderate,official_completed_subset
1988|youth_c|B08|28800|3,1988,youth_c,B08,numeric8,28800,3,^28800\d{3}$,1,15,15,1,1.000000,1,0,28800015,28800015,contiguous,official_completed_subset
1989|general|B01|28970|3,1989,general,B01,numeric8,28970,3,^28970\d{3}$,72,4,228,225,0.320000,38,153,28970004,28970228,sparse,official_completed_subset
1989|general|B02|28970|3,1989,general,B02,numeric8,28970,3,^28970\d{3}$,36,2,180,179,0.201117,21,143,28970002,28970180,sparse,official_completed_subset
1989|general|B03|28970|3,1989,general,B03,numeric8,28970,3,^28970\d{3}$,45,1,222,222,0.202703,29,177,28970001,28970222,sparse,official_completed_subset
1989|general|B04|28970|3,1989,general,B04,numeric8,28970,3,^28970\d{3}$,57,7,273,267,0.213483,13,210,28970007,28970273,sparse,official_completed_subset
1989|general|B05|28970|3,1989,general,B05,numeric8,28970,3,^28970\d{3}$,31,43,227,185,0.167568,20,154,28970043,28970227,sparse,official_completed_subset
1989|general|B06|28970|3,1989,general,B06,numeric8,28970,3,^28970\d{3}$,20,10,326,317,0.063091,3,297,28970010,28970326,sparse,official_completed_subset
1989|general|B07|28970|3,1989,general,B07,numeric8,28970,3,^28970\d{3}$,28,13,108,96,0.291667,17,68,28970013,28970108,sparse,official_completed_subset
1989|general|B08|28970|3,1989,general,B08,numeric8,28970,3,^28970\d{3}$,36,274,309,36,1.000000,1,0,28970274,28970309,contiguous,official_completed_subset
1989|regional|B01|28960|3,1989,regional,B01,numeric8,28960,3,^28960\d{3}$,2,3,9,7,0.285714,2,5,28960003,28960009,sparse,official_completed_subset
1989|regional|B02|28960|3,1989,regional,B02,numeric8,28960,3,^28960\d{3}$,2,4,10,7,0.285714,2,5,28960004,28960010,sparse,official_completed_subset
1989|regional|B04|28960|3,1989,regional,B04,numeric8,28960,3,^28960\d{3}$,2,2,8,7,0.285714,2,5,28960002,28960008,sparse,official_completed_subset
1989|regional|B06|28960|3,1989,regional,B06,numeric8,28960,3,^28960\d{3}$,1,6,6,1,1.000000,1,0,28960006,28960006,contiguous,official_completed_subset
1989|regional|B07|28960|3,1989,regional,B07,numeric8,28960,3,^28960\d{3}$,3,7,12,6,0.500000,2,3,28960007,28960012,moderate,official_completed_subset
1989|regional|B08|28960|3,1989,regional,B08,numeric8,28960,3,^28960\d{3}$,2,1,5,5,0.400000,2,3,28960001,28960005,moderate,official_completed_subset
1989|youth_c|B01|28900|3,1989,youth_c,B01,numeric8,28900,3,^28900\d{3}$,3,2,16,15,0.200000,3,12,28900002,28900016,sparse,official_completed_subset
1989|youth_c|B02|28900|3,1989,youth_c,B02,numeric8,28900,3,^28900\d{3}$,3,7,18,12,0.250000,2,9,28900007,28900018,sparse,official_completed_subset
1989|youth_c|B03|28900|3,1989,youth_c,B03,numeric8,28900,3,^28900\d{3}$,1,15,15,1,1.000000,1,0,28900015,28900015,contiguous,official_completed_subset
1989|youth_c|B04|28900|3,1989,youth_c,B04,numeric8,28900,3,^28900\d{3}$,2,10,19,10,0.200000,2,8,28900010,28900019,sparse,official_completed_subset
1989|youth_c|B05|28900|3,1989,youth_c,B05,numeric8,28900,3,^28900\d{3}$,2,4,13,10,0.200000,2,8,28900004,28900013,sparse,official_completed_subset
1989|youth_c|B07|28900|3,1989,youth_c,B07,numeric8,28900,3,^28900\d{3}$,2,8,11,4,0.500000,2,2,28900008,28900011,moderate,official_completed_subset
1989|youth_c|B08|28900|3,1989,youth_c,B08,numeric8,28900,3,^28900\d{3}$,6,1,12,12,0.500000,5,6,28900001,28900012,moderate,official_completed_subset
1990|general|B01|29070|3,1990,general,B01,numeric8,29070,3,^29070\d{3}$,73,2,223,222,0.328829,30,149,29070002,29070223,sparse,official_completed_subset
1990|general|B02|29070|3,1990,general,B02,numeric8,29070,3,^29070\d{3}$,44,124,172,49,0.897959,2,5,29070124,29070172,dense,official_completed_subset
1990|general|B03|29070|3,1990,general,B03,numeric8,29070,3,^29070\d{3}$,46,5,264,260,0.176923,21,214,29070005,29070264,sparse,official_completed_subset
1990|general|B04|29070|3,1990,general,B04,numeric8,29070,3,^29070\d{3}$,44,15,267,253,0.173913,12,209,29070015,29070267,sparse,official_completed_subset
1990|general|B05|29070|3,1990,general,B05,numeric8,29070,3,^29070\d{3}$,28,49,224,176,0.159091,15,148,29070049,29070224,sparse,official_completed_subset
1990|general|B06|29070|3,1990,general,B06,numeric8,29070,3,^29070\d{3}$,23,10,330,321,0.071651,6,298,29070010,29070330,sparse,official_completed_subset
1990|general|B07|29070|3,1990,general,B07,numeric8,29070,3,^29070\d{3}$,27,1,110,110,0.245455,21,83,29070001,29070110,sparse,official_completed_subset
1990|general|B08|29070|3,1990,general,B08,numeric8,29070,3,^29070\d{3}$,44,268,312,45,0.977778,2,1,29070268,29070312,dense,official_completed_subset
1990|regional|B01|29060|3,1990,regional,B01,numeric8,29060,3,^29060\d{3}$,4,1,10,10,0.400000,3,6,29060001,29060010,moderate,official_completed_subset
1990|regional|B04|29060|3,1990,regional,B04,numeric8,29060,3,^29060\d{3}$,2,11,12,2,1.000000,1,0,29060011,29060012,contiguous,official_completed_subset
1990|regional|B05|29060|3,1990,regional,B05,numeric8,29060,3,^29060\d{3}$,1,9,9,1,1.000000,1,0,29060009,29060009,contiguous,official_completed_subset
1990|regional|B06|29060|3,1990,regional,B06,numeric8,29060,3,^29060\d{3}$,1,15,15,1,1.000000,1,0,29060015,29060015,contiguous,official_completed_subset
1990|regional|B07|29060|3,1990,regional,B07,numeric8,29060,3,^29060\d{3}$,5,3,7,5,1.000000,1,0,29060003,29060007,contiguous,official_completed_subset
1990|regional|B08|29060|3,1990,regional,B08,numeric8,29060,3,^29060\d{3}$,2,13,14,2,1.000000,1,0,29060013,29060014,contiguous,official_completed_subset
1990|special|B01|29080|3,1990,special,B01,numeric8,29080,3,^29080\d{3}$,1,2,2,1,1.000000,1,0,29080002,29080002,contiguous,official_completed_subset
1990|special|B02|29050|3,1990,special,B02,numeric8,29050,3,^29050\d{3}$,1,184,184,1,1.000000,1,0,29050184,29050184,contiguous,official_completed_subset
1990|special|B03|29080|3,1990,special,B03,numeric8,29080,3,^29080\d{3}$,2,3,4,2,1.000000,1,0,29080003,29080004,contiguous,official_completed_subset
1990|special|B04|29080|3,1990,special,B04,numeric8,29080,3,^29080\d{3}$,2,1,7,7,0.285714,2,5,29080001,29080007,sparse,official_completed_subset
1990|special|B05|29080|3,1990,special,B05,numeric8,29080,3,^29080\d{3}$,2,5,6,2,1.000000,1,0,29080005,29080006,contiguous,official_completed_subset
1990|special|B08|29080|3,1990,special,B08,numeric8,29080,3,^29080\d{3}$,2,8,9,2,1.000000,1,0,29080008,29080009,contiguous,official_completed_subset
1990|youth_c|B01|29000|3,1990,youth_c,B01,numeric8,29000,3,^29000\d{3}$,4,2,9,8,0.500000,3,4,29000002,29000009,moderate,official_completed_subset
1990|youth_c|B02|29000|3,1990,youth_c,B02,numeric8,29000,3,^29000\d{3}$,5,1,16,16,0.312500,4,11,29000001,29000016,sparse,official_completed_subset
1990|youth_c|B03|29000|3,1990,youth_c,B03,numeric8,29000,3,^29000\d{3}$,4,6,15,10,0.400000,4,6,29000006,29000015,moderate,official_completed_subset
1990|youth_c|B04|29000|3,1990,youth_c,B04,numeric8,29000,3,^29000\d{3}$,8,17,26,10,0.800000,3,2,29000017,29000026,dense,official_completed_subset
1990|youth_c|B05|29000|3,1990,youth_c,B05,numeric8,29000,3,^29000\d{3}$,3,8,21,14,0.214286,3,11,29000008,29000021,sparse,official_completed_subset
1990|youth_c|B06|29000|3,1990,youth_c,B06,numeric8,29000,3,^29000\d{3}$,2,35,36,2,1.000000,1,0,29000035,29000036,contiguous,official_completed_subset
1990|youth_c|B07|29000|3,1990,youth_c,B07,numeric8,29000,3,^29000\d{3}$,2,3,7,5,0.400000,2,3,29000003,29000007,moderate,official_completed_subset
1990|youth_c|B08|29000|3,1990,youth_c,B08,numeric8,29000,3,^29000\d{3}$,8,27,34,8,1.000000,1,0,29000027,29000034,contiguous,official_completed_subset
1991|general|B01|29170|3,1991,general,B01,numeric8,29170,3,^29170\d{3}$,59,2,204,203,0.290640,32,144,29170002,29170204,sparse,official_completed_subset
1991|general|B02|29170|3,1991,general,B02,numeric8,29170,3,^29170\d{3}$,39,22,165,144,0.270833,15,105,29170022,29170165,sparse,official_completed_subset
1991|general|B03|29170|3,1991,general,B03,numeric8,29170,3,^29170\d{3}$,46,1,242,242,0.190083,29,196,29170001,29170242,sparse,official_completed_subset
1991|general|B04|29170|3,1991,general,B04,numeric8,29170,3,^29170\d{3}$,47,64,246,183,0.256831,11,136,29170064,29170246,sparse,official_completed_subset
1991|general|B05|29170|3,1991,general,B05,numeric8,29170,3,^29170\d{3}$,26,41,201,161,0.161491,14,135,29170041,29170201,sparse,official_completed_subset
1991|general|B06|29170|3,1991,general,B06,numeric8,29170,3,^29170\d{3}$,24,8,314,307,0.078176,4,283,29170008,29170314,sparse,official_completed_subset
1991|general|B07|29170|3,1991,general,B07,numeric8,29170,3,^29170\d{3}$,24,6,101,96,0.250000,18,72,29170006,29170101,sparse,official_completed_subset
1991|general|B08|29170|3,1991,general,B08,numeric8,29170,3,^29170\d{3}$,49,247,295,49,1.000000,1,0,29170247,29170295,contiguous,official_completed_subset
1991|key|B01|29131|3,1991,key,B01,numeric8,29131,3,^29131\d{3}$,9,10,24,15,0.600000,2,6,29131010,29131024,moderate,official_completed_subset
1991|key|B01|29132|3,1991,key,B01,numeric8,29132,3,^29132\d{3}$,9,30,51,22,0.409091,4,13,29132030,29132051,moderate,official_completed_subset
1991|key|B01|29134|3,1991,key,B01,numeric8,29134,3,^29134\d{3}$,2,102,103,2,1.000000,1,0,29134102,29134103,contiguous,official_completed_subset
1991|key|B02|29133|3,1991,key,B02,numeric8,29133,3,^29133\d{3}$,9,72,83,12,0.750000,3,3,29133072,29133083,moderate,official_completed_subset
1991|key|B03|29131|3,1991,key,B03,numeric8,29131,3,^29131\d{3}$,4,20,23,4,1.000000,1,0,29131020,29131023,contiguous,official_completed_subset
1991|key|B03|29133|3,1991,key,B03,numeric8,29133,3,^29133\d{3}$,11,60,77,18,0.611111,5,7,29133060,29133077,moderate,official_completed_subset
1991|key|B03|29135|3,1991,key,B03,numeric8,29135,3,^29135\d{3}$,4,120,123,4,1.000000,1,0,29135120,29135123,contiguous,official_completed_subset
1991|key|B04|29135|3,1991,key,B04,numeric8,29135,3,^29135\d{3}$,4,110,113,4,1.000000,1,0,29135110,29135113,contiguous,official_completed_subset
1991|key|B05|29134|3,1991,key,B05,numeric8,29134,3,^29134\d{3}$,6,90,101,12,0.500000,2,6,29134090,29134101,moderate,official_completed_subset
1991|key|B07|29132|3,1991,key,B07,numeric8,29132,3,^29132\d{3}$,6,34,54,21,0.285714,4,15,29132034,29132054,sparse,official_completed_subset
1991|key|B08|29136|3,1991,key,B08,numeric8,29136,3,^29136\d{3}$,12,130,153,24,0.500000,3,12,29136130,29136153,moderate,official_completed_subset
1991|regional|B01|29160|3,1991,regional,B01,numeric8,29160,3,^29160\d{3}$,7,1,7,7,1.000000,1,0,29160001,29160007,contiguous,official_completed_subset
1991|regional|B03|29160|3,1991,regional,B03,numeric8,29160,3,^29160\d{3}$,3,8,10,3,1.000000,1,0,29160008,29160010,contiguous,official_completed_subset
1991|regional|B04|29160|3,1991,regional,B04,numeric8,29160,3,^29160\d{3}$,1,13,13,1,1.000000,1,0,29160013,29160013,contiguous,official_completed_subset
1991|regional|B05|29160|3,1991,regional,B05,numeric8,29160,3,^29160\d{3}$,2,11,12,2,1.000000,1,0,29160011,29160012,contiguous,official_completed_subset
1991|regional|B08|29160|3,1991,regional,B08,numeric8,29160,3,^29160\d{3}$,4,14,17,4,1.000000,1,0,29160014,29160017,contiguous,official_completed_subset
1991|special|B01|29180|3,1991,special,B01,numeric8,29180,3,^29180\d{3}$,2,6,12,7,0.285714,2,5,29180006,29180012,sparse,official_completed_subset
1991|special|B02|29180|3,1991,special,B02,numeric8,29180,3,^29180\d{3}$,2,1,3,3,0.666667,2,1,29180001,29180003,moderate,official_completed_subset
1991|special|B03|29140|3,1991,special,B03,numeric8,29140,3,^29140\d{3}$,1,2,2,1,1.000000,1,0,29140002,29140002,contiguous,official_completed_subset
1991|special|B03|29180|3,1991,special,B03,numeric8,29180,3,^29180\d{3}$,1,10,10,1,1.000000,1,0,29180010,29180010,contiguous,official_completed_subset
1991|special|B04|29180|3,1991,special,B04,numeric8,29180,3,^29180\d{3}$,1,11,11,1,1.000000,1,0,29180011,29180011,contiguous,official_completed_subset
1991|special|B05|29180|3,1991,special,B05,numeric8,29180,3,^29180\d{3}$,2,4,5,2,1.000000,1,0,29180004,29180005,contiguous,official_completed_subset
1991|special|B07|29140|3,1991,special,B07,numeric8,29140,3,^29140\d{3}$,1,1,1,1,1.000000,1,0,29140001,29140001,contiguous,official_completed_subset
1991|special|B07|29180|3,1991,special,B07,numeric8,29180,3,^29180\d{3}$,2,2,9,8,0.250000,2,6,29180002,29180009,sparse,official_completed_subset
1991|special|B08|29180|3,1991,special,B08,numeric8,29180,3,^29180\d{3}$,2,7,8,2,1.000000,1,0,29180007,29180008,contiguous,official_completed_subset
1991|youth_c|B01|29100|3,1991,youth_c,B01,numeric8,29100,3,^29100\d{3}$,10,1,10,10,1.000000,1,0,29100001,29100010,contiguous,official_completed_subset
1991|youth_c|B03|29100|3,1991,youth_c,B03,numeric8,29100,3,^29100\d{3}$,11,11,38,28,0.392857,2,17,29100011,29100038,sparse,official_completed_subset
1991|youth_c|B04|29100|3,1991,youth_c,B04,numeric8,29100,3,^29100\d{3}$,4,23,26,4,1.000000,1,0,29100023,29100026,contiguous,official_completed_subset
1991|youth_c|B05|29100|3,1991,youth_c,B05,numeric8,29100,3,^29100\d{3}$,4,19,22,4,1.000000,1,0,29100019,29100022,contiguous,official_completed_subset
1991|youth_c|B06|29100|3,1991,youth_c,B06,numeric8,29100,3,^29100\d{3}$,1,35,35,1,1.000000,1,0,29100035,29100035,contiguous,official_completed_subset
1991|youth_c|B08|29100|3,1991,youth_c,B08,numeric8,29100,3,^29100\d{3}$,8,27,34,8,1.000000,1,0,29100027,29100034,contiguous,official_completed_subset
1992|general|B01|29271|3,1992,general,B01,numeric8,29271,3,^29271\d{3}$,22,1,33,33,0.666667,9,11,29271001,29271033,moderate,official_completed_subset
1992|general|B01|29272|3,1992,general,B01,numeric8,29272,3,^29272\d{3}$,25,35,88,54,0.462963,12,29,29272035,29272088,moderate,official_completed_subset
1992|general|B01|29274|3,1992,general,B01,numeric8,29274,3,^29274\d{3}$,13,151,190,40,0.325000,9,27,29274151,29274190,sparse,official_completed_subset
1992|general|B02|29273|3,1992,general,B02,numeric8,29273,3,^29273\d{3}$,32,91,150,60,0.533333,17,28,29273091,29273150,moderate,official_completed_subset
1992|general|B03|29271|3,1992,general,B03,numeric8,29271,3,^29271\d{3}$,2,10,34,25,0.080000,2,23,29271010,29271034,sparse,official_completed_subset
1992|general|B03|29272|3,1992,general,B03,numeric8,29272,3,^29272\d{3}$,2,43,70,28,0.071429,2,26,29272043,29272070,sparse,official_completed_subset
1992|general|B03|29273|3,1992,general,B03,numeric8,29273,3,^29273\d{3}$,28,90,149,60,0.466667,17,32,29273090,29273149,moderate,official_completed_subset
1992|general|B03|29274|3,1992,general,B03,numeric8,29274,3,^29274\d{3}$,3,177,192,16,0.187500,3,13,29274177,29274192,sparse,official_completed_subset
1992|general|B03|29275|3,1992,general,B03,numeric8,29275,3,^29275\d{3}$,2,199,209,11,0.181818,2,9,29275199,29275209,sparse,official_completed_subset
1992|general|B04|29271|3,1992,general,B04,numeric8,29271,3,^29271\d{3}$,3,3,9,7,0.428571,2,4,29271003,29271009,moderate,official_completed_subset
1992|general|B04|29272|3,1992,general,B04,numeric8,29272,3,^29272\d{3}$,1,72,72,1,1.000000,1,0,29272072,29272072,contiguous,official_completed_subset
1992|general|B04|29274|3,1992,general,B04,numeric8,29274,3,^29274\d{3}$,7,154,186,33,0.212121,6,26,29274154,29274186,sparse,official_completed_subset
1992|general|B04|29275|3,1992,general,B04,numeric8,29275,3,^29275\d{3}$,32,193,226,34,0.941176,3,2,29275193,29275226,dense,official_completed_subset
1992|general|B05|29272|3,1992,general,B05,numeric8,29272,3,^29272\d{3}$,5,53,65,13,0.384615,3,8,29272053,29272065,sparse,official_completed_subset
1992|general|B05|29274|3,1992,general,B05,numeric8,29274,3,^29274\d{3}$,19,153,191,39,0.487179,11,20,29274153,29274191,moderate,official_completed_subset
1992|general|B06|29271|3,1992,general,B06,numeric8,29271,3,^29271\d{3}$,1,8,8,1,1.000000,1,0,29271008,29271008,contiguous,official_completed_subset
1992|general|B06|29277|3,1992,general,B06,numeric8,29277,3,^29277\d{3}$,17,266,282,17,1.000000,1,0,29277266,29277282,contiguous,official_completed_subset
1992|general|B07|29271|3,1992,general,B07,numeric8,29271,3,^29271\d{3}$,6,12,32,21,0.285714,6,15,29271012,29271032,sparse,official_completed_subset
1992|general|B07|29272|3,1992,general,B07,numeric8,29272,3,^29272\d{3}$,22,36,89,54,0.407407,13,32,29272036,29272089,moderate,official_completed_subset
1992|general|B07|29273|3,1992,general,B07,numeric8,29273,3,^29273\d{3}$,1,121,121,1,1.000000,1,0,29273121,29273121,contiguous,official_completed_subset
1992|general|B08|29276|3,1992,general,B08,numeric8,29276,3,^29276\d{3}$,39,227,265,39,1.000000,1,0,29276227,29276265,contiguous,official_completed_subset
1992|key|B01|29232|3,1992,key,B01,numeric8,29232,3,^29232\d{3}$,5,10,43,34,0.147059,4,29,29232010,29232043,sparse,official_completed_subset
1992|key|B01|29234|3,1992,key,B01,numeric8,29234,3,^29234\d{3}$,2,92,93,2,1.000000,1,0,29234092,29234093,contiguous,official_completed_subset
1992|key|B02|29233|3,1992,key,B02,numeric8,29233,3,^29233\d{3}$,7,50,73,24,0.291667,2,17,29233050,29233073,sparse,official_completed_subset
1992|key|B03|29233|3,1992,key,B03,numeric8,29233,3,^29233\d{3}$,5,53,82,30,0.166667,3,25,29233053,29233082,sparse,official_completed_subset
1992|key|B04|29233|3,1992,key,B04,numeric8,29233,3,^29233\d{3}$,2,80,81,2,1.000000,1,0,29233080,29233081,contiguous,official_completed_subset
1992|key|B04|29235|3,1992,key,B04,numeric8,29235,3,^29235\d{3}$,8,100,113,14,0.571429,2,6,29235100,29235113,moderate,official_completed_subset
1992|key|B05|29234|3,1992,key,B05,numeric8,29234,3,^29234\d{3}$,2,90,91,2,1.000000,1,0,29234090,29234091,contiguous,official_completed_subset
1992|key|B05|29236|3,1992,key,B05,numeric8,29236,3,^29236\d{3}$,3,120,123,4,0.750000,2,1,29236120,29236123,moderate,official_completed_subset
1992|key|B06|29237|3,1992,key,B06,numeric8,29237,3,^29237\d{3}$,3,160,162,3,1.000000,1,0,29237160,29237162,contiguous,official_completed_subset
1992|key|B07|29232|3,1992,key,B07,numeric8,29232,3,^29232\d{3}$,4,20,42,23,0.173913,2,19,29232020,29232042,sparse,official_completed_subset
1992|key|B08|29236|3,1992,key,B08,numeric8,29236,3,^29236\d{3}$,12,122,153,32,0.375000,4,20,29236122,29236153,sparse,official_completed_subset
1992|regional|B01|29261|3,1992,regional,B01,numeric8,29261,3,^29261\d{3}$,2,1,3,3,0.666667,2,1,29261001,29261003,moderate,official_completed_subset
1992|regional|B01|29262|3,1992,regional,B01,numeric8,29262,3,^29262\d{3}$,1,8,8,1,1.000000,1,0,29262008,29262008,contiguous,official_completed_subset
1992|regional|B01|29264|3,1992,regional,B01,numeric8,29264,3,^29264\d{3}$,1,11,11,1,1.000000,1,0,29264011,29264011,contiguous,official_completed_subset
1992|regional|B02|29263|3,1992,regional,B02,numeric8,29263,3,^29263\d{3}$,1,10,10,1,1.000000,1,0,29263010,29263010,contiguous,official_completed_subset
