approval_year,discipline_scope,project_type,unique_projects
2011,E05,regional,44
2011,E05,special,19
2011,E05,youth_c,395
2011,E06,general,211
2011,E06,key,7
2011,E06,regional,14
2011,E06,special,13
2011,E06,youth_c,188
2011,E07,general,182
2011,E07,joint_fund,5
2011,E07,key,6
2011,E07,regional,18
2011,E07,special,9
2011,E07,youth_c,156
2011,E08,general,379
2011,E08,joint_fund,6
2011,E08,key,6
2011,E08,regional,36
2011,E08,special,8
2011,E08,youth_c,360
2011,E09,general,128
2011,E09,key,5
2011,E09,regional,21
2011,E09,special,7
2011,E09,youth_c,141
2011,E10,general,139
2011,E10,key,4
2011,E10,regional,14
2011,E10,special,4
2011,E10,youth_c,160
2011,E11,general,58
2011,E11,key,1
2011,E11,special,2
2011,E11,youth_c,58
2012,E01,general,215
2012,E01,joint_fund,3
2012,E01,key,8
2012,E01,major_research_plan,3
2012,E01,regional,28
2012,E01,special,14
2012,E01,youth_c,192
2012,E02,general,302
2012,E02,joint_fund,4
2012,E02,key,9
2012,E02,major_research_plan,10
2012,E02,regional,32
2012,E02,special,11
2012,E02,youth_c,304
2012,E03,general,221
2012,E03,joint_fund,4
2012,E03,key,8
2012,E03,major_research_plan,12
2012,E03,regional,21
2012,E03,special,10
2012,E03,youth_c,196
2012,E04,general,268
2012,E04,joint_fund,50
2012,E04,key,10
2012,E04,major_research_plan,1
2012,E04,regional,39
2012,E04,special,15
2012,E04,youth_c,221
2012,E05,general,560
2012,E05,joint_fund,6
2012,E05,key,10
2012,E05,major_research_plan,3
2012,E05,regional,51
2012,E05,special,20
2012,E05,youth_c,434
2012,E06,general,214
2012,E06,joint_fund,2
2012,E06,key,8
2012,E06,regional,16
2012,E06,special,12
2012,E06,youth_c,198
2012,E07,general,196
2012,E07,joint_fund,5
2012,E07,key,7
2012,E07,regional,21
2012,E07,special,9
2012,E07,youth_c,174
2012,E08,general,412
2012,E08,joint_fund,7
2012,E08,key,8
2012,E08,major_research_plan,1
2012,E08,regional,45
2012,E08,special,10
2012,E08,youth_c,408
2012,E09,general,131
2012,E09,joint_fund,2
2012,E09,key,5
2012,E09,regional,27
2012,E09,special,7
2012,E09,youth_c,146
2012,E10,general,145
2012,E10,joint_fund,1
2012,E10,key,5
2012,E10,regional,18
2012,E10,special,3
2012,E10,youth_c,169
2012,E11,general,63
2012,E11,key,4
2012,E11,special,3
2012,E11,youth_c,56
2013,E01,general,202
2013,E01,joint_fund,2
2013,E01,key,8
2013,E01,major_research_plan,1
2013,E01,regional,28
2013,E01,special,10
2013,E01,youth_c,215
2013,E02,general,282
2013,E02,joint_fund,6
2013,E02,key,9
2013,E02,major_research_plan,11
2013,E02,regional,31
2013,E02,special,15
2013,E02,youth_c,327
2013,E03,general,205
2013,E03,joint_fund,3
2013,E03,key,8
2013,E03,major_research_plan,12
2013,E03,regional,20
2013,E03,special,12
2013,E03,youth_c,216
2013,E04,general,269
2013,E04,joint_fund,58
2013,E04,key,8
2013,E04,regional,40
2013,E04,special,15
2013,E04,youth_c,260
2013,E05,general,520
2013,E05,joint_fund,7
2013,E05,key,11
2013,E05,major_research_plan,6
2013,E05,regional,53
2013,E05,special,24
2013,E05,youth_c,478
2013,E06,general,204
2013,E06,joint_fund,3
2013,E06,key,11
2013,E06,major_research_plan,2
2013,E06,regional,15
2013,E06,special,13
2013,E06,youth_c,215
2013,E07,general,188
2013,E07,joint_fund,2
2013,E07,key,9
2013,E07,regional,19
2013,E07,special,12
2013,E07,youth_c,187
2013,E08,general,413
2013,E08,joint_fund,7
2013,E08,key,8
2013,E08,regional,49
2013,E08,special,9
2013,E08,youth_c,446
2013,E09,general,136
2013,E09,joint_fund,3
2013,E09,key,5
2013,E09,regional,25
2013,E09,special,12
2013,E09,youth_c,151
2013,E10,general,138
2013,E10,key,3
2013,E10,major_research_plan,1
2013,E10,regional,17
2013,E10,special,8
2013,E10,youth_c,171
2013,E11,general,59
2013,E11,key,2
2013,E11,regional,1
2013,E11,special,2
2013,E11,youth_c,67
2014,E01,general,189
2014,E01,joint_fund,5
2014,E01,key,9
2014,E01,regional,35
2014,E01,youth_c,241
2014,E02,general,276
2014,E02,joint_fund,9
2014,E02,key,9
2014,E02,major_research_plan,10
2014,E02,regional,37
2014,E02,youth_c,366
2014,E03,general,187
2014,E03,joint_fund,3
2014,E03,key,9
2014,E03,major_research_plan,8
2014,E03,regional,23
2014,E03,youth_c,244
2014,E04,general,257
2014,E04,joint_fund,19
2014,E04,key,9
2014,E04,major_research_plan,1
2014,E04,regional,44
2014,E04,youth_c,308
2014,E05,general,483
2014,E05,joint_fund,7
2014,E05,key,12
2014,E05,major_research_plan,3
2014,E05,regional,59
2014,E05,youth_c,522
2014,E06,general,189
2014,E06,joint_fund,3
2014,E06,key,9
2014,E06,major_research_plan,29
2014,E06,regional,17
2014,E06,youth_c,239
2014,E07,general,184
2014,E07,joint_fund,3
2014,E07,key,8
2014,E07,regional,22
2014,E07,youth_c,199
2014,E08,general,377
2014,E08,joint_fund,12
2014,E08,key,8
2014,E08,regional,54
2014,E08,youth_c,480
2014,E09,general,128
2014,E09,joint_fund,2
2014,E09,key,5
2014,E09,regional,30
2014,E09,youth_c,166
2014,E10,general,138
2014,E10,joint_fund,1
2014,E10,key,5
2014,E10,regional,17
2014,E10,youth_c,184
2014,E11,general,63
2014,E11,key,1
2014,E11,youth_c,75
2015,E01,general,214
2015,E01,joint_fund,13
2015,E01,key,9
2015,E01,major_research_plan,1
2015,E01,regional,33
2015,E01,youth_c,228
2015,E02,general,301
2015,E02,joint_fund,20
2015,E02,key,10
2015,E02,regional,37
2015,E02,youth_c,352
2015,E03,general,217
2015,E03,joint_fund,6
2015,E03,key,9
2015,E03,regional,23
2015,E03,youth_c,232
2015,E04,general,296
2015,E04,joint_fund,31
2015,E04,key,9
2015,E04,regional,45
2015,E04,youth_c,298
2015,E05,general,545
2015,E05,joint_fund,43
2015,E05,key,12
2015,E05,major_research_plan,2
2015,E05,regional,60
2015,E05,youth_c,505
2015,E06,general,214
2015,E06,joint_fund,9
2015,E06,key,9
2015,E06,major_research_plan,26
2015,E06,regional,17
2015,E06,youth_c,227
2015,E07,general,191
2015,E07,joint_fund,7
2015,E07,key,10
2015,E07,major_research_plan,1
2015,E07,regional,22
2015,E07,youth_c,193
2015,E08,general,441
2015,E08,joint_fund,9
2015,E08,key,9
2015,E08,major_research_plan,4
2015,E08,regional,49
2015,E08,youth_c,446
2015,E09,general,145
2015,E09,joint_fund,2
2015,E09,key,7
2015,E09,major_research_plan,17
2015,E09,regional,30
2015,E09,youth_c,155
2015,E10,general,157
2015,E10,key,5
2015,E10,major_research_plan,8
2015,E10,regional,23
2015,E10,youth_c,181
2015,E11,general,68
2015,E11,key,1
2015,E11,youth_c,77
2016,E01,general,219
2016,E01,joint_fund,5
2016,E01,key,9
2016,E01,regional,33
2016,E01,youth_c,228
2016,E02,general,314
2016,E02,joint_fund,9
2016,E02,key,10
2016,E02,major_research_plan,5
2016,E02,regional,38
2016,E02,youth_c,357
2016,E03,general,220
2016,E03,joint_fund,2
2016,E03,key,9
2016,E03,regional,22
2016,E03,youth_c,236
2016,E04,general,305
2016,E04,joint_fund,30
2016,E04,key,9
2016,E04,major_research_plan,2
2016,E04,regional,47
2016,E04,youth_c,310
2016,E05,general,539
2016,E05,joint_fund,44
2016,E05,key,11
2016,E05,major_research_plan,22
2016,E05,regional,58
2016,E05,youth_c,497
2016,E06,general,213
2016,E06,joint_fund,5
2016,E06,key,9
2016,E06,major_research_plan,30
2016,E06,regional,17
2016,E06,youth_c,227
2016,E07,general,195
2016,E07,joint_fund,2
2016,E07,key,10
2016,E07,regional,21
2016,E07,youth_c,188
2016,E08,general,459
2016,E08,key,9
2016,E08,regional,51
2016,E08,youth_c,409
2016,E09,general,141
2016,E09,key,6
2016,E09,major_research_plan,21
2016,E09,regional,29
2016,E09,youth_c,154
2016,E10,general,159
2016,E10,key,5
2016,E10,major_research_plan,6
2016,E10,regional,22
2016,E10,youth_c,176
2016,E11,general,85
2016,E11,key,2
2016,E11,youth_c,79
2017,E01,general,237
2017,E01,joint_fund,11
2017,E01,key,10
2017,E01,regional,37
2017,E01,youth_c,242
2017,E02,general,339
2017,E02,joint_fund,10
2017,E02,key,10
2017,E02,regional,43
2017,E02,youth_c,378
2017,E03,general,231
2017,E03,joint_fund,3
2017,E03,key,10
2017,E03,regional,24
2017,E03,youth_c,260
2017,E04,general,343
2017,E04,joint_fund,38
2017,E04,key,10
2017,E04,regional,51
2017,E04,youth_c,338
2017,E05,general,564
2017,E05,joint_fund,38
2017,E05,key,13
2017,E05,major_research_plan,21
2017,E05,regional,63
2017,E05,youth_c,544
2017,E06,general,228
2017,E06,joint_fund,7
2017,E06,key,10
2017,E06,major_research_plan,29
2017,E06,regional,18
2017,E06,youth_c,248
2017,E07,general,217
2017,E07,joint_fund,27
2017,E07,key,11
2017,E07,major_research_plan,1
2017,E07,regional,24
2017,E07,youth_c,204
2017,E08,general,509
2017,E08,joint_fund,5
2017,E08,key,10
2017,E08,regional,57
2017,E08,youth_c,403
2017,E09,general,158
2017,E09,joint_fund,19
2017,E09,key,7
2017,E09,major_research_plan,6
2017,E09,regional,32
2017,E09,youth_c,154
2017,E10,general,172
2017,E10,key,5
2017,E10,major_research_plan,2
2017,E10,regional,21
2017,E10,youth_c,204
2017,E11,general,83
2017,E11,joint_fund,8
2017,E11,key,2
2017,E11,regional,1
2017,E11,youth_c,91
2018,E01,general,250
2018,E01,joint_fund,12
2018,E01,key,12
2018,E01,major_research_plan,17
2018,E01,regional,34
2018,E01,youth_c,237
2018,E02,general,340
2018,E02,joint_fund,16
2018,E02,key,11
2018,E02,major_research_plan,5
2018,E02,regional,35
2018,E02,youth_c,361
2018,E03,general,240
2018,E03,joint_fund,6
2018,E03,key,11
2018,E03,major_research_plan,6
2018,E03,regional,22
2018,E03,youth_c,246
2018,E04,general,371
2018,E04,joint_fund,30
2018,E04,key,10
2018,E04,major_research_plan,4
2018,E04,regional,45
2018,E04,youth_c,355
2018,E05,general,585
2018,E05,joint_fund,26
2018,E05,key,13
2018,E05,major_research_plan,27
2018,E05,regional,59
2018,E05,youth_c,556
2018,E06,general,226
2018,E06,joint_fund,10
2018,E06,key,10
2018,E06,major_research_plan,2
2018,E06,regional,17
2018,E06,youth_c,251
2018,E07,general,216
2018,E07,joint_fund,17
2018,E07,key,11
2018,E07,regional,22
2018,E07,youth_c,205
2018,E08,general,519
2018,E08,joint_fund,7
2018,E08,key,10
2018,E08,regional,58
2018,E08,youth_c,401
2018,E09,general,162
2018,E09,joint_fund,8
2018,E09,key,7
2018,E09,major_research_plan,3
2018,E09,regional,26
2018,E09,youth_c,161
2018,E10,general,197
2018,E10,key,4
2018,E10,regional,24
2018,E10,youth_c,207
2018,E11,general,89
2018,E11,joint_fund,5
2018,E11,key,3
2018,E11,youth_c,91
2019,E01,general,251
2019,E01,joint_fund,9
2019,E01,key,12
2019,E01,major_research_plan,8
2019,E01,regional,35
2019,E01,youth_c,253
2019,E02,general,349
2019,E02,joint_fund,17
2019,E02,key,11
2019,E02,major_research_plan,24
2019,E02,regional,36
2019,E02,youth_c,353
2019,E03,general,245
2019,E03,joint_fund,4
2019,E03,key,11
2019,E03,major_research_plan,4
2019,E03,regional,21
2019,E03,youth_c,258
2019,E04,general,379
2019,E04,joint_fund,36
2019,E04,key,10
2019,E04,major_research_plan,1
2019,E04,regional,46
2019,E04,youth_c,359
2019,E05,general,597
2019,E05,joint_fund,37
2019,E05,key,14
2019,E05,major_research_plan,10
2019,E05,regional,58
2019,E05,youth_c,557
2019,E06,general,238
2019,E06,joint_fund,4
2019,E06,key,11
2019,E06,major_research_plan,7
2019,E06,regional,19
2019,E06,youth_c,265
2019,E07,general,220
2019,E07,joint_fund,19
2019,E07,key,11
2019,E07,regional,20
2019,E07,youth_c,206
2019,E08,general,512
2019,E08,joint_fund,19
2019,E08,key,10
2019,E08,regional,58
2019,E08,youth_c,432
2019,E09,general,155
2019,E09,joint_fund,14
2019,E09,key,7
2019,E09,regional,27
2019,E09,youth_c,158
2019,E10,general,208
2019,E10,joint_fund,2
2019,E10,key,5
2019,E10,regional,21
2019,E10,youth_c,178
2019,E11,general,96
2019,E11,joint_fund,6
2019,E11,key,3
2019,E11,regional,2
2019,E11,youth_c,90
2020,E01,general,239
2020,E01,joint_fund,17
2020,E01,major_research_plan,7
2020,E01,regional,40
2020,E01,youth_c,244
2020,E02,general,316
2020,E02,joint_fund,17
2020,E02,major_research_plan,8
2020,E02,regional,37
2020,E02,youth_c,330
2020,E03,general,221
2020,E03,joint_fund,13
2020,E03,major_research_plan,3
2020,E03,regional,21
2020,E03,youth_c,240
2020,E04,general,366
2020,E04,joint_fund,18
2020,E04,major_research_plan,5
2020,E04,regional,49
2020,E04,youth_c,343
2020,E05,general,559
2020,E05,joint_fund,32
2020,E05,major_research_plan,12
2020,E05,regional,65
2020,E05,youth_c,521
2020,E06,general,219
2020,E06,joint_fund,11
2020,E06,regional,17
2020,E06,youth_c,250
2020,E07,general,223
2020,E07,joint_fund,22
2020,E07,major_research_plan,7
2020,E07,regional,21
2020,E07,youth_c,199
2020,E08,general,509
2020,E08,joint_fund,16
2020,E08,regional,67
2020,E08,youth_c,410
2020,E09,general,150
2020,E09,joint_fund,18
2020,E09,major_research_plan,8
2020,E09,regional,29
2020,E09,youth_c,149
2020,E10,general,196
2020,E10,joint_fund,7
2020,E10,regional,23
2020,E10,youth_c,185
2020,E11,general,110
2020,E11,joint_fund,7
2020,E11,regional,2
2020,E11,youth_c,94
2020,E12,general,102
2020,E12,joint_fund,8
2020,E12,regional,10
2020,E12,youth_c,81
2020,E13,general,94
2020,E13,joint_fund,8
2020,E13,major_research_plan,2
2020,E13,regional,9
2020,E13,youth_c,66
2021,E01,major_research_plan,5
2021,E01,youth_c,293
2021,E02,general,1
2021,E02,major_research_plan,17
2021,E02,youth_c,372
2021,E03,major_research_plan,4
2021,E03,youth_c,277
2021,E04,major_research_plan,1
2021,E04,youth_c,404
2021,E05,major_research_plan,2
2021,E05,youth_c,589
2021,E06,youth_c,285
2021,E07,general,1
2021,E07,major_research_plan,6
2021,E07,youth_c,241
2021,E08,youth_c,480
2021,E09,youth_c,169
2021,E10,youth_c,219
2021,E11,youth_c,110
2021,E12,youth_c,105
2021,E13,major_research_plan,7
2021,E13,youth_c,88
2022,E01,youth_c,4
2022,E02,youth_c,8
2022,E03,youth_c,10
2022,E04,youth_c,7
2022,E05,youth_c,8
2022,E06,youth_c,2
2022,E07,youth_c,11
2022,E08,youth_c,10
2022,E09,major_research_plan,1
2022,E09,youth_c,3
2022,E10,youth_c,5
2022,E13,youth_c,2
2023,E01,youth_c,1
2023,E02,youth_c,3
2023,E05,youth_c,3
2023,E07,youth_c,1
2023,E08,youth_c,1
2023,E12,youth_c,1
2023,E13,youth_c,1
