segment_id,run_index,run_start_serial,run_end_serial,run_count,run_start_number,run_end_number
1992|youth_c|E01|59201|3,1,1,12,12,59201001,59201012
1992|youth_c|E02|59202|3,1,13,22,10,59202013,59202022
1992|youth_c|E03|59203|3,1,23,27,5,59203023,59203027
1992|youth_c|E04|59204|3,1,28,34,7,59204028,59204034
1992|youth_c|E05|59205|3,1,35,51,17,59205035,59205051
1992|youth_c|E06|59206|3,1,52,63,12,59206052,59206063
1992|youth_c|E07|59207|3,1,64,68,5,59207064,59207068
1992|youth_c|E08|59208|3,1,69,70,2,59208069,59208070
1992|youth_c|E08|59208|3,2,75,82,8,59208075,59208082
1992|youth_c|E09|59209|3,1,83,87,5,59209083,59209087
1992|youth_c|E09|59209|3,2,90,90,1,59209090,59209090
1992|youth_c|E10|59208|3,1,71,74,4,59208071,59208074
1992|youth_c|E10|59209|3,1,88,89,2,59209088,59209089
1993|general|E01|59371|3,1,1,74,74,59371001,59371074
1993|general|E02|59372|3,1,75,115,41,59372075,59372115
1993|general|E03|59373|3,1,116,131,16,59373116,59373131
1993|general|E03|59373|3,2,133,147,15,59373133,59373147
1993|general|E04|59374|3,1,148,170,23,59374148,59374170
1993|general|E05|59375|3,1,171,232,62,59375171,59375232
1993|general|E05|59375|3,2,234,260,27,59375234,59375260
1993|general|E05|59379|3,1,410,410,1,59379410,59379410
1993|general|E06|59376|3,1,261,308,48,59376261,59376308
1993|general|E07|59377|3,1,309,329,21,59377309,59377329
1993|general|E08|59378|3,1,330,340,11,59378330,59378340
1993|general|E08|59378|3,2,349,349,1,59378349,59378349
1993|general|E08|59378|3,3,351,382,32,59378351,59378382
1993|general|E09|59379|3,1,383,401,19,59379383,59379401
1993|general|E09|59379|3,2,405,409,5,59379405,59379409
1993|general|E10|59378|3,1,341,348,8,59378341,59378348
1993|general|E10|59378|3,2,350,350,1,59378350,59378350
1993|general|E10|59379|3,1,402,404,3,59379402,59379404
1993|key|E01|59331|3,1,10,13,4,59331010,59331013
1993|key|E01|59331|3,2,20,23,4,59331020,59331023
1993|key|E01|59331|3,3,40,43,4,59331040,59331043
1993|key|E01|59332|3,1,62,62,1,59332062,59332062
1993|key|E02|59332|3,1,50,52,3,59332050,59332052
1993|key|E02|59332|3,2,60,61,2,59332060,59332061
1993|key|E03|59333|3,1,70,72,3,59333070,59333072
1993|key|E03|59333|3,2,80,80,1,59333080,59333080
1993|key|E05|59332|3,1,63,63,1,59332063,59332063
1993|key|E05|59335|3,1,90,93,4,59335090,59335093
1993|key|E05|59335|3,2,100,102,3,59335100,59335102
1993|key|E05|59338|3,1,150,150,1,59338150,59338150
1993|key|E06|59336|3,1,110,113,4,59336110,59336113
