project_type,discipline_scope,format_family,template,start_year,end_year,observed_year_count,observed_project_count,program_codes,evidence_scope
special,E01,alpha_numeric,E{YY}24{SERIAL:03d},2005,2006,2,3,E0524;E0624,official_completed_subset
special,E01,numeric8,5{YY}20{SERIAL:03d},1999,1999,1,2,20,official_completed_subset
special,E01,numeric8,5{YY}20{SERIAL:03d},2001,2001,1,1,20,official_completed_subset
special,E01,numeric8,5{YY}20{SERIAL:03d},2012,2012,1,1,20,official_completed_subset
special,E01,numeric8,5{YY}23{SERIAL:03d},1992,1992,1,1,23,official_completed_subset
special,E01,numeric8,5{YY}23{SERIAL:03d},1998,1998,1,1,23,official_completed_subset
special,E01,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,1,23,official_completed_subset
special,E01,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E01,numeric8,5{YY}24{SERIAL:03d},2008,2008,1,2,24,official_completed_subset
special,E01,numeric8,5{YY}24{SERIAL:03d},2010,2010,1,3,24,official_completed_subset
special,E01,numeric8,5{YY}24{SERIAL:03d},2012,2012,1,2,24,official_completed_subset
special,E01,numeric8,5{YY}27{SERIAL:03d},2008,2008,1,1,27,official_completed_subset
special,E01,numeric8,5{YY}27{SERIAL:03d},2010,2010,1,1,27,official_completed_subset
special,E01,numeric8,5{YY}27{SERIAL:03d},2012,2012,1,1,27,official_completed_subset
special,E01,numeric8,5{YY}40{SERIAL:03d},2008,2008,1,1,40,official_completed_subset
special,E01,numeric8,5{YY}41{SERIAL:03d},1989,1996,8,20,41,official_completed_subset
special,E01,numeric8,5{YY}41{SERIAL:03d},1998,2013,16,81,41,official_completed_subset
special,E01,numeric8,5{YY}45{SERIAL:03d},2010,2010,1,1,45,official_completed_subset
special,E01,numeric8,5{YY}50{SERIAL:03d},1987,1987,1,2,50,official_completed_subset
special,E01,numeric8,5{YY}51{SERIAL:03d},1995,1995,1,1,51,official_completed_subset
special,E01,numeric8,5{YY}51{SERIAL:03d},2004,2004,1,1,51,official_completed_subset
special,E01,numeric8,5{YY}51{SERIAL:03d},2009,2009,1,1,51,official_completed_subset
special,E01,numeric8,5{YY}80{SERIAL:03d},1987,1988,2,24,80,official_completed_subset
special,E01,numeric8,5{YY}81{SERIAL:03d},1990,2000,11,76,81,official_completed_subset
special,E01,numeric8,5{YY}89{SERIAL:03d},1998,1999,2,3,89,official_completed_subset
special,E02,alpha_numeric,E{YY}24{SERIAL:03d},2005,2006,2,5,E0524;E0624,official_completed_subset
special,E02,numeric8,5{YY}20{SERIAL:03d},1999,1999,1,3,20,official_completed_subset
special,E02,numeric8,5{YY}20{SERIAL:03d},2008,2008,1,1,20,official_completed_subset
special,E02,numeric8,5{YY}23{SERIAL:03d},1993,1993,1,1,23,official_completed_subset
special,E02,numeric8,5{YY}23{SERIAL:03d},1998,1998,1,1,23,official_completed_subset
special,E02,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,1,23,official_completed_subset
special,E02,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,2,23,official_completed_subset
special,E02,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,2,23,official_completed_subset
special,E02,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E02,numeric8,5{YY}24{SERIAL:03d},2008,2008,1,1,24,official_completed_subset
special,E02,numeric8,5{YY}27{SERIAL:03d},2008,2009,2,2,27,official_completed_subset
special,E02,numeric8,5{YY}27{SERIAL:03d},2012,2012,1,1,27,official_completed_subset
special,E02,numeric8,5{YY}42{SERIAL:03d},1989,1992,4,7,42,official_completed_subset
special,E02,numeric8,5{YY}42{SERIAL:03d},1994,2013,20,113,42,official_completed_subset
special,E02,numeric8,5{YY}43{SERIAL:03d},2010,2010,1,1,43,official_completed_subset
special,E02,numeric8,5{YY}52{SERIAL:03d},2004,2005,2,3,52,official_completed_subset
special,E02,numeric8,5{YY}52{SERIAL:03d},2007,2007,1,2,52,official_completed_subset
special,E02,numeric8,5{YY}52{SERIAL:03d},2009,2009,1,2,52,official_completed_subset
special,E02,numeric8,5{YY}52{SERIAL:03d},2011,2011,1,1,52,official_completed_subset
special,E02,numeric8,5{YY}52{SERIAL:03d},2013,2013,1,3,52,official_completed_subset
special,E02,numeric8,5{YY}80{SERIAL:03d},1987,1988,2,18,80,official_completed_subset
special,E02,numeric8,5{YY}82{SERIAL:03d},1990,2000,11,103,82,official_completed_subset
special,E02,numeric8,5{YY}89{SERIAL:03d},1997,1998,2,2,89,official_completed_subset
special,E03,alpha_numeric,E{YY}24{SERIAL:03d},2005,2005,1,1,E0524,official_completed_subset
special,E03,numeric8,5{YY}20{SERIAL:03d},1999,1999,1,1,20,official_completed_subset
special,E03,numeric8,5{YY}20{SERIAL:03d},2012,2012,1,1,20,official_completed_subset
special,E03,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,1,23,official_completed_subset
special,E03,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E03,numeric8,5{YY}27{SERIAL:03d},2000,2000,1,1,27,official_completed_subset
special,E03,numeric8,5{YY}27{SERIAL:03d},2005,2005,1,1,27,official_completed_subset
special,E03,numeric8,5{YY}27{SERIAL:03d},2011,2011,1,1,27,official_completed_subset
special,E03,numeric8,5{YY}43{SERIAL:03d},1989,1989,1,3,43,official_completed_subset
special,E03,numeric8,5{YY}43{SERIAL:03d},1992,1996,5,11,43,official_completed_subset
special,E03,numeric8,5{YY}43{SERIAL:03d},1998,2013,16,85,43,official_completed_subset
special,E03,numeric8,5{YY}53{SERIAL:03d},1999,1999,1,1,53,official_completed_subset
special,E03,numeric8,5{YY}53{SERIAL:03d},2002,2002,1,2,53,official_completed_subset
special,E03,numeric8,5{YY}53{SERIAL:03d},2007,2008,2,2,53,official_completed_subset
special,E03,numeric8,5{YY}53{SERIAL:03d},2011,2011,1,1,53,official_completed_subset
special,E03,numeric8,5{YY}53{SERIAL:03d},2013,2013,1,3,53,official_completed_subset
special,E03,numeric8,5{YY}55{SERIAL:03d},2009,2009,1,1,55,official_completed_subset
special,E03,numeric8,5{YY}70{SERIAL:03d},2010,2010,1,1,70,official_completed_subset
special,E03,numeric8,5{YY}74{SERIAL:03d},2010,2010,1,1,74,official_completed_subset
special,E03,numeric8,5{YY}75{SERIAL:03d},2010,2010,1,1,75,official_completed_subset
special,E03,numeric8,5{YY}76{SERIAL:03d},2010,2010,1,1,76,official_completed_subset
special,E03,numeric8,5{YY}79{SERIAL:03d},2010,2010,1,1,79,official_completed_subset
special,E03,numeric8,5{YY}80{SERIAL:03d},1987,1988,2,17,80,official_completed_subset
special,E03,numeric8,5{YY}83{SERIAL:03d},1990,2000,11,57,83,official_completed_subset
special,E04,alpha_numeric,E{YY}24{SERIAL:03d},2005,2006,2,6,E0524;E0624,official_completed_subset
special,E04,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,1,23,official_completed_subset
special,E04,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,1,23,official_completed_subset
special,E04,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,1,23,official_completed_subset
special,E04,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,2,24,official_completed_subset
special,E04,numeric8,5{YY}27{SERIAL:03d},2001,2002,2,2,27,official_completed_subset
special,E04,numeric8,5{YY}27{SERIAL:03d},2004,2005,2,2,27,official_completed_subset
special,E04,numeric8,5{YY}27{SERIAL:03d},2007,2010,4,4,27,official_completed_subset
special,E04,numeric8,5{YY}27{SERIAL:03d},2012,2013,2,2,27,official_completed_subset
special,E04,numeric8,5{YY}44{SERIAL:03d},1992,1992,1,1,44,official_completed_subset
special,E04,numeric8,5{YY}44{SERIAL:03d},1994,1995,2,2,44,official_completed_subset
special,E04,numeric8,5{YY}44{SERIAL:03d},2000,2013,14,88,44,official_completed_subset
special,E04,numeric8,5{YY}54{SERIAL:03d},2009,2013,5,22,54,official_completed_subset
special,E04,numeric8,5{YY}75{SERIAL:03d},2010,2010,1,1,75,official_completed_subset
special,E05,alpha_numeric,E{YY}24{SERIAL:03d},2005,2007,3,14,E0524;E0624;E0724,official_completed_subset
special,E05,numeric8,5{YY}01{SERIAL:03d},2010,2010,1,1,01,official_completed_subset
special,E05,numeric8,5{YY}06{SERIAL:03d},2010,2010,1,1,06,official_completed_subset
special,E05,numeric8,5{YY}20{SERIAL:03d},2004,2004,1,1,20,official_completed_subset
special,E05,numeric8,5{YY}20{SERIAL:03d},2008,2008,1,1,20,official_completed_subset
special,E05,numeric8,5{YY}20{SERIAL:03d},2012,2012,1,1,20,official_completed_subset
special,E05,numeric8,5{YY}23{SERIAL:03d},2000,2000,1,1,23,official_completed_subset
special,E05,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,2,23,official_completed_subset
special,E05,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,3,23,official_completed_subset
special,E05,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,5,23,official_completed_subset
special,E05,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,6,24,official_completed_subset
special,E05,numeric8,5{YY}24{SERIAL:03d},2012,2012,1,1,24,official_completed_subset
special,E05,numeric8,5{YY}27{SERIAL:03d},2000,2001,2,2,27,official_completed_subset
special,E05,numeric8,5{YY}27{SERIAL:03d},2003,2003,1,1,27,official_completed_subset
special,E05,numeric8,5{YY}27{SERIAL:03d},2006,2013,8,12,27,official_completed_subset
special,E05,numeric8,5{YY}45{SERIAL:03d},1989,1991,3,3,45,official_completed_subset
special,E05,numeric8,5{YY}45{SERIAL:03d},1993,1994,2,5,45,official_completed_subset
special,E05,numeric8,5{YY}45{SERIAL:03d},1999,2013,15,114,45,official_completed_subset
special,E05,numeric8,5{YY}49{SERIAL:03d},1992,1992,1,1,49,official_completed_subset
special,E05,numeric8,5{YY}50{SERIAL:03d},2010,2010,1,2,50,official_completed_subset
special,E05,numeric8,5{YY}51{SERIAL:03d},2010,2010,1,1,51,official_completed_subset
special,E05,numeric8,5{YY}55{SERIAL:03d},2008,2008,1,1,55,official_completed_subset
special,E05,numeric8,5{YY}55{SERIAL:03d},2013,2013,1,1,55,official_completed_subset
special,E05,numeric8,5{YY}72{SERIAL:03d},2010,2010,1,1,72,official_completed_subset
special,E05,numeric8,5{YY}80{SERIAL:03d},1987,1988,2,10,80,official_completed_subset
special,E05,numeric8,5{YY}85{SERIAL:03d},1990,2000,11,62,85,official_completed_subset
special,E05,numeric8,5{YY}89{SERIAL:03d},1997,1998,2,3,89,official_completed_subset
special,E06,alpha_numeric,E{YY}24{SERIAL:03d},2005,2005,1,2,E0524,official_completed_subset
special,E06,numeric8,5{YY}03{SERIAL:03d},2010,2010,1,1,03,official_completed_subset
special,E06,numeric8,5{YY}20{SERIAL:03d},2004,2004,1,1,20,official_completed_subset
special,E06,numeric8,5{YY}20{SERIAL:03d},2007,2007,1,1,20,official_completed_subset
special,E06,numeric8,5{YY}20{SERIAL:03d},2010,2010,1,1,20,official_completed_subset
special,E06,numeric8,5{YY}20{SERIAL:03d},2012,2012,1,1,20,official_completed_subset
special,E06,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,2,23,official_completed_subset
special,E06,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,1,23,official_completed_subset
special,E06,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,2,23,official_completed_subset
special,E06,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,4,24,official_completed_subset
special,E06,numeric8,5{YY}27{SERIAL:03d},2010,2013,4,4,27,official_completed_subset
special,E06,numeric8,5{YY}46{SERIAL:03d},1989,1989,1,1,46,official_completed_subset
special,E06,numeric8,5{YY}46{SERIAL:03d},1994,1995,2,2,46,official_completed_subset
special,E06,numeric8,5{YY}46{SERIAL:03d},1998,1998,1,2,46,official_completed_subset
special,E06,numeric8,5{YY}46{SERIAL:03d},2000,2013,14,79,46,official_completed_subset
special,E06,numeric8,5{YY}51{SERIAL:03d},2010,2010,1,1,51,official_completed_subset
special,E06,numeric8,5{YY}56{SERIAL:03d},2005,2005,1,1,56,official_completed_subset
special,E06,numeric8,5{YY}56{SERIAL:03d},2013,2013,1,1,56,official_completed_subset
special,E06,numeric8,5{YY}71{SERIAL:03d},2010,2010,1,1,71,official_completed_subset
special,E06,numeric8,5{YY}75{SERIAL:03d},2010,2010,1,1,75,official_completed_subset
special,E06,numeric8,5{YY}77{SERIAL:03d},2010,2010,1,3,77,official_completed_subset
special,E06,numeric8,5{YY}78{SERIAL:03d},2010,2010,1,1,78,official_completed_subset
special,E06,numeric8,5{YY}80{SERIAL:03d},1987,1988,2,11,80,official_completed_subset
special,E06,numeric8,5{YY}86{SERIAL:03d},1990,2000,11,42,86,official_completed_subset
special,E06,numeric8,5{YY}89{SERIAL:03d},1998,1998,1,1,89,official_completed_subset
special,E07,alpha_numeric,E{YY}24{SERIAL:03d},2005,2005,1,1,E0524,official_completed_subset
special,E07,alpha_numeric,E{YY}24{SERIAL:03d},2007,2007,1,1,E0724,official_completed_subset
special,E07,numeric8,5{YY}20{SERIAL:03d},1999,1999,1,1,20,official_completed_subset
special,E07,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,1,23,official_completed_subset
special,E07,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,1,23,official_completed_subset
special,E07,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,1,23,official_completed_subset
special,E07,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E07,numeric8,5{YY}24{SERIAL:03d},2010,2010,1,1,24,official_completed_subset
special,E07,numeric8,5{YY}27{SERIAL:03d},2013,2013,1,1,27,official_completed_subset
special,E07,numeric8,5{YY}47{SERIAL:03d},1993,1993,1,1,47,official_completed_subset
special,E07,numeric8,5{YY}47{SERIAL:03d},1997,1997,1,1,47,official_completed_subset
special,E07,numeric8,5{YY}47{SERIAL:03d},1999,2004,6,15,47,official_completed_subset
special,E07,numeric8,5{YY}47{SERIAL:03d},2006,2013,8,49,47,official_completed_subset
special,E07,numeric8,5{YY}50{SERIAL:03d},1987,1987,1,1,50,official_completed_subset
special,E07,numeric8,5{YY}57{SERIAL:03d},2010,2010,1,1,57,official_completed_subset
special,E07,numeric8,5{YY}71{SERIAL:03d},2010,2010,1,1,71,official_completed_subset
special,E07,numeric8,5{YY}73{SERIAL:03d},2010,2010,1,1,73,official_completed_subset
special,E07,numeric8,5{YY}78{SERIAL:03d},2010,2010,1,1,78,official_completed_subset
special,E07,numeric8,5{YY}79{SERIAL:03d},2010,2010,1,1,79,official_completed_subset
special,E07,numeric8,5{YY}80{SERIAL:03d},1987,1987,1,1,80,official_completed_subset
special,E07,numeric8,5{YY}86{SERIAL:03d},1996,1996,1,1,86,official_completed_subset
special,E07,numeric8,5{YY}87{SERIAL:03d},1991,1991,1,1,87,official_completed_subset
special,E08,alpha_numeric,E{YY}24{SERIAL:03d},2005,2007,3,5,E0524;E0624;E0724,official_completed_subset
special,E08,alpha_numeric,M{YY}25{SERIAL:03d},2008,2008,1,1,M0825,official_completed_subset
special,E08,numeric8,5{YY}06{SERIAL:03d},2010,2010,1,1,06,official_completed_subset
special,E08,numeric8,5{YY}20{SERIAL:03d},2003,2003,1,1,20,official_completed_subset
special,E08,numeric8,5{YY}20{SERIAL:03d},2005,2006,2,2,20,official_completed_subset
special,E08,numeric8,5{YY}20{SERIAL:03d},2012,2012,1,1,20,official_completed_subset
special,E08,numeric8,5{YY}23{SERIAL:03d},1998,1998,1,1,23,official_completed_subset
special,E08,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,1,23,official_completed_subset
special,E08,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,2,24,official_completed_subset
special,E08,numeric8,5{YY}27{SERIAL:03d},2005,2005,1,1,27,official_completed_subset
special,E08,numeric8,5{YY}27{SERIAL:03d},2009,2013,5,5,27,official_completed_subset
special,E08,numeric8,5{YY}42{SERIAL:03d},2003,2003,1,1,42,official_completed_subset
special,E08,numeric8,5{YY}48{SERIAL:03d},1991,1991,1,1,48,official_completed_subset
special,E08,numeric8,5{YY}48{SERIAL:03d},1993,1994,2,3,48,official_completed_subset
special,E08,numeric8,5{YY}48{SERIAL:03d},1996,1997,2,3,48,official_completed_subset
special,E08,numeric8,5{YY}48{SERIAL:03d},2001,2013,13,59,48,official_completed_subset
special,E08,numeric8,5{YY}50{SERIAL:03d},2010,2010,1,1,50,official_completed_subset
special,E08,numeric8,5{YY}58{SERIAL:03d},2006,2006,1,1,58,official_completed_subset
special,E08,numeric8,5{YY}58{SERIAL:03d},2010,2010,1,1,58,official_completed_subset
special,E08,numeric8,5{YY}74{SERIAL:03d},2010,2010,1,1,74,official_completed_subset
special,E09,alpha_numeric,E{YY}24{SERIAL:03d},2005,2005,1,1,E0524,official_completed_subset
special,E09,alpha_numeric,E{YY}24{SERIAL:03d},2007,2007,1,2,E0724,official_completed_subset
special,E09,alpha_numeric,M{YY}25{SERIAL:03d},2008,2008,1,1,M0825,official_completed_subset
special,E09,numeric8,5{YY}02{SERIAL:03d},2010,2010,1,1,02,official_completed_subset
special,E09,numeric8,5{YY}04{SERIAL:03d},2010,2010,1,1,04,official_completed_subset
special,E09,numeric8,5{YY}06{SERIAL:03d},2010,2010,1,1,06,official_completed_subset
special,E09,numeric8,5{YY}23{SERIAL:03d},2003,2003,1,1,23,official_completed_subset
special,E09,numeric8,5{YY}23{SERIAL:03d},2008,2008,1,1,23,official_completed_subset
special,E09,numeric8,5{YY}23{SERIAL:03d},2013,2013,1,1,23,official_completed_subset
special,E09,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E09,numeric8,5{YY}24{SERIAL:03d},2008,2008,1,1,24,official_completed_subset
special,E09,numeric8,5{YY}24{SERIAL:03d},2010,2010,1,1,24,official_completed_subset
special,E09,numeric8,5{YY}24{SERIAL:03d},2012,2012,1,1,24,official_completed_subset
special,E09,numeric8,5{YY}27{SERIAL:03d},2007,2007,1,1,27,official_completed_subset
special,E09,numeric8,5{YY}27{SERIAL:03d},2009,2011,3,3,27,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},1989,1989,1,1,49,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},1991,1991,1,2,49,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},1994,1994,1,3,49,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},1996,1996,1,2,49,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},1998,2002,5,7,49,official_completed_subset
special,E09,numeric8,5{YY}49{SERIAL:03d},2004,2013,10,41,49,official_completed_subset
special,E09,numeric8,5{YY}59{SERIAL:03d},1991,1991,1,1,59,official_completed_subset
special,E09,numeric8,5{YY}59{SERIAL:03d},2004,2004,1,1,59,official_completed_subset
special,E09,numeric8,5{YY}60{SERIAL:03d},2010,2010,1,2,60,official_completed_subset
special,E10,numeric8,5{YY}20{SERIAL:03d},2013,2013,1,1,20,official_completed_subset
special,E10,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E10,numeric8,5{YY}24{SERIAL:03d},2012,2012,1,1,24,official_completed_subset
special,E10,numeric8,5{YY}27{SERIAL:03d},2003,2003,1,1,27,official_completed_subset
special,E10,numeric8,5{YY}27{SERIAL:03d},2007,2007,1,1,27,official_completed_subset
special,E10,numeric8,5{YY}27{SERIAL:03d},2013,2013,1,1,27,official_completed_subset
special,E10,numeric8,5{YY}48{SERIAL:03d},1999,2001,3,3,48,official_completed_subset
special,E10,numeric8,5{YY}48{SERIAL:03d},2003,2004,2,2,48,official_completed_subset
special,E10,numeric8,5{YY}48{SERIAL:03d},2007,2009,3,4,48,official_completed_subset
special,E10,numeric8,5{YY}48{SERIAL:03d},2011,2013,3,9,48,official_completed_subset
special,E10,numeric8,5{YY}49{SERIAL:03d},2003,2003,1,1,49,official_completed_subset
special,E10,numeric8,5{YY}49{SERIAL:03d},2005,2005,1,1,49,official_completed_subset
special,E10,numeric8,5{YY}49{SERIAL:03d},2007,2007,1,2,49,official_completed_subset
special,E10,numeric8,5{YY}49{SERIAL:03d},2009,2009,1,1,49,official_completed_subset
special,E10,numeric8,5{YY}49{SERIAL:03d},2011,2013,3,3,49,official_completed_subset
special,E10,numeric8,5{YY}51{SERIAL:03d},2010,2010,1,1,51,official_completed_subset
special,E10,numeric8,5{YY}71{SERIAL:03d},2010,2010,1,1,71,official_completed_subset
special,E11,numeric8,5{YY}02{SERIAL:03d},2010,2010,1,1,02,official_completed_subset
special,E11,numeric8,5{YY}24{SERIAL:03d},2004,2004,1,1,24,official_completed_subset
special,E11,numeric8,5{YY}49{SERIAL:03d},2008,2013,6,11,49,official_completed_subset
special,E11,numeric8,5{YY}72{SERIAL:03d},2010,2010,1,1,72,official_completed_subset
youth_c,E01,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,7,00,official_completed_subset
youth_c,E01,numeric8,5{YY}01{SERIAL:03d},1989,2023,35,3159,01,official_completed_subset
youth_c,E02,numeric8,5{YY}00{SERIAL:03d},1987,1987,1,1,00,official_completed_subset
youth_c,E02,numeric8,5{YY}02{SERIAL:03d},1989,2023,35,4625,02,official_completed_subset
youth_c,E03,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,3,00,official_completed_subset
youth_c,E03,numeric8,5{YY}03{SERIAL:03d},1989,2022,34,3147,03,official_completed_subset
youth_c,E04,numeric8,5{YY}00{SERIAL:03d},1987,1987,1,1,00,official_completed_subset
youth_c,E04,numeric8,5{YY}04{SERIAL:03d},1989,2022,34,3885,04,official_completed_subset
youth_c,E05,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,7,00,official_completed_subset
youth_c,E05,numeric8,5{YY}05{SERIAL:03d},1989,2023,35,6790,05,official_completed_subset
youth_c,E06,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,8,00,official_completed_subset
youth_c,E06,numeric8,5{YY}06{SERIAL:03d},1989,2022,34,3272,06,official_completed_subset
youth_c,E07,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,4,00,official_completed_subset
youth_c,E07,numeric8,5{YY}07{SERIAL:03d},1989,2023,35,2600,07,official_completed_subset
youth_c,E08,numeric8,5{YY}00{SERIAL:03d},1988,1988,1,1,00,official_completed_subset
youth_c,E08,numeric8,5{YY}08{SERIAL:03d},1989,2023,35,5645,08,official_completed_subset
youth_c,E09,numeric8,5{YY}00{SERIAL:03d},1987,1988,2,5,00,official_completed_subset
youth_c,E09,numeric8,5{YY}09{SERIAL:03d},1989,2022,34,2122,09,official_completed_subset
youth_c,E10,numeric8,5{YY}00{SERIAL:03d},1988,1988,1,1,00,official_completed_subset
youth_c,E10,numeric8,5{YY}00{SERIAL:03d},2020,2022,3,409,00,official_completed_subset
youth_c,E10,numeric8,5{YY}08{SERIAL:03d},1989,2019,31,1551,08,official_completed_subset
youth_c,E10,numeric8,5{YY}09{SERIAL:03d},1990,1992,3,4,09,official_completed_subset
youth_c,E10,numeric8,5{YY}09{SERIAL:03d},1994,1995,2,3,09,official_completed_subset
youth_c,E10,numeric8,5{YY}09{SERIAL:03d},1999,2003,5,7,09,official_completed_subset
youth_c,E10,numeric8,5{YY}09{SERIAL:03d},2005,2019,15,437,09,official_completed_subset
youth_c,E11,numeric8,5{YY}01{SERIAL:03d},2020,2021,2,204,01,official_completed_subset
youth_c,E11,numeric8,5{YY}09{SERIAL:03d},1998,1999,2,3,09,official_completed_subset
youth_c,E11,numeric8,5{YY}09{SERIAL:03d},2002,2019,18,784,09,official_completed_subset
youth_c,E12,numeric8,5{YY}02{SERIAL:03d},2020,2021,2,186,02,official_completed_subset
youth_c,E12,numeric8,5{YY}02{SERIAL:03d},2023,2023,1,1,02,official_completed_subset
youth_c,E13,numeric8,5{YY}03{SERIAL:03d},2020,2023,4,157,03,official_completed_subset
