project_type,discipline_scope,format_family,template,start_year,end_year,observed_year_count,observed_project_count,program_codes,evidence_scope
general,E01,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,222,70,official_completed_subset
general,E01,numeric8,5{YY}71{SERIAL:03d},1989,2020,32,4184,71,official_completed_subset
general,E02,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,109,70,official_completed_subset
general,E02,numeric8,5{YY}72{SERIAL:03d},1989,2021,33,4925,72,official_completed_subset
general,E03,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,73,70,official_completed_subset
general,E03,numeric8,5{YY}73{SERIAL:03d},1989,2020,32,3461,73,official_completed_subset
general,E04,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,76,70,official_completed_subset
general,E04,numeric8,5{YY}74{SERIAL:03d},1989,2020,32,4479,74,official_completed_subset
general,E05,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,271,70,official_completed_subset
general,E05,numeric8,5{YY}75{SERIAL:03d},1989,2020,32,8832,75,official_completed_subset
general,E05,numeric8,5{YY}79{SERIAL:03d},1993,1993,1,1,79,official_completed_subset
general,E05,numeric8,5{YY}79{SERIAL:03d},1995,1995,1,1,79,official_completed_subset
general,E06,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,158,70,official_completed_subset
general,E06,numeric8,5{YY}76{SERIAL:03d},1989,2020,32,3756,76,official_completed_subset
general,E07,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,81,70,official_completed_subset
general,E07,numeric8,5{YY}77{SERIAL:03d},1989,2021,33,3002,77,official_completed_subset
general,E08,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,135,70,official_completed_subset
general,E08,numeric8,5{YY}78{SERIAL:03d},1989,2020,32,6453,78,official_completed_subset
general,E09,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,62,70,official_completed_subset
general,E09,numeric8,5{YY}78{SERIAL:03d},1997,1997,1,1,78,official_completed_subset
general,E09,numeric8,5{YY}79{SERIAL:03d},1989,2020,32,2362,79,official_completed_subset
general,E10,numeric8,5{YY}70{SERIAL:03d},1986,1988,3,30,70,official_completed_subset
general,E10,numeric8,5{YY}70{SERIAL:03d},2020,2020,1,196,70,official_completed_subset
general,E10,numeric8,5{YY}78{SERIAL:03d},1989,2019,31,1674,78,official_completed_subset
general,E10,numeric8,5{YY}79{SERIAL:03d},1989,2019,31,442,79,official_completed_subset
general,E11,numeric8,5{YY}70{SERIAL:03d},1988,1988,1,1,70,official_completed_subset
general,E11,numeric8,5{YY}71{SERIAL:03d},2020,2020,1,110,71,official_completed_subset
general,E11,numeric8,5{YY}79{SERIAL:03d},1989,1989,1,1,79,official_completed_subset
general,E11,numeric8,5{YY}79{SERIAL:03d},1991,1992,2,2,79,official_completed_subset
general,E11,numeric8,5{YY}79{SERIAL:03d},1994,1995,2,2,79,official_completed_subset
general,E11,numeric8,5{YY}79{SERIAL:03d},1997,1997,1,2,79,official_completed_subset
general,E11,numeric8,5{YY}79{SERIAL:03d},1999,2019,21,785,79,official_completed_subset
general,E12,numeric8,5{YY}72{SERIAL:03d},2020,2020,1,102,72,official_completed_subset
general,E13,numeric8,5{YY}73{SERIAL:03d},2020,2020,1,94,73,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}04{SERIAL:03d},2012,2015,4,10,U1204;U1304;U1404;U1504,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}06{SERIAL:03d},2017,2020,4,5,U1706;U1806;U1906;U2006,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}07{SERIAL:03d},2014,2014,1,1,U1407,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}08{SERIAL:03d},2015,2019,5,9,U1508;U1608;U1708;U1808;U1908,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}09{SERIAL:03d},2018,2018,1,2,U1809,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}10{SERIAL:03d},2016,2018,3,8,U1610;U1710;U1810,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}34{SERIAL:03d},2007,2007,1,1,U0734,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}34{SERIAL:03d},2011,2012,2,2,U1134;U1234,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}35{SERIAL:03d},2014,2014,1,2,U1435,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}37{SERIAL:03d},2015,2018,4,11,U1537;U1637;U1737;U1837,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}37{SERIAL:03d},2020,2020,1,1,U2037,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}64{SERIAL:03d},2015,2017,3,4,U1564;U1664;U1764,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}64{SERIAL:03d},2019,2019,1,1,U1964,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}67{SERIAL:03d},2018,2020,3,8,U1867;U1967;U2067,official_completed_subset
joint_fund,E01,alpha_numeric,U{YY}74{SERIAL:03d},2007,2007,1,1,U0774,official_completed_subset
joint_fund,E01,numeric8,5{YY}22{SERIAL:03d},2001,2001,1,2,22,official_completed_subset
joint_fund,E01,numeric8,5{YY}22{SERIAL:03d},2005,2005,1,1,22,official_completed_subset
joint_fund,E01,numeric8,5{YY}31{SERIAL:03d},2008,2008,1,1,31,official_completed_subset
joint_fund,E01,numeric8,5{YY}71{SERIAL:03d},2001,2009,9,39,71,official_completed_subset
joint_fund,E01,other,U19A2{SERIAL:03d},2019,2019,1,3,U19A2,official_completed_subset
joint_fund,E01,other,U20A20{SERIAL:03d},2020,2020,1,8,U20A20,official_completed_subset
joint_fund,E01,other,U20B2{SERIAL:03d},2020,2020,1,3,U20B2,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}04{SERIAL:03d},2012,2015,4,19,U1204;U1304;U1404;U1504,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}06{SERIAL:03d},2018,2019,2,4,U1806;U1906,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}08{SERIAL:03d},2018,2018,1,2,U1808,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}09{SERIAL:03d},2018,2019,2,5,U1809;U1909,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}10{SERIAL:03d},2015,2019,5,32,U1510;U1610;U1710;U1810;U1910,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}34{SERIAL:03d},2006,2007,2,7,U0634;U0734,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}34{SERIAL:03d},2011,2011,1,1,U1134,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}35{SERIAL:03d},2014,2014,1,5,U1435,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}37{SERIAL:03d},2015,2019,5,10,U1537;U1637;U1737;U1837;U1937,official_completed_subset
joint_fund,E02,alpha_numeric,U{YY}64{SERIAL:03d},2016,2019,4,7,U1664;U1764;U1864;U1964,official_completed_subset
joint_fund,E02,numeric8,5{YY}72{SERIAL:03d},2001,2003,3,6,72,official_completed_subset
joint_fund,E02,numeric8,5{YY}72{SERIAL:03d},2007,2007,1,1,72,official_completed_subset
joint_fund,E02,other,U19A2{SERIAL:03d},2019,2019,1,7,U19A2,official_completed_subset
joint_fund,E02,other,U20A20{SERIAL:03d},2020,2020,1,17,U20A20,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}04{SERIAL:03d},2012,2015,4,12,U1204;U1304;U1404;U1504,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}06{SERIAL:03d},2017,2017,1,1,U1706,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}06{SERIAL:03d},2020,2020,1,1,U2006,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}08{SERIAL:03d},2016,2019,4,4,U1608;U1708;U1808;U1908,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}09{SERIAL:03d},2018,2018,1,1,U1809,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}10{SERIAL:03d},2015,2015,1,3,U1510,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}10{SERIAL:03d},2017,2018,2,2,U1710;U1810,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}34{SERIAL:03d},2006,2006,1,2,U0634,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}34{SERIAL:03d},2011,2011,1,1,U1134,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}37{SERIAL:03d},2015,2015,1,1,U1537,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}37{SERIAL:03d},2018,2018,1,2,U1837,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}37{SERIAL:03d},2020,2020,1,1,U2037,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}64{SERIAL:03d},2016,2016,1,1,U1664,official_completed_subset
joint_fund,E03,alpha_numeric,U{YY}64{SERIAL:03d},2018,2018,1,1,U1864,official_completed_subset
joint_fund,E03,numeric8,5{YY}03{SERIAL:03d},2001,2001,1,2,03,official_completed_subset
joint_fund,E03,numeric8,5{YY}73{SERIAL:03d},2001,2002,2,3,73,official_completed_subset
joint_fund,E03,other,U19A2{SERIAL:03d},2019,2019,1,3,U19A2,official_completed_subset
joint_fund,E03,other,U20A20{SERIAL:03d},2020,2020,1,10,U20A20,official_completed_subset
joint_fund,E03,other,U20B2{SERIAL:03d},2020,2020,1,1,U20B2,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}04{SERIAL:03d},2012,2015,4,12,U1204;U1304;U1404;U1504,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}07{SERIAL:03d},2014,2014,1,1,U1407,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}08{SERIAL:03d},2015,2019,5,14,U1508;U1608;U1708;U1808;U1908,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}10{SERIAL:03d},2015,2018,4,25,U1510;U1610;U1710;U1810,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}35{SERIAL:03d},2014,2014,1,3,U1435,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}37{SERIAL:03d},2015,2015,1,1,U1537,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}60{SERIAL:03d},2012,2019,8,139,U1260;U1360;U1460;U1560;U1660;U1760;U1860;U1960,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}61{SERIAL:03d},2012,2013,2,84,U1261;U1361,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}64{SERIAL:03d},2016,2018,3,3,U1664;U1764;U1864,official_completed_subset
joint_fund,E04,alpha_numeric,U{YY}67{SERIAL:03d},2019,2019,1,2,U1967,official_completed_subset
joint_fund,E04,numeric8,5{YY}30{SERIAL:03d},2001,2001,1,2,30,official_completed_subset
joint_fund,E04,numeric8,5{YY}34{SERIAL:03d},2003,2011,9,42,34,official_completed_subset
joint_fund,E04,numeric8,5{YY}74{SERIAL:03d},2001,2011,11,176,74,official_completed_subset
joint_fund,E04,other,U19A20{SERIAL:03d},2019,2019,1,1,U19A20,official_completed_subset
joint_fund,E04,other,U19A2{SERIAL:03d},2019,2019,1,3,U19A2,official_completed_subset
joint_fund,E04,other,U19B2{SERIAL:03d},2019,2019,1,4,U19B2,official_completed_subset
joint_fund,E04,other,U20A20{SERIAL:03d},2020,2020,1,16,U20A20,official_completed_subset
joint_fund,E04,other,U20B2{SERIAL:03d},2020,2020,1,2,U20B2,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}04{SERIAL:03d},2012,2015,4,19,U1204;U1304;U1404;U1504,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}08{SERIAL:03d},2015,2019,5,25,U1508;U1608;U1708;U1808;U1908,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}09{SERIAL:03d},2015,2019,5,21,U1509;U1609;U1709;U1809;U1909,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}10{SERIAL:03d},2015,2019,5,18,U1510;U1610;U1710;U1810;U1910,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}13{SERIAL:03d},2016,2020,5,28,U1613;U1713;U1813;U1913;U2013,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}34{SERIAL:03d},2007,2007,1,2,U0734,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}34{SERIAL:03d},2011,2015,5,14,U1134;U1234;U1334;U1434;U1534,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}34{SERIAL:03d},2017,2019,3,6,U1734;U1834;U1934,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}35{SERIAL:03d},2006,2006,1,1,U0635,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}37{SERIAL:03d},2015,2020,6,74,U1537;U1637;U1737;U1837;U1937;U2037,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}64{SERIAL:03d},2015,2019,5,14,U1564;U1664;U1764;U1864;U1964,official_completed_subset
joint_fund,E05,alpha_numeric,U{YY}67{SERIAL:03d},2020,2020,1,2,U2067,official_completed_subset
joint_fund,E05,numeric8,5{YY}22{SERIAL:03d},2001,2001,1,6,22,official_completed_subset
joint_fund,E05,numeric8,5{YY}22{SERIAL:03d},2004,2004,1,1,22,official_completed_subset
joint_fund,E05,numeric8,5{YY}35{SERIAL:03d},2003,2003,1,1,35,official_completed_subset
joint_fund,E05,numeric8,5{YY}75{SERIAL:03d},2006,2006,1,1,75,official_completed_subset
joint_fund,E05,other,U19A20{SERIAL:03d},2019,2019,1,4,U19A20,official_completed_subset
joint_fund,E05,other,U20A20{SERIAL:03d},2020,2020,1,17,U20A20,official_completed_subset
