segment_id,approval_year,project_type,discipline_scope,format_family,prefix_before_serial,serial_width,regex,observed_count,min_serial,max_serial,range_size,density,contiguous_run_count,internal_gap_count,min_number,max_number,rule_strength,evidence_scope
1986|general|E01|58670|3,1986,general,E01,numeric8,58670,3,^58670\d{3}$,76,248,323,76,1.000000,1,0,58670248,58670323,contiguous,official_completed_subset
1986|general|E02|58670|3,1986,general,E02,numeric8,58670,3,^58670\d{3}$,30,340,369,30,1.000000,1,0,58670340,58670369,contiguous,official_completed_subset
1986|general|E03|58670|3,1986,general,E03,numeric8,58670,3,^58670\d{3}$,23,396,418,23,1.000000,1,0,58670396,58670418,contiguous,official_completed_subset
1986|general|E04|58670|3,1986,general,E04,numeric8,58670,3,^58670\d{3}$,26,370,395,26,1.000000,1,0,58670370,58670395,contiguous,official_completed_subset
1986|general|E05|58670|3,1986,general,E05,numeric8,58670,3,^58670\d{3}$,100,93,192,100,1.000000,1,0,58670093,58670192,contiguous,official_completed_subset
1986|general|E06|58670|3,1986,general,E06,numeric8,58670,3,^58670\d{3}$,64,29,92,64,1.000000,1,0,58670029,58670092,contiguous,official_completed_subset
1986|general|E07|58670|3,1986,general,E07,numeric8,58670,3,^58670\d{3}$,28,1,28,28,1.000000,1,0,58670001,58670028,contiguous,official_completed_subset
1986|general|E08|58670|3,1986,general,E08,numeric8,58670,3,^58670\d{3}$,54,193,247,55,0.981818,2,1,58670193,58670247,dense,official_completed_subset
1986|general|E09|58670|3,1986,general,E09,numeric8,58670,3,^58670\d{3}$,16,324,339,16,1.000000,1,0,58670324,58670339,contiguous,official_completed_subset
1986|general|E10|58670|3,1986,general,E10,numeric8,58670,3,^58670\d{3}$,1,245,245,1,1.000000,1,0,58670245,58670245,contiguous,official_completed_subset
1987|general|E01|58770|3,1987,general,E01,numeric8,58770,3,^58770\d{3}$,77,1,79,79,0.974684,2,2,58770001,58770079,dense,official_completed_subset
1987|general|E02|58770|3,1987,general,E02,numeric8,58770,3,^58770\d{3}$,43,77,121,45,0.955556,2,2,58770077,58770121,dense,official_completed_subset
1987|general|E03|58770|3,1987,general,E03,numeric8,58770,3,^58770\d{3}$,27,122,148,27,1.000000,1,0,58770122,58770148,contiguous,official_completed_subset
1987|general|E04|58770|3,1987,general,E04,numeric8,58770,3,^58770\d{3}$,22,149,170,22,1.000000,1,0,58770149,58770170,contiguous,official_completed_subset
1987|general|E05|58770|3,1987,general,E05,numeric8,58770,3,^58770\d{3}$,89,171,323,153,0.581699,3,64,58770171,58770323,moderate,official_completed_subset
1987|general|E06|58770|3,1987,general,E06,numeric8,58770,3,^58770\d{3}$,44,258,301,44,1.000000,1,0,58770258,58770301,contiguous,official_completed_subset
1987|general|E07|58770|3,1987,general,E07,numeric8,58770,3,^58770\d{3}$,28,302,331,30,0.933333,3,2,58770302,58770331,dense,official_completed_subset
1987|general|E08|58770|3,1987,general,E08,numeric8,58770,3,^58770\d{3}$,45,332,389,58,0.775862,12,13,58770332,58770389,moderate,official_completed_subset
1987|general|E09|58770|3,1987,general,E09,numeric8,58770,3,^58770\d{3}$,22,390,411,22,1.000000,1,0,58770390,58770411,contiguous,official_completed_subset
1987|general|E10|58770|3,1987,general,E10,numeric8,58770,3,^58770\d{3}$,13,336,388,53,0.245283,11,40,58770336,58770388,sparse,official_completed_subset
1987|special|E01|58750|3,1987,special,E01,numeric8,58750,3,^58750\d{3}$,2,412,413,2,1.000000,1,0,58750412,58750413,contiguous,official_completed_subset
1987|special|E01|58780|3,1987,special,E01,numeric8,58780,3,^58780\d{3}$,14,1,14,14,1.000000,1,0,58780001,58780014,contiguous,official_completed_subset
1987|special|E02|58780|3,1987,special,E02,numeric8,58780,3,^58780\d{3}$,14,15,32,18,0.777778,3,4,58780015,58780032,moderate,official_completed_subset
1987|special|E03|58780|3,1987,special,E03,numeric8,58780,3,^58780\d{3}$,8,25,36,12,0.666667,3,4,58780025,58780036,moderate,official_completed_subset
1987|special|E05|58780|3,1987,special,E05,numeric8,58780,3,^58780\d{3}$,4,37,40,4,1.000000,1,0,58780037,58780040,contiguous,official_completed_subset
1987|special|E06|58780|3,1987,special,E06,numeric8,58780,3,^58780\d{3}$,7,41,47,7,1.000000,1,0,58780041,58780047,contiguous,official_completed_subset
1987|special|E07|58750|3,1987,special,E07,numeric8,58750,3,^58750\d{3}$,1,414,414,1,1.000000,1,0,58750414,58750414,contiguous,official_completed_subset
1987|special|E07|58780|3,1987,special,E07,numeric8,58780,3,^58780\d{3}$,1,48,48,1,1.000000,1,0,58780048,58780048,contiguous,official_completed_subset
1987|youth_c|E01|58700|3,1987,youth_c,E01,numeric8,58700,3,^58700\d{3}$,3,2,4,3,1.000000,1,0,58700002,58700004,contiguous,official_completed_subset
1987|youth_c|E02|58700|3,1987,youth_c,E02,numeric8,58700,3,^58700\d{3}$,1,5,5,1,1.000000,1,0,58700005,58700005,contiguous,official_completed_subset
1987|youth_c|E03|58700|3,1987,youth_c,E03,numeric8,58700,3,^58700\d{3}$,1,6,6,1,1.000000,1,0,58700006,58700006,contiguous,official_completed_subset
1987|youth_c|E04|58700|3,1987,youth_c,E04,numeric8,58700,3,^58700\d{3}$,1,7,7,1,1.000000,1,0,58700007,58700007,contiguous,official_completed_subset
1987|youth_c|E05|58700|3,1987,youth_c,E05,numeric8,58700,3,^58700\d{3}$,2,8,9,2,1.000000,1,0,58700008,58700009,contiguous,official_completed_subset
1987|youth_c|E06|58700|3,1987,youth_c,E06,numeric8,58700,3,^58700\d{3}$,3,10,12,3,1.000000,1,0,58700010,58700012,contiguous,official_completed_subset
1987|youth_c|E07|58700|3,1987,youth_c,E07,numeric8,58700,3,^58700\d{3}$,1,13,13,1,1.000000,1,0,58700013,58700013,contiguous,official_completed_subset
1987|youth_c|E09|58700|3,1987,youth_c,E09,numeric8,58700,3,^58700\d{3}$,1,14,14,1,1.000000,1,0,58700014,58700014,contiguous,official_completed_subset
1988|general|E01|58870|3,1988,general,E01,numeric8,58870,3,^58870\d{3}$,69,1,390,390,0.176923,5,321,58870001,58870390,sparse,official_completed_subset
1988|general|E02|58870|3,1988,general,E02,numeric8,58870,3,^58870\d{3}$,36,67,102,36,1.000000,1,0,58870067,58870102,contiguous,official_completed_subset
1988|general|E03|58870|3,1988,general,E03,numeric8,58870,3,^58870\d{3}$,23,5,124,120,0.191667,2,97,58870005,58870124,sparse,official_completed_subset
1988|general|E04|58870|3,1988,general,E04,numeric8,58870,3,^58870\d{3}$,28,125,152,28,1.000000,1,0,58870125,58870152,contiguous,official_completed_subset
1988|general|E05|58870|3,1988,general,E05,numeric8,58870,3,^58870\d{3}$,82,153,359,207,0.396135,2,125,58870153,58870359,sparse,official_completed_subset
1988|general|E06|58870|3,1988,general,E06,numeric8,58870,3,^58870\d{3}$,50,3,282,280,0.178571,2,230,58870003,58870282,sparse,official_completed_subset
1988|general|E07|58870|3,1988,general,E07,numeric8,58870,3,^58870\d{3}$,25,283,307,25,1.000000,1,0,58870283,58870307,contiguous,official_completed_subset
1988|general|E08|58870|3,1988,general,E08,numeric8,58870,3,^58870\d{3}$,36,308,356,49,0.734694,7,13,58870308,58870356,moderate,official_completed_subset
1988|general|E09|58870|3,1988,general,E09,numeric8,58870,3,^58870\d{3}$,24,360,386,27,0.888889,4,3,58870360,58870386,dense,official_completed_subset
1988|general|E10|58870|3,1988,general,E10,numeric8,58870,3,^58870\d{3}$,16,310,374,65,0.246154,8,49,58870310,58870374,sparse,official_completed_subset
1988|general|E11|58870|3,1988,general,E11,numeric8,58870,3,^58870\d{3}$,1,372,372,1,1.000000,1,0,58870372,58870372,contiguous,official_completed_subset
1988|special|E01|58880|3,1988,special,E01,numeric8,58880,3,^58880\d{3}$,10,1,10,10,1.000000,1,0,58880001,58880010,contiguous,official_completed_subset
1988|special|E02|58880|3,1988,special,E02,numeric8,58880,3,^58880\d{3}$,4,11,14,4,1.000000,1,0,58880011,58880014,contiguous,official_completed_subset
1988|special|E03|58880|3,1988,special,E03,numeric8,58880,3,^58880\d{3}$,9,15,23,9,1.000000,1,0,58880015,58880023,contiguous,official_completed_subset
1988|special|E05|58880|3,1988,special,E05,numeric8,58880,3,^58880\d{3}$,6,24,29,6,1.000000,1,0,58880024,58880029,contiguous,official_completed_subset
1988|special|E06|58880|3,1988,special,E06,numeric8,58880,3,^58880\d{3}$,4,30,33,4,1.000000,1,0,58880030,58880033,contiguous,official_completed_subset
1988|youth_c|E01|58800|3,1988,youth_c,E01,numeric8,58800,3,^58800\d{3}$,4,1,4,4,1.000000,1,0,58800001,58800004,contiguous,official_completed_subset
1988|youth_c|E03|58800|3,1988,youth_c,E03,numeric8,58800,3,^58800\d{3}$,2,5,25,21,0.095238,2,19,58800005,58800025,sparse,official_completed_subset
1988|youth_c|E05|58800|3,1988,youth_c,E05,numeric8,58800,3,^58800\d{3}$,5,6,10,5,1.000000,1,0,58800006,58800010,contiguous,official_completed_subset
1988|youth_c|E06|58800|3,1988,youth_c,E06,numeric8,58800,3,^58800\d{3}$,5,11,15,5,1.000000,1,0,58800011,58800015,contiguous,official_completed_subset
1988|youth_c|E07|58800|3,1988,youth_c,E07,numeric8,58800,3,^58800\d{3}$,3,16,18,3,1.000000,1,0,58800016,58800018,contiguous,official_completed_subset
1988|youth_c|E08|58800|3,1988,youth_c,E08,numeric8,58800,3,^58800\d{3}$,1,20,20,1,1.000000,1,0,58800020,58800020,contiguous,official_completed_subset
1988|youth_c|E09|58800|3,1988,youth_c,E09,numeric8,58800,3,^58800\d{3}$,4,21,24,4,1.000000,1,0,58800021,58800024,contiguous,official_completed_subset
1988|youth_c|E10|58800|3,1988,youth_c,E10,numeric8,58800,3,^58800\d{3}$,1,19,19,1,1.000000,1,0,58800019,58800019,contiguous,official_completed_subset
1989|general|E01|58971|3,1989,general,E01,numeric8,58971,3,^58971\d{3}$,69,9,77,69,1.000000,1,0,58971009,58971077,contiguous,official_completed_subset
1989|general|E02|58972|3,1989,general,E02,numeric8,58972,3,^58972\d{3}$,41,78,118,41,1.000000,1,0,58972078,58972118,contiguous,official_completed_subset
1989|general|E03|58973|3,1989,general,E03,numeric8,58973,3,^58973\d{3}$,27,119,145,27,1.000000,1,0,58973119,58973145,contiguous,official_completed_subset
1989|general|E04|58974|3,1989,general,E04,numeric8,58974,3,^58974\d{3}$,25,146,170,25,1.000000,1,0,58974146,58974170,contiguous,official_completed_subset
1989|general|E05|58975|3,1989,general,E05,numeric8,58975,3,^58975\d{3}$,68,171,238,68,1.000000,1,0,58975171,58975238,contiguous,official_completed_subset
1989|general|E06|58976|3,1989,general,E06,numeric8,58976,3,^58976\d{3}$,49,239,287,49,1.000000,1,0,58976239,58976287,contiguous,official_completed_subset
1989|general|E07|58977|3,1989,general,E07,numeric8,58977,3,^58977\d{3}$,27,288,314,27,1.000000,1,0,58977288,58977314,contiguous,official_completed_subset
1989|general|E08|58978|3,1989,general,E08,numeric8,58978,3,^58978\d{3}$,56,315,380,66,0.848485,8,10,58978315,58978380,dense,official_completed_subset
1989|general|E09|58979|3,1989,general,E09,numeric8,58979,3,^58979\d{3}$,21,382,404,23,0.913043,3,2,58979382,58979404,dense,official_completed_subset
1989|general|E10|58978|3,1989,general,E10,numeric8,58978,3,^58978\d{3}$,10,317,366,50,0.200000,7,40,58978317,58978366,sparse,official_completed_subset
1989|general|E10|58979|3,1989,general,E10,numeric8,58979,3,^58979\d{3}$,2,381,389,9,0.222222,2,7,58979381,58979389,sparse,official_completed_subset
1989|general|E11|58979|3,1989,general,E11,numeric8,58979,3,^58979\d{3}$,1,391,391,1,1.000000,1,0,58979391,58979391,contiguous,official_completed_subset
1989|regional|E02|58962|3,1989,regional,E02,numeric8,58962,3,^58962\d{3}$,1,406,406,1,1.000000,1,0,58962406,58962406,contiguous,official_completed_subset
1989|regional|E05|58965|3,1989,regional,E05,numeric8,58965,3,^58965\d{3}$,1,407,407,1,1.000000,1,0,58965407,58965407,contiguous,official_completed_subset
1989|regional|E06|58966|3,1989,regional,E06,numeric8,58966,3,^58966\d{3}$,1,408,408,1,1.000000,1,0,58966408,58966408,contiguous,official_completed_subset
1989|regional|E09|58969|3,1989,regional,E09,numeric8,58969,3,^58969\d{3}$,2,409,410,2,1.000000,1,0,58969409,58969410,contiguous,official_completed_subset
1989|special|E01|58941|3,1989,special,E01,numeric8,58941,3,^58941\d{3}$,1,5,5,1,1.000000,1,0,58941005,58941005,contiguous,official_completed_subset
1989|special|E02|58942|3,1989,special,E02,numeric8,58942,3,^58942\d{3}$,2,6,8,3,0.666667,2,1,58942006,58942008,moderate,official_completed_subset
1989|special|E03|58943|3,1989,special,E03,numeric8,58943,3,^58943\d{3}$,3,2,405,404,0.007426,3,401,58943002,58943405,sparse,official_completed_subset
1989|special|E05|58945|3,1989,special,E05,numeric8,58945,3,^58945\d{3}$,1,7,7,1,1.000000,1,0,58945007,58945007,contiguous,official_completed_subset
1989|special|E06|58946|3,1989,special,E06,numeric8,58946,3,^58946\d{3}$,1,1,1,1,1.000000,1,0,58946001,58946001,contiguous,official_completed_subset
1989|special|E09|58949|3,1989,special,E09,numeric8,58949,3,^58949\d{3}$,1,3,3,1,1.000000,1,0,58949003,58949003,contiguous,official_completed_subset
1989|youth_c|E01|58901|3,1989,youth_c,E01,numeric8,58901,3,^58901\d{3}$,11,411,421,11,1.000000,1,0,58901411,58901421,contiguous,official_completed_subset
1989|youth_c|E02|58902|3,1989,youth_c,E02,numeric8,58902,3,^58902\d{3}$,5,422,426,5,1.000000,1,0,58902422,58902426,contiguous,official_completed_subset
1989|youth_c|E03|58903|3,1989,youth_c,E03,numeric8,58903,3,^58903\d{3}$,4,427,430,4,1.000000,1,0,58903427,58903430,contiguous,official_completed_subset
1989|youth_c|E04|58904|3,1989,youth_c,E04,numeric8,58904,3,^58904\d{3}$,5,431,435,5,1.000000,1,0,58904431,58904435,contiguous,official_completed_subset
1989|youth_c|E05|58905|3,1989,youth_c,E05,numeric8,58905,3,^58905\d{3}$,7,436,442,7,1.000000,1,0,58905436,58905442,contiguous,official_completed_subset
1989|youth_c|E06|58906|3,1989,youth_c,E06,numeric8,58906,3,^58906\d{3}$,5,443,447,5,1.000000,1,0,58906443,58906447,contiguous,official_completed_subset
1989|youth_c|E07|58907|3,1989,youth_c,E07,numeric8,58907,3,^58907\d{3}$,5,448,452,5,1.000000,1,0,58907448,58907452,contiguous,official_completed_subset
1989|youth_c|E08|58908|3,1989,youth_c,E08,numeric8,58908,3,^58908\d{3}$,7,453,460,8,0.875000,2,1,58908453,58908460,dense,official_completed_subset
1989|youth_c|E09|58909|3,1989,youth_c,E09,numeric8,58909,3,^58909\d{3}$,4,461,464,4,1.000000,1,0,58909461,58909464,contiguous,official_completed_subset
1989|youth_c|E10|58908|3,1989,youth_c,E10,numeric8,58908,3,^58908\d{3}$,1,456,456,1,1.000000,1,0,58908456,58908456,contiguous,official_completed_subset
1990|general|E01|59071|3,1990,general,E01,numeric8,59071,3,^59071\d{3}$,66,5,70,66,1.000000,1,0,59071005,59071070,contiguous,official_completed_subset
1990|general|E02|59072|3,1990,general,E02,numeric8,59072,3,^59072\d{3}$,42,71,112,42,1.000000,1,0,59072071,59072112,contiguous,official_completed_subset
1990|general|E03|59073|3,1990,general,E03,numeric8,59073,3,^59073\d{3}$,28,113,140,28,1.000000,1,0,59073113,59073140,contiguous,official_completed_subset
1990|general|E04|59074|3,1990,general,E04,numeric8,59074,3,^59074\d{3}$,27,141,167,27,1.000000,1,0,59074141,59074167,contiguous,official_completed_subset
1990|general|E05|59075|3,1990,general,E05,numeric8,59075,3,^59075\d{3}$,81,168,248,81,1.000000,1,0,59075168,59075248,contiguous,official_completed_subset
1990|general|E06|59076|3,1990,general,E06,numeric8,59076,3,^59076\d{3}$,46,249,294,46,1.000000,1,0,59076249,59076294,contiguous,official_completed_subset
1990|general|E07|59077|3,1990,general,E07,numeric8,59077,3,^59077\d{3}$,25,295,319,25,1.000000,1,0,59077295,59077319,contiguous,official_completed_subset
1990|general|E08|59078|3,1990,general,E08,numeric8,59078,3,^59078\d{3}$,46,320,377,58,0.793103,10,12,59078320,59078377,moderate,official_completed_subset
1990|general|E09|59079|3,1990,general,E09,numeric8,59079,3,^59079\d{3}$,29,378,407,30,0.966667,2,1,59079378,59079407,dense,official_completed_subset
1990|general|E10|59078|3,1990,general,E10,numeric8,59078,3,^59078\d{3}$,12,326,375,50,0.240000,9,38,59078326,59078375,sparse,official_completed_subset
1990|general|E10|59079|3,1990,general,E10,numeric8,59079,3,^59079\d{3}$,1,406,406,1,1.000000,1,0,59079406,59079406,contiguous,official_completed_subset
1990|regional|E01|59061|3,1990,regional,E01,numeric8,59061,3,^59061\d{3}$,2,509,510,2,1.000000,1,0,59061509,59061510,contiguous,official_completed_subset
1990|regional|E02|59062|3,1990,regional,E02,numeric8,59062,3,^59062\d{3}$,1,511,511,1,1.000000,1,0,59062511,59062511,contiguous,official_completed_subset
1990|regional|E03|59063|3,1990,regional,E03,numeric8,59063,3,^59063\d{3}$,1,512,512,1,1.000000,1,0,59063512,59063512,contiguous,official_completed_subset
1990|regional|E05|59065|3,1990,regional,E05,numeric8,59065,3,^59065\d{3}$,2,513,514,2,1.000000,1,0,59065513,59065514,contiguous,official_completed_subset
1990|regional|E06|59066|3,1990,regional,E06,numeric8,59066,3,^59066\d{3}$,1,515,515,1,1.000000,1,0,59066515,59066515,contiguous,official_completed_subset
1990|regional|E08|59068|3,1990,regional,E08,numeric8,59068,3,^59068\d{3}$,1,516,516,1,1.000000,1,0,59068516,59068516,contiguous,official_completed_subset
1990|regional|E09|59069|3,1990,regional,E09,numeric8,59069,3,^59069\d{3}$,2,517,518,2,1.000000,1,0,59069517,59069518,contiguous,official_completed_subset
1990|special|E01|59041|3,1990,special,E01,numeric8,59041,3,^59041\d{3}$,2,2,4,3,0.666667,2,1,59041002,59041004,moderate,official_completed_subset
1990|special|E01|59081|3,1990,special,E01,numeric8,59081,3,^59081\d{3}$,9,408,416,9,1.000000,1,0,59081408,59081416,contiguous,official_completed_subset
1990|special|E02|59042|3,1990,special,E02,numeric8,59042,3,^59042\d{3}$,1,1,1,1,1.000000,1,0,59042001,59042001,contiguous,official_completed_subset
1990|special|E02|59082|3,1990,special,E02,numeric8,59082,3,^59082\d{3}$,11,417,427,11,1.000000,1,0,59082417,59082427,contiguous,official_completed_subset
1990|special|E03|59083|3,1990,special,E03,numeric8,59083,3,^59083\d{3}$,5,428,432,5,1.000000,1,0,59083428,59083432,contiguous,official_completed_subset
1990|special|E05|59045|3,1990,special,E05,numeric8,59045,3,^59045\d{3}$,1,3,3,1,1.000000,1,0,59045003,59045003,contiguous,official_completed_subset
1990|special|E05|59085|3,1990,special,E05,numeric8,59085,3,^59085\d{3}$,8,433,440,8,1.000000,1,0,59085433,59085440,contiguous,official_completed_subset
1990|special|E06|59086|3,1990,special,E06,numeric8,59086,3,^59086\d{3}$,3,441,443,3,1.000000,1,0,59086441,59086443,contiguous,official_completed_subset
1990|youth_c|E01|59001|3,1990,youth_c,E01,numeric8,59001,3,^59001\d{3}$,13,444,456,13,1.000000,1,0,59001444,59001456,contiguous,official_completed_subset
1990|youth_c|E02|59002|3,1990,youth_c,E02,numeric8,59002,3,^59002\d{3}$,5,457,461,5,1.000000,1,0,59002457,59002461,contiguous,official_completed_subset
1990|youth_c|E03|59003|3,1990,youth_c,E03,numeric8,59003,3,^59003\d{3}$,3,462,464,3,1.000000,1,0,59003462,59003464,contiguous,official_completed_subset
1990|youth_c|E04|59004|3,1990,youth_c,E04,numeric8,59004,3,^59004\d{3}$,4,465,468,4,1.000000,1,0,59004465,59004468,contiguous,official_completed_subset
1990|youth_c|E05|59005|3,1990,youth_c,E05,numeric8,59005,3,^59005\d{3}$,13,469,481,13,1.000000,1,0,59005469,59005481,contiguous,official_completed_subset
1990|youth_c|E06|59006|3,1990,youth_c,E06,numeric8,59006,3,^59006\d{3}$,8,482,489,8,1.000000,1,0,59006482,59006489,contiguous,official_completed_subset
1990|youth_c|E07|59007|3,1990,youth_c,E07,numeric8,59007,3,^59007\d{3}$,3,490,492,3,1.000000,1,0,59007490,59007492,contiguous,official_completed_subset
1990|youth_c|E08|59008|3,1990,youth_c,E08,numeric8,59008,3,^59008\d{3}$,9,493,503,11,0.818182,3,2,59008493,59008503,dense,official_completed_subset
1990|youth_c|E09|59009|3,1990,youth_c,E09,numeric8,59009,3,^59009\d{3}$,4,504,507,4,1.000000,1,0,59009504,59009507,contiguous,official_completed_subset
1990|youth_c|E10|59008|3,1990,youth_c,E10,numeric8,59008,3,^59008\d{3}$,2,494,496,3,0.666667,2,1,59008494,59008496,moderate,official_completed_subset
1990|youth_c|E10|59009|3,1990,youth_c,E10,numeric8,59009,3,^59009\d{3}$,1,508,508,1,1.000000,1,0,59009508,59009508,contiguous,official_completed_subset
1991|general|E01|59171|3,1991,general,E01,numeric8,59171,3,^59171\d{3}$,66,1,67,67,0.985075,2,1,59171001,59171067,dense,official_completed_subset
1991|general|E02|59172|3,1991,general,E02,numeric8,59172,3,^59172\d{3}$,40,68,107,40,1.000000,1,0,59172068,59172107,contiguous,official_completed_subset
1991|general|E03|59173|3,1991,general,E03,numeric8,59173,3,^59173\d{3}$,25,108,132,25,1.000000,1,0,59173108,59173132,contiguous,official_completed_subset
1991|general|E04|59174|3,1991,general,E04,numeric8,59174,3,^59174\d{3}$,24,133,156,24,1.000000,1,0,59174133,59174156,contiguous,official_completed_subset
1991|general|E05|59175|3,1991,general,E05,numeric8,59175,3,^59175\d{3}$,84,157,240,84,1.000000,1,0,59175157,59175240,contiguous,official_completed_subset
1991|general|E06|59176|3,1991,general,E06,numeric8,59176,3,^59176\d{3}$,43,241,283,43,1.000000,1,0,59176241,59176283,contiguous,official_completed_subset
1991|general|E07|59177|3,1991,general,E07,numeric8,59177,3,^59177\d{3}$,20,284,303,20,1.000000,1,0,59177284,59177303,contiguous,official_completed_subset
1991|general|E08|59178|3,1991,general,E08,numeric8,59178,3,^59178\d{3}$,51,304,363,60,0.850000,2,9,59178304,59178363,dense,official_completed_subset
1991|general|E09|59179|3,1991,general,E09,numeric8,59179,3,^59179\d{3}$,24,365,390,26,0.923077,2,2,59179365,59179390,dense,official_completed_subset
1991|general|E10|59178|3,1991,general,E10,numeric8,59178,3,^59178\d{3}$,9,322,330,9,1.000000,1,0,59178322,59178330,contiguous,official_completed_subset
1991|general|E10|59179|3,1991,general,E10,numeric8,59179,3,^59179\d{3}$,2,387,388,2,1.000000,1,0,59179387,59179388,contiguous,official_completed_subset
1991|general|E11|59179|3,1991,general,E11,numeric8,59179,3,^59179\d{3}$,1,364,364,1,1.000000,1,0,59179364,59179364,contiguous,official_completed_subset
1991|key|E01|59131|3,1991,key,E01,numeric8,59131,3,^59131\d{3}$,8,10,24,15,0.533333,2,7,59131010,59131024,moderate,official_completed_subset
1991|key|E02|59132|3,1991,key,E02,numeric8,59132,3,^59132\d{3}$,5,30,34,5,1.000000,1,0,59132030,59132034,contiguous,official_completed_subset
1991|key|E03|59133|3,1991,key,E03,numeric8,59133,3,^59133\d{3}$,1,40,40,1,1.000000,1,0,59133040,59133040,contiguous,official_completed_subset
1991|key|E04|59134|3,1991,key,E04,numeric8,59134,3,^59134\d{3}$,4,50,53,4,1.000000,1,0,59134050,59134053,contiguous,official_completed_subset
1991|key|E05|59139|3,1991,key,E05,numeric8,59139,3,^59139\d{3}$,1,93,93,1,1.000000,1,0,59139093,59139093,contiguous,official_completed_subset
1991|key|E06|59136|3,1991,key,E06,numeric8,59136,3,^59136\d{3}$,4,60,63,4,1.000000,1,0,59136060,59136063,contiguous,official_completed_subset
1991|key|E07|59137|3,1991,key,E07,numeric8,59137,3,^59137\d{3}$,3,70,72,3,1.000000,1,0,59137070,59137072,contiguous,official_completed_subset
1991|key|E09|59139|3,1991,key,E09,numeric8,59139,3,^59139\d{3}$,3,90,92,3,1.000000,1,0,59139090,59139092,contiguous,official_completed_subset
1991|key|E10|59138|3,1991,key,E10,numeric8,59138,3,^59138\d{3}$,3,80,82,3,1.000000,1,0,59138080,59138082,contiguous,official_completed_subset
1991|regional|E01|59161|3,1991,regional,E01,numeric8,59161,3,^59161\d{3}$,1,1,1,1,1.000000,1,0,59161001,59161001,contiguous,official_completed_subset
1991|regional|E02|59162|3,1991,regional,E02,numeric8,59162,3,^59162\d{3}$,1,2,2,1,1.000000,1,0,59162002,59162002,contiguous,official_completed_subset
1991|regional|E03|59163|3,1991,regional,E03,numeric8,59163,3,^59163\d{3}$,1,3,3,1,1.000000,1,0,59163003,59163003,contiguous,official_completed_subset
1991|regional|E04|59164|3,1991,regional,E04,numeric8,59164,3,^59164\d{3}$,1,4,4,1,1.000000,1,0,59164004,59164004,contiguous,official_completed_subset
1991|regional|E05|59165|3,1991,regional,E05,numeric8,59165,3,^59165\d{3}$,2,5,6,2,1.000000,1,0,59165005,59165006,contiguous,official_completed_subset
1991|regional|E06|59166|3,1991,regional,E06,numeric8,59166,3,^59166\d{3}$,1,7,7,1,1.000000,1,0,59166007,59166007,contiguous,official_completed_subset
1991|regional|E08|59168|3,1991,regional,E08,numeric8,59168,3,^59168\d{3}$,1,8,8,1,1.000000,1,0,59168008,59168008,contiguous,official_completed_subset
1991|regional|E09|59169|3,1991,regional,E09,numeric8,59169,3,^59169\d{3}$,2,9,10,2,1.000000,1,0,59169009,59169010,contiguous,official_completed_subset
1991|special|E01|59141|3,1991,special,E01,numeric8,59141,3,^59141\d{3}$,1,4,4,1,1.000000,1,0,59141004,59141004,contiguous,official_completed_subset
1991|special|E01|59181|3,1991,special,E01,numeric8,59181,3,^59181\d{3}$,8,1,8,8,1.000000,1,0,59181001,59181008,contiguous,official_completed_subset
1991|special|E02|59142|3,1991,special,E02,numeric8,59142,3,^59142\d{3}$,1,6,6,1,1.000000,1,0,59142006,59142006,contiguous,official_completed_subset
1991|special|E02|59182|3,1991,special,E02,numeric8,59182,3,^59182\d{3}$,6,9,14,6,1.000000,1,0,59182009,59182014,contiguous,official_completed_subset
1991|special|E03|59183|3,1991,special,E03,numeric8,59183,3,^59183\d{3}$,5,15,19,5,1.000000,1,0,59183015,59183019,contiguous,official_completed_subset
1991|special|E05|59145|3,1991,special,E05,numeric8,59145,3,^59145\d{3}$,1,5,5,1,1.000000,1,0,59145005,59145005,contiguous,official_completed_subset
1991|special|E05|59185|3,1991,special,E05,numeric8,59185,3,^59185\d{3}$,5,20,24,5,1.000000,1,0,59185020,59185024,contiguous,official_completed_subset
1991|special|E06|59186|3,1991,special,E06,numeric8,59186,3,^59186\d{3}$,2,25,26,2,1.000000,1,0,59186025,59186026,contiguous,official_completed_subset
1991|special|E07|59187|3,1991,special,E07,numeric8,59187,3,^59187\d{3}$,1,27,27,1,1.000000,1,0,59187027,59187027,contiguous,official_completed_subset
1991|special|E08|59148|3,1991,special,E08,numeric8,59148,3,^59148\d{3}$,1,3,3,1,1.000000,1,0,59148003,59148003,contiguous,official_completed_subset
1991|special|E09|59149|3,1991,special,E09,numeric8,59149,3,^59149\d{3}$,2,1,2,2,1.000000,1,0,59149001,59149002,contiguous,official_completed_subset
1991|special|E09|59159|3,1991,special,E09,numeric8,59159,3,^59159\d{3}$,1,1,1,1,1.000000,1,0,59159001,59159001,contiguous,official_completed_subset
1991|youth_c|E01|59101|3,1991,youth_c,E01,numeric8,59101,3,^59101\d{3}$,13,1,13,13,1.000000,1,0,59101001,59101013,contiguous,official_completed_subset
1991|youth_c|E02|59102|3,1991,youth_c,E02,numeric8,59102,3,^59102\d{3}$,6,14,19,6,1.000000,1,0,59102014,59102019,contiguous,official_completed_subset
1991|youth_c|E03|59103|3,1991,youth_c,E03,numeric8,59103,3,^59103\d{3}$,4,20,23,4,1.000000,1,0,59103020,59103023,contiguous,official_completed_subset
