segment_id,approval_year,project_type,discipline_scope,format_family,prefix_before_serial,serial_width,regex,observed_count,min_serial,max_serial,range_size,density,contiguous_run_count,internal_gap_count,min_number,max_number,rule_strength,evidence_scope
2010|special|E03|51079|3,2010,special,E03,numeric8,51079,3,^51079\d{3}$,1,166,166,1,1.000000,1,0,51079166,51079166,contiguous,official_completed_subset
2010|special|E04|51027|3,2010,special,E04,numeric8,51027,3,^51027\d{3}$,1,3,3,1,1.000000,1,0,51027003,51027003,contiguous,official_completed_subset
2010|special|E04|51044|3,2010,special,E04,numeric8,51044,3,^51044\d{3}$,11,1,11,11,1.000000,1,0,51044001,51044011,contiguous,official_completed_subset
2010|special|E04|51054|3,2010,special,E04,numeric8,51054,3,^51054\d{3}$,8,1,8,8,1.000000,1,0,51054001,51054008,contiguous,official_completed_subset
2010|special|E04|51075|3,2010,special,E04,numeric8,51075,3,^51075\d{3}$,1,423,423,1,1.000000,1,0,51075423,51075423,contiguous,official_completed_subset
2010|special|E05|51001|3,2010,special,E05,numeric8,51001,3,^51001\d{3}$,1,121,121,1,1.000000,1,0,51001121,51001121,contiguous,official_completed_subset
2010|special|E05|51006|3,2010,special,E05,numeric8,51006,3,^51006\d{3}$,1,132,132,1,1.000000,1,0,51006132,51006132,contiguous,official_completed_subset
2010|special|E05|51027|3,2010,special,E05,numeric8,51027,3,^51027\d{3}$,2,6,7,2,1.000000,1,0,51027006,51027007,contiguous,official_completed_subset
2010|special|E05|51045|3,2010,special,E05,numeric8,51045,3,^51045\d{3}$,10,1,11,11,0.909091,2,1,51045001,51045011,dense,official_completed_subset
2010|special|E05|51050|3,2010,special,E05,numeric8,51050,3,^51050\d{3}$,2,1,2,2,1.000000,1,0,51050001,51050002,contiguous,official_completed_subset
2010|special|E05|51051|3,2010,special,E05,numeric8,51051,3,^51051\d{3}$,1,1,1,1,1.000000,1,0,51051001,51051001,contiguous,official_completed_subset
2010|special|E05|51072|3,2010,special,E05,numeric8,51072,3,^51072\d{3}$,1,240,240,1,1.000000,1,0,51072240,51072240,contiguous,official_completed_subset
2010|special|E06|51003|3,2010,special,E06,numeric8,51003,3,^51003\d{3}$,1,125,125,1,1.000000,1,0,51003125,51003125,contiguous,official_completed_subset
2010|special|E06|51020|3,2010,special,E06,numeric8,51020,3,^51020\d{3}$,1,8,8,1,1.000000,1,0,51020008,51020008,contiguous,official_completed_subset
2010|special|E06|51027|3,2010,special,E06,numeric8,51027,3,^51027\d{3}$,1,1,1,1,1.000000,1,0,51027001,51027001,contiguous,official_completed_subset
2010|special|E06|51046|3,2010,special,E06,numeric8,51046,3,^51046\d{3}$,5,1,10,10,0.500000,2,5,51046001,51046010,moderate,official_completed_subset
2010|special|E06|51051|3,2010,special,E06,numeric8,51051,3,^51051\d{3}$,1,2,2,1,1.000000,1,0,51051002,51051002,contiguous,official_completed_subset
2010|special|E06|51071|3,2010,special,E06,numeric8,51071,3,^51071\d{3}$,1,184,184,1,1.000000,1,0,51071184,51071184,contiguous,official_completed_subset
2010|special|E06|51075|3,2010,special,E06,numeric8,51075,3,^51075\d{3}$,1,424,424,1,1.000000,1,0,51075424,51075424,contiguous,official_completed_subset
2010|special|E06|51077|3,2010,special,E06,numeric8,51077,3,^51077\d{3}$,3,140,142,3,1.000000,1,0,51077140,51077142,contiguous,official_completed_subset
2010|special|E06|51078|3,2010,special,E06,numeric8,51078,3,^51078\d{3}$,1,378,378,1,1.000000,1,0,51078378,51078378,contiguous,official_completed_subset
2010|special|E07|51024|3,2010,special,E07,numeric8,51024,3,^51024\d{3}$,1,804,804,1,1.000000,1,0,51024804,51024804,contiguous,official_completed_subset
2010|special|E07|51047|3,2010,special,E07,numeric8,51047,3,^51047\d{3}$,4,1,10,10,0.400000,2,6,51047001,51047010,moderate,official_completed_subset
2010|special|E07|51057|3,2010,special,E07,numeric8,51057,3,^51057\d{3}$,1,1,1,1,1.000000,1,0,51057001,51057001,contiguous,official_completed_subset
2010|special|E07|51071|3,2010,special,E07,numeric8,51071,3,^51071\d{3}$,1,185,185,1,1.000000,1,0,51071185,51071185,contiguous,official_completed_subset
2010|special|E07|51073|3,2010,special,E07,numeric8,51073,3,^51073\d{3}$,1,180,180,1,1.000000,1,0,51073180,51073180,contiguous,official_completed_subset
2010|special|E07|51078|3,2010,special,E07,numeric8,51078,3,^51078\d{3}$,1,379,379,1,1.000000,1,0,51078379,51078379,contiguous,official_completed_subset
2010|special|E07|51079|3,2010,special,E07,numeric8,51079,3,^51079\d{3}$,1,167,167,1,1.000000,1,0,51079167,51079167,contiguous,official_completed_subset
2010|special|E08|51006|3,2010,special,E08,numeric8,51006,3,^51006\d{3}$,1,133,133,1,1.000000,1,0,51006133,51006133,contiguous,official_completed_subset
2010|special|E08|51027|3,2010,special,E08,numeric8,51027,3,^51027\d{3}$,1,4,4,1,1.000000,1,0,51027004,51027004,contiguous,official_completed_subset
2010|special|E08|51048|3,2010,special,E08,numeric8,51048,3,^51048\d{3}$,7,1,11,11,0.636364,2,4,51048001,51048011,moderate,official_completed_subset
2010|special|E08|51050|3,2010,special,E08,numeric8,51050,3,^51050\d{3}$,1,3,3,1,1.000000,1,0,51050003,51050003,contiguous,official_completed_subset
2010|special|E08|51058|3,2010,special,E08,numeric8,51058,3,^51058\d{3}$,1,1,1,1,1.000000,1,0,51058001,51058001,contiguous,official_completed_subset
2010|special|E08|51074|3,2010,special,E08,numeric8,51074,3,^51074\d{3}$,1,214,214,1,1.000000,1,0,51074214,51074214,contiguous,official_completed_subset
2010|special|E09|51002|3,2010,special,E09,numeric8,51002,3,^51002\d{3}$,1,196,196,1,1.000000,1,0,51002196,51002196,contiguous,official_completed_subset
2010|special|E09|51004|3,2010,special,E09,numeric8,51004,3,^51004\d{3}$,1,120,120,1,1.000000,1,0,51004120,51004120,contiguous,official_completed_subset
2010|special|E09|51006|3,2010,special,E09,numeric8,51006,3,^51006\d{3}$,1,134,134,1,1.000000,1,0,51006134,51006134,contiguous,official_completed_subset
2010|special|E09|51024|3,2010,special,E09,numeric8,51024,3,^51024\d{3}$,1,805,805,1,1.000000,1,0,51024805,51024805,contiguous,official_completed_subset
2010|special|E09|51027|3,2010,special,E09,numeric8,51027,3,^51027\d{3}$,1,2,2,1,1.000000,1,0,51027002,51027002,contiguous,official_completed_subset
2010|special|E09|51049|3,2010,special,E09,numeric8,51049,3,^51049\d{3}$,2,1,11,11,0.181818,2,9,51049001,51049011,sparse,official_completed_subset
2010|special|E09|51060|3,2010,special,E09,numeric8,51060,3,^51060\d{3}$,2,1,2,2,1.000000,1,0,51060001,51060002,contiguous,official_completed_subset
2010|special|E10|51051|3,2010,special,E10,numeric8,51051,3,^51051\d{3}$,1,3,3,1,1.000000,1,0,51051003,51051003,contiguous,official_completed_subset
2010|special|E10|51071|3,2010,special,E10,numeric8,51071,3,^51071\d{3}$,1,186,186,1,1.000000,1,0,51071186,51071186,contiguous,official_completed_subset
2010|special|E11|51002|3,2010,special,E11,numeric8,51002,3,^51002\d{3}$,1,195,195,1,1.000000,1,0,51002195,51002195,contiguous,official_completed_subset
2010|special|E11|51049|3,2010,special,E11,numeric8,51049,3,^51049\d{3}$,2,2,10,9,0.222222,2,7,51049002,51049010,sparse,official_completed_subset
2010|special|E11|51072|3,2010,special,E11,numeric8,51072,3,^51072\d{3}$,1,241,241,1,1.000000,1,0,51072241,51072241,contiguous,official_completed_subset
2010|youth_c|E01|51001|3,2010,youth_c,E01,numeric8,51001,3,^51001\d{3}$,120,1,120,120,1.000000,1,0,51001001,51001120,contiguous,official_completed_subset
2010|youth_c|E02|51002|3,2010,youth_c,E02,numeric8,51002,3,^51002\d{3}$,194,1,194,194,1.000000,1,0,51002001,51002194,contiguous,official_completed_subset
2010|youth_c|E03|51003|3,2010,youth_c,E03,numeric8,51003,3,^51003\d{3}$,124,1,124,124,1.000000,1,0,51003001,51003124,contiguous,official_completed_subset
2010|youth_c|E04|51004|3,2010,youth_c,E04,numeric8,51004,3,^51004\d{3}$,119,1,119,119,1.000000,1,0,51004001,51004119,contiguous,official_completed_subset
2010|youth_c|E05|51005|3,2010,youth_c,E05,numeric8,51005,3,^51005\d{3}$,263,1,264,264,0.996212,2,1,51005001,51005264,dense,official_completed_subset
2010|youth_c|E06|51006|3,2010,youth_c,E06,numeric8,51006,3,^51006\d{3}$,129,1,131,131,0.984733,3,2,51006001,51006131,dense,official_completed_subset
2010|youth_c|E07|51007|3,2010,youth_c,E07,numeric8,51007,3,^51007\d{3}$,100,1,100,100,1.000000,1,0,51007001,51007100,contiguous,official_completed_subset
2010|youth_c|E08|51008|3,2010,youth_c,E08,numeric8,51008,3,^51008\d{3}$,244,1,321,321,0.760125,42,77,51008001,51008321,moderate,official_completed_subset
2010|youth_c|E09|51009|3,2010,youth_c,E09,numeric8,51009,3,^51009\d{3}$,93,1,154,154,0.603896,22,61,51009001,51009154,moderate,official_completed_subset
2010|youth_c|E10|51008|3,2010,youth_c,E10,numeric8,51008,3,^51008\d{3}$,78,3,322,320,0.243750,42,242,51008003,51008322,sparse,official_completed_subset
2010|youth_c|E10|51009|3,2010,youth_c,E10,numeric8,51009,3,^51009\d{3}$,19,6,155,150,0.126667,14,131,51009006,51009155,sparse,official_completed_subset
2010|youth_c|E11|51009|3,2010,youth_c,E11,numeric8,51009,3,^51009\d{3}$,44,16,156,141,0.312057,15,97,51009016,51009156,sparse,official_completed_subset
2011|general|E01|51171|3,2011,general,E01,numeric8,51171,3,^51171\d{3}$,216,1,216,216,1.000000,1,0,51171001,51171216,contiguous,official_completed_subset
2011|general|E02|51172|3,2011,general,E02,numeric8,51172,3,^51172\d{3}$,292,1,293,293,0.996587,2,1,51172001,51172293,dense,official_completed_subset
2011|general|E03|51173|3,2011,general,E03,numeric8,51173,3,^51173\d{3}$,214,1,216,216,0.990741,3,2,51173001,51173216,dense,official_completed_subset
2011|general|E04|51174|3,2011,general,E04,numeric8,51174,3,^51174\d{3}$,246,1,246,246,1.000000,1,0,51174001,51174246,contiguous,official_completed_subset
2011|general|E05|51175|3,2011,general,E05,numeric8,51175,3,^51175\d{3}$,535,1,535,535,1.000000,1,0,51175001,51175535,contiguous,official_completed_subset
2011|general|E06|51176|3,2011,general,E06,numeric8,51176,3,^51176\d{3}$,211,1,212,212,0.995283,2,1,51176001,51176212,dense,official_completed_subset
2011|general|E07|51177|3,2011,general,E07,numeric8,51177,3,^51177\d{3}$,182,1,183,183,0.994536,2,1,51177001,51177183,dense,official_completed_subset
2011|general|E08|51178|3,2011,general,E08,numeric8,51178,3,^51178\d{3}$,379,1,491,491,0.771894,46,112,51178001,51178491,moderate,official_completed_subset
2011|general|E09|51179|3,2011,general,E09,numeric8,51179,3,^51179\d{3}$,128,3,213,211,0.606635,31,83,51179003,51179213,moderate,official_completed_subset
2011|general|E10|51178|3,2011,general,E10,numeric8,51178,3,^51178\d{3}$,110,2,484,483,0.227743,43,373,51178002,51178484,sparse,official_completed_subset
2011|general|E10|51179|3,2011,general,E10,numeric8,51179,3,^51179\d{3}$,29,1,215,215,0.134884,18,186,51179001,51179215,sparse,official_completed_subset
2011|general|E11|51179|3,2011,general,E11,numeric8,51179,3,^51179\d{3}$,58,18,211,194,0.298969,20,136,51179018,51179211,sparse,official_completed_subset
2011|joint_fund|E01|U1134|3,2011,joint_fund,E01,alpha_numeric,U1134,3,^U1134\d{3}$,1,101,101,1,1.000000,1,0,U1134101,U1134101,contiguous,official_completed_subset
2011|joint_fund|E02|U1134|3,2011,joint_fund,E02,alpha_numeric,U1134,3,^U1134\d{3}$,1,102,102,1,1.000000,1,0,U1134102,U1134102,contiguous,official_completed_subset
2011|joint_fund|E03|U1134|3,2011,joint_fund,E03,alpha_numeric,U1134,3,^U1134\d{3}$,1,105,105,1,1.000000,1,0,U1134105,U1134105,contiguous,official_completed_subset
2011|joint_fund|E04|51134|3,2011,joint_fund,E04,numeric8,51134,3,^51134\d{3}$,18,8,25,18,1.000000,1,0,51134008,51134025,contiguous,official_completed_subset
2011|joint_fund|E04|51174|3,2011,joint_fund,E04,numeric8,51174,3,^51174\d{3}$,45,247,291,45,1.000000,1,0,51174247,51174291,contiguous,official_completed_subset
2011|joint_fund|E05|U1134|3,2011,joint_fund,E05,alpha_numeric,U1134,3,^U1134\d{3}$,5,103,203,101,0.049505,3,96,U1134103,U1134203,sparse,official_completed_subset
2011|joint_fund|E07|U1134|3,2011,joint_fund,E07,alpha_numeric,U1134,3,^U1134\d{3}$,5,104,205,102,0.049020,4,97,U1134104,U1134205,sparse,official_completed_subset
2011|joint_fund|E08|U1134|3,2011,joint_fund,E08,alpha_numeric,U1134,3,^U1134\d{3}$,6,107,209,103,0.058252,3,97,U1134107,U1134209,sparse,official_completed_subset
2011|key|E01|51131|3,2011,key,E01,numeric8,51131,3,^51131\d{3}$,9,1,9,9,1.000000,1,0,51131001,51131009,contiguous,official_completed_subset
2011|key|E02|51132|3,2011,key,E02,numeric8,51132,3,^51132\d{3}$,10,1,10,10,1.000000,1,0,51132001,51132010,contiguous,official_completed_subset
2011|key|E03|51133|3,2011,key,E03,numeric8,51133,3,^51133\d{3}$,9,1,9,9,1.000000,1,0,51133001,51133009,contiguous,official_completed_subset
2011|key|E04|51134|3,2011,key,E04,numeric8,51134,3,^51134\d{3}$,7,1,7,7,1.000000,1,0,51134001,51134007,contiguous,official_completed_subset
2011|key|E05|51135|3,2011,key,E05,numeric8,51135,3,^51135\d{3}$,9,1,9,9,1.000000,1,0,51135001,51135009,contiguous,official_completed_subset
2011|key|E06|51136|3,2011,key,E06,numeric8,51136,3,^51136\d{3}$,7,1,7,7,1.000000,1,0,51136001,51136007,contiguous,official_completed_subset
2011|key|E07|51137|3,2011,key,E07,numeric8,51137,3,^51137\d{3}$,6,1,6,6,1.000000,1,0,51137001,51137006,contiguous,official_completed_subset
2011|key|E08|51138|3,2011,key,E08,numeric8,51138,3,^51138\d{3}$,6,1,7,7,0.857143,2,1,51138001,51138007,dense,official_completed_subset
2011|key|E09|51139|3,2011,key,E09,numeric8,51139,3,^51139\d{3}$,5,1,7,7,0.714286,3,2,51139001,51139007,moderate,official_completed_subset
2011|key|E10|51138|3,2011,key,E10,numeric8,51138,3,^51138\d{3}$,3,6,9,4,0.750000,2,1,51138006,51138009,moderate,official_completed_subset
2011|key|E10|51139|3,2011,key,E10,numeric8,51139,3,^51139\d{3}$,1,3,3,1,1.000000,1,0,51139003,51139003,contiguous,official_completed_subset
2011|key|E11|51139|3,2011,key,E11,numeric8,51139,3,^51139\d{3}$,1,5,5,1,1.000000,1,0,51139005,51139005,contiguous,official_completed_subset
2011|major_research_plan|E01|91123|3,2011,major_research_plan,E01,numeric8,91123,3,^91123\d{3}$,1,4,4,1,1.000000,1,0,91123004,91123004,contiguous,official_completed_subset
2011|major_research_plan|E02|91116|3,2011,major_research_plan,E02,numeric8,91116,3,^91116\d{3}$,1,15,15,1,1.000000,1,0,91116015,91116015,contiguous,official_completed_subset
2011|major_research_plan|E02|91122|3,2011,major_research_plan,E02,numeric8,91122,3,^91122\d{3}$,8,20,35,16,0.500000,2,8,91122020,91122035,moderate,official_completed_subset
2011|major_research_plan|E02|91123|3,2011,major_research_plan,E02,numeric8,91123,3,^91123\d{3}$,6,5,10,6,1.000000,1,0,91123005,91123010,contiguous,official_completed_subset
2011|major_research_plan|E03|91123|3,2011,major_research_plan,E03,numeric8,91123,3,^91123\d{3}$,3,11,32,22,0.136364,2,19,91123011,91123032,sparse,official_completed_subset
2011|major_research_plan|E03|91127|3,2011,major_research_plan,E03,numeric8,91127,3,^91127\d{3}$,2,38,39,2,1.000000,1,0,91127038,91127039,contiguous,official_completed_subset
2011|major_research_plan|E05|91123|3,2011,major_research_plan,E05,numeric8,91123,3,^91123\d{3}$,18,12,37,26,0.692308,2,8,91123012,91123037,moderate,official_completed_subset
2011|regional|E01|51161|3,2011,regional,E01,numeric8,51161,3,^51161\d{3}$,25,1,25,25,1.000000,1,0,51161001,51161025,contiguous,official_completed_subset
2011|regional|E02|51162|3,2011,regional,E02,numeric8,51162,3,^51162\d{3}$,26,1,26,26,1.000000,1,0,51162001,51162026,contiguous,official_completed_subset
2011|regional|E03|51163|3,2011,regional,E03,numeric8,51163,3,^51163\d{3}$,16,1,16,16,1.000000,1,0,51163001,51163016,contiguous,official_completed_subset
2011|regional|E04|51164|3,2011,regional,E04,numeric8,51164,3,^51164\d{3}$,34,1,34,34,1.000000,1,0,51164001,51164034,contiguous,official_completed_subset
2011|regional|E05|51165|3,2011,regional,E05,numeric8,51165,3,^51165\d{3}$,44,1,44,44,1.000000,1,0,51165001,51165044,contiguous,official_completed_subset
2011|regional|E06|51166|3,2011,regional,E06,numeric8,51166,3,^51166\d{3}$,14,1,14,14,1.000000,1,0,51166001,51166014,contiguous,official_completed_subset
2011|regional|E07|51167|3,2011,regional,E07,numeric8,51167,3,^51167\d{3}$,18,1,18,18,1.000000,1,0,51167001,51167018,contiguous,official_completed_subset
2011|regional|E08|51168|3,2011,regional,E08,numeric8,51168,3,^51168\d{3}$,36,2,45,44,0.818182,5,8,51168002,51168045,dense,official_completed_subset
2011|regional|E09|51169|3,2011,regional,E09,numeric8,51169,3,^51169\d{3}$,21,1,25,25,0.840000,4,4,51169001,51169025,dense,official_completed_subset
2011|regional|E10|51168|3,2011,regional,E10,numeric8,51168,3,^51168\d{3}$,11,1,47,47,0.234043,6,36,51168001,51168047,sparse,official_completed_subset
2011|regional|E10|51169|3,2011,regional,E10,numeric8,51169,3,^51169\d{3}$,3,6,18,13,0.230769,2,10,51169006,51169018,sparse,official_completed_subset
2011|special|E01|51141|3,2011,special,E01,numeric8,51141,3,^51141\d{3}$,11,1,11,11,1.000000,1,0,51141001,51141011,contiguous,official_completed_subset
2011|special|E02|51142|3,2011,special,E02,numeric8,51142,3,^51142\d{3}$,13,1,13,13,1.000000,1,0,51142001,51142013,contiguous,official_completed_subset
2011|special|E02|51152|3,2011,special,E02,numeric8,51152,3,^51152\d{3}$,1,1,1,1,1.000000,1,0,51152001,51152001,contiguous,official_completed_subset
2011|special|E03|51127|3,2011,special,E03,numeric8,51127,3,^51127\d{3}$,1,3,3,1,1.000000,1,0,51127003,51127003,contiguous,official_completed_subset
2011|special|E03|51143|3,2011,special,E03,numeric8,51143,3,^51143\d{3}$,12,1,12,12,1.000000,1,0,51143001,51143012,contiguous,official_completed_subset
2011|special|E03|51153|3,2011,special,E03,numeric8,51153,3,^51153\d{3}$,1,1,1,1,1.000000,1,0,51153001,51153001,contiguous,official_completed_subset
2011|special|E04|51144|3,2011,special,E04,numeric8,51144,3,^51144\d{3}$,11,1,12,12,0.916667,2,1,51144001,51144012,dense,official_completed_subset
2011|special|E04|51154|3,2011,special,E04,numeric8,51154,3,^51154\d{3}$,3,1,3,3,1.000000,1,0,51154001,51154003,contiguous,official_completed_subset
2011|special|E05|51127|3,2011,special,E05,numeric8,51127,3,^51127\d{3}$,2,1,4,4,0.500000,2,2,51127001,51127004,moderate,official_completed_subset
2011|special|E05|51145|3,2011,special,E05,numeric8,51145,3,^51145\d{3}$,17,1,17,17,1.000000,1,0,51145001,51145017,contiguous,official_completed_subset
2011|special|E06|51127|3,2011,special,E06,numeric8,51127,3,^51127\d{3}$,1,2,2,1,1.000000,1,0,51127002,51127002,contiguous,official_completed_subset
2011|special|E06|51146|3,2011,special,E06,numeric8,51146,3,^51146\d{3}$,12,1,12,12,1.000000,1,0,51146001,51146012,contiguous,official_completed_subset
2011|special|E07|51147|3,2011,special,E07,numeric8,51147,3,^51147\d{3}$,9,1,11,11,0.818182,3,2,51147001,51147011,dense,official_completed_subset
2011|special|E08|51127|3,2011,special,E08,numeric8,51127,3,^51127\d{3}$,1,5,5,1,1.000000,1,0,51127005,51127005,contiguous,official_completed_subset
2011|special|E08|51148|3,2011,special,E08,numeric8,51148,3,^51148\d{3}$,7,2,10,9,0.777778,3,2,51148002,51148010,moderate,official_completed_subset
2011|special|E09|51127|3,2011,special,E09,numeric8,51127,3,^51127\d{3}$,1,6,6,1,1.000000,1,0,51127006,51127006,contiguous,official_completed_subset
2011|special|E09|51149|3,2011,special,E09,numeric8,51149,3,^51149\d{3}$,6,2,13,12,0.500000,4,6,51149002,51149013,moderate,official_completed_subset
2011|special|E10|51148|3,2011,special,E10,numeric8,51148,3,^51148\d{3}$,3,1,6,6,0.500000,3,3,51148001,51148006,moderate,official_completed_subset
2011|special|E10|51149|3,2011,special,E10,numeric8,51149,3,^51149\d{3}$,1,5,5,1,1.000000,1,0,51149005,51149005,contiguous,official_completed_subset
2011|special|E11|51149|3,2011,special,E11,numeric8,51149,3,^51149\d{3}$,2,1,3,3,0.666667,2,1,51149001,51149003,moderate,official_completed_subset
2011|youth_c|E01|51101|3,2011,youth_c,E01,numeric8,51101,3,^51101\d{3}$,178,1,178,178,1.000000,1,0,51101001,51101178,contiguous,official_completed_subset
2011|youth_c|E02|51102|3,2011,youth_c,E02,numeric8,51102,3,^51102\d{3}$,289,1,289,289,1.000000,1,0,51102001,51102289,contiguous,official_completed_subset
2011|youth_c|E03|51103|3,2011,youth_c,E03,numeric8,51103,3,^51103\d{3}$,183,1,184,184,0.994565,2,1,51103001,51103184,dense,official_completed_subset
2011|youth_c|E04|51104|3,2011,youth_c,E04,numeric8,51104,3,^51104\d{3}$,194,1,194,194,1.000000,1,0,51104001,51104194,contiguous,official_completed_subset
2011|youth_c|E05|51105|3,2011,youth_c,E05,numeric8,51105,3,^51105\d{3}$,395,1,398,398,0.992462,4,3,51105001,51105398,dense,official_completed_subset
2011|youth_c|E06|51106|3,2011,youth_c,E06,numeric8,51106,3,^51106\d{3}$,188,1,190,190,0.989474,3,2,51106001,51106190,dense,official_completed_subset
2011|youth_c|E07|51107|3,2011,youth_c,E07,numeric8,51107,3,^51107\d{3}$,156,1,156,156,1.000000,1,0,51107001,51107156,contiguous,official_completed_subset
2011|youth_c|E08|51108|3,2011,youth_c,E08,numeric8,51108,3,^51108\d{3}$,360,2,488,487,0.739220,64,127,51108002,51108488,moderate,official_completed_subset
2011|youth_c|E09|51109|3,2011,youth_c,E09,numeric8,51109,3,^51109\d{3}$,141,1,231,231,0.610390,32,90,51109001,51109231,moderate,official_completed_subset
2011|youth_c|E10|51108|3,2011,youth_c,E10,numeric8,51108,3,^51108\d{3}$,127,1,487,487,0.260780,63,360,51108001,51108487,sparse,official_completed_subset
2011|youth_c|E10|51109|3,2011,youth_c,E10,numeric8,51109,3,^51109\d{3}$,33,2,229,228,0.144737,23,195,51109002,51109229,sparse,official_completed_subset
2011|youth_c|E11|51109|3,2011,youth_c,E11,numeric8,51109,3,^51109\d{3}$,58,5,232,228,0.254386,21,170,51109005,51109232,sparse,official_completed_subset
2012|general|E01|51271|3,2012,general,E01,numeric8,51271,3,^51271\d{3}$,215,1,215,215,1.000000,1,0,51271001,51271215,contiguous,official_completed_subset
2012|general|E02|51272|3,2012,general,E02,numeric8,51272,3,^51272\d{3}$,302,1,303,303,0.996700,2,1,51272001,51272303,dense,official_completed_subset
2012|general|E03|51273|3,2012,general,E03,numeric8,51273,3,^51273\d{3}$,221,1,221,221,1.000000,1,0,51273001,51273221,contiguous,official_completed_subset
2012|general|E04|51274|3,2012,general,E04,numeric8,51274,3,^51274\d{3}$,268,1,270,270,0.992593,3,2,51274001,51274270,dense,official_completed_subset
2012|general|E05|51275|3,2012,general,E05,numeric8,51275,3,^51275\d{3}$,560,1,560,560,1.000000,1,0,51275001,51275560,contiguous,official_completed_subset
2012|general|E06|51276|3,2012,general,E06,numeric8,51276,3,^51276\d{3}$,214,1,214,214,1.000000,1,0,51276001,51276214,contiguous,official_completed_subset
2012|general|E07|51277|3,2012,general,E07,numeric8,51277,3,^51277\d{3}$,196,1,196,196,1.000000,1,0,51277001,51277196,contiguous,official_completed_subset
2012|general|E08|51278|3,2012,general,E08,numeric8,51278,3,^51278\d{3}$,412,3,526,524,0.786260,50,112,51278003,51278526,moderate,official_completed_subset
2012|general|E09|51279|3,2012,general,E09,numeric8,51279,3,^51279\d{3}$,131,2,225,224,0.584821,33,93,51279002,51279225,moderate,official_completed_subset
2012|general|E10|51278|3,2012,general,E10,numeric8,51278,3,^51278\d{3}$,114,1,527,527,0.216319,50,413,51278001,51278527,sparse,official_completed_subset
2012|general|E10|51279|3,2012,general,E10,numeric8,51279,3,^51279\d{3}$,31,1,220,220,0.140909,19,189,51279001,51279220,sparse,official_completed_subset
2012|general|E11|51279|3,2012,general,E11,numeric8,51279,3,^51279\d{3}$,63,20,224,205,0.307317,21,142,51279020,51279224,sparse,official_completed_subset
2012|joint_fund|E01|U1204|3,2012,joint_fund,E01,alpha_numeric,U1204,3,^U1204\d{3}$,2,508,521,14,0.142857,2,12,U1204508,U1204521,sparse,official_completed_subset
2012|joint_fund|E01|U1234|3,2012,joint_fund,E01,alpha_numeric,U1234,3,^U1234\d{3}$,1,207,207,1,1.000000,1,0,U1234207,U1234207,contiguous,official_completed_subset
2012|joint_fund|E02|U1204|3,2012,joint_fund,E02,alpha_numeric,U1204,3,^U1204\d{3}$,4,501,519,19,0.210526,4,15,U1204501,U1204519,sparse,official_completed_subset
2012|joint_fund|E03|U1204|3,2012,joint_fund,E03,alpha_numeric,U1204,3,^U1204\d{3}$,4,504,518,15,0.266667,4,11,U1204504,U1204518,sparse,official_completed_subset
2012|joint_fund|E04|U1204|3,2012,joint_fund,E04,alpha_numeric,U1204,3,^U1204\d{3}$,2,503,512,10,0.200000,2,8,U1204503,U1204512,sparse,official_completed_subset
2012|joint_fund|E04|U1260|3,2012,joint_fund,E04,alpha_numeric,U1260,3,^U1260\d{3}$,8,101,204,104,0.076923,2,96,U1260101,U1260204,sparse,official_completed_subset
2012|joint_fund|E04|U1261|3,2012,joint_fund,E04,alpha_numeric,U1261,3,^U1261\d{3}$,40,101,214,114,0.350877,2,74,U1261101,U1261214,sparse,official_completed_subset
2012|joint_fund|E05|U1204|3,2012,joint_fund,E05,alpha_numeric,U1204,3,^U1204\d{3}$,4,514,524,11,0.363636,4,7,U1204514,U1204524,sparse,official_completed_subset
2012|joint_fund|E05|U1234|3,2012,joint_fund,E05,alpha_numeric,U1234,3,^U1234\d{3}$,2,206,208,3,0.666667,2,1,U1234206,U1234208,moderate,official_completed_subset
2012|joint_fund|E06|U1204|3,2012,joint_fund,E06,alpha_numeric,U1204,3,^U1204\d{3}$,2,523,525,3,0.666667,2,1,U1204523,U1204525,moderate,official_completed_subset
2012|joint_fund|E07|U1204|3,2012,joint_fund,E07,alpha_numeric,U1204,3,^U1204\d{3}$,2,506,515,10,0.200000,2,8,U1204506,U1204515,sparse,official_completed_subset
2012|joint_fund|E07|U1234|3,2012,joint_fund,E07,alpha_numeric,U1234,3,^U1234\d{3}$,3,202,205,4,0.750000,2,1,U1234202,U1234205,moderate,official_completed_subset
2012|joint_fund|E08|U1204|3,2012,joint_fund,E08,alpha_numeric,U1204,3,^U1204\d{3}$,2,502,513,12,0.166667,2,10,U1204502,U1204513,sparse,official_completed_subset
2012|joint_fund|E08|U1234|3,2012,joint_fund,E08,alpha_numeric,U1234,3,^U1234\d{3}$,5,201,211,11,0.454545,3,6,U1234201,U1234211,moderate,official_completed_subset
2012|joint_fund|E09|U1204|3,2012,joint_fund,E09,alpha_numeric,U1204,3,^U1204\d{3}$,2,509,511,3,0.666667,2,1,U1204509,U1204511,moderate,official_completed_subset
2012|joint_fund|E10|U1204|3,2012,joint_fund,E10,alpha_numeric,U1204,3,^U1204\d{3}$,1,522,522,1,1.000000,1,0,U1204522,U1204522,contiguous,official_completed_subset
2012|key|E01|51231|3,2012,key,E01,numeric8,51231,3,^51231\d{3}$,8,1,8,8,1.000000,1,0,51231001,51231008,contiguous,official_completed_subset
